,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image
4338,1384904,1384914,1384913,1.2593315,,,3.1339805,,1917016800.0,3615906.0,219999980000.0,7924031500.0,1.2260448,2934258700.0,3.799767e-07,120.83509,23.198544,0.3600884233131264,,0.3297599213960224,0.34615319202291617,,,,,,RefL0050N0752,
4339,1410040,1410050,1410049,1.2593315,,,3.5002177,,661160900.0,3618448.0,171262980000.0,5612371000.0,0.42975348,1051892740.0,1.0733848e-09,102.013695,45.153137,0.2171118240896348,,0.28144759945112463,0.4871692009517655,,,,,,RefL0050N0752,
4340,1411308,1411318,1411317,1.2593315,,,3.5678194,,2791643600.0,5452461.0,330319900000.0,12275368000.0,2.681737,4341476000.0,8.4658805e-06,142.28471,33.44375,0.21604614102404263,,0.44944807528621966,0.65898686040705,,,,,,RefL0050N0752,
4341,1408411,1408421,1408420,1.2593315,,,2.312736,,6626066400.0,10886695.0,428133250000.0,11858629000.0,4.506854,10294538000.0,6.750338e-05,159.6233,27.42972,0.49090920177374686,,0.4486980963253455,0.3760790134697811,,,,,,RefL0050N0752,
4342,1394766,1394776,1394775,1.2593315,,,2.342144,,7575934000.0,7252557.0,499643900000.0,11344481000.0,4.856199,11890683000.0,1.538191e-05,165.3729,6.897681,0.29367144148525637,,0.3429129803894817,0.49864321266610867,,,,,,RefL0050N0752,
4343,1641224,1641234,1641233,1.2593315,,,2.7376955,,7471632400.0,7231820.5,355953600000.0,12666945000.0,3.2069237,11802573000.0,1.1155124e-06,164.93056,14.995828,0.4470121728095833,,0.3567000909994602,0.43276110859032924,,,,,,RefL0050N0752,
4344,2077861,2077871,2077870,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2077871.png,2.3611495,,51707210000.0,82344610.0,1967183100000.0,8152906000.0,1.8985746,87813640000.0,0.038639523,278.3647,1.6046444,0.5139539537885791,,0.2775847991998368,0.6762026188987086,,,,,galface_2077871.png,RefL0050N0752galface_2077871.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2077871.png
4345,2057880,2057890,2057889,1.2593315,,,0.6220945,,1991726800.0,14641859.0,0.0,712879700.0,0.93221325,3216959500.0,0.04926674,95.50368,0.9286667,0.43682412899186507,,1073741824.0,0.5967675943856657,,,,,,RefL0050N0752,
4346,2092821,2092831,2092830,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2092831.png,4.0627413,,18659043000.0,61491812.0,1590307500000.0,16236015000.0,3.8709743,33826404000.0,6.465244e-06,233.68596,68.687836,0.14823125444479812,,0.32846628659919175,0.3757889090869936,,,,,galface_2092831.png,RefL0050N0752galface_2092831.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2092831.png
4347,2330864,2330874,2330873,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2330874.png,3.0065315,,13785836000.0,9172048.0,917432570000.0,22737816000.0,18.420341,21714332000.0,0.025518779,201.10086,1.051748,0.2793061608839208,,0.4346046075920441,0.3549184780278949,,,,,galface_2330874.png,RefL0050N0752galface_2330874.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2330874.png
