,Unnamed: 0,z,Z,face,mass,DiscToTotal,HalfMassRadius,VelDisp,BHmass,SFR,name1,filename,image,btdradius,btdintensity,n_total,n_disca,n_bulgea,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disca_error,n_bulgea_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius
0,0,2.220446e-16,0.02045897,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_191315.png,10279411000.0,0.4168422038287283,4.6773453,70.80948000000001,12714404.0,0.24030295,galface_191315.png,RefL0025N0376galface_191315.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_191315.png,0.4046695057568812,0.65263516390616,1.7176538270678838,1.9999999999999998,0.010000000051030815,9.999999999993923,0.005809813357968319,0.005809813357968319,8.917014985795713e-05,385.9001147953267,35982.398948303686,7.5913603224160076,0.0,0.0,5,53.78655242919922,21.765777587890625,5443.83550434439,3552.8384766559743,0.5734930753303765,0.08502256870269775
1,1,2.220446e-16,0.018742138999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_182970.png,10424696000.0,0.6000237211201298,3.5679266000000003,75.53092,8174368.0,0.1322287,galface_182970.png,RefL0025N0376galface_182970.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_182970.png,0.3210109081279471,0.6540907517751363,2.2314488169928612,1.9999999999999998,0.7336625424262168,3.1726499529683565,0.002216271013852744,0.002216271013852744,0.0002545411246015107,39.3728972816314,4.834566173874025,0.01255156508065743,0.0,0.0,1,54.36509323120117,17.4517879486084,3660.3238360731307,2394.183969677525,0.5720099751051827,0.06817104667425156
2,2,2.220446e-16,0.018346585,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_175743.png,10601294000.0,0.5436476112255046,6.0765285,66.278984,14629905.0,1.6616830000000002,galface_175743.png,RefL0025N0376galface_175743.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_175743.png,0.24361264692853773,0.41183864570498413,1.4230755446383923,1.9999999999999998,0.010000000000000002,2.3555930446850617,0.008372118165575433,0.008372118165575433,0.00014514833842073813,28.078676509079447,2064075068347619.2,0.02492645250697693,136472715980924.12,0.0,35,65.56876373291016,15.973380088806152,5813.275331885492,2394.131439793913,0.3597478494172657,0.06239601597189903
3,3,2.220446e-16,0.019329375,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_151457.png,10658980000.0,0.08609372557127093,5.695576,75.50703,12767464.0,0.40345934,galface_151457.png,RefL0025N0376galface_151457.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_151457.png,0.2983372987119785,0.6575034010694742,1.8233373571968974,1.8312454273871819,0.18574196089362177,1.616628930649002,0.5147639240664187,0.5147639240664187,0.00028102889912801223,239.3097846618171,27.796621990726578,0.048490653920956965,0.002711318190705136,0.0022419333852147657,1,73.58985137939453,21.95459747314453,5025.665289291069,3304.392020345681,0.5716930008956318,0.08576014637947083
4,4,2.220446e-16,0.01748308,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_188537.png,10677379000.0,0.5524026736260129,6.278392,71.43064,5458735.0,1.2869948,galface_188537.png,RefL0025N0376galface_188537.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_188537.png,0.15762588961777788,0.3125868632394693,0.9558720675751291,0.6232495452100923,0.9522080228969743,0.5877440501376892,0.9181409058863281,0.9181409058863281,5.2108979470027325e-05,0.6950164475524424,0.7970558009673699,0.0002780630773175622,0.0002750925231979355,57022.52691105683,137,81.3705062866211,12.826098442077637,6514.334833214234,2036.295491606049,0.23855783957978619,0.05010194703936577
5,5,2.220446e-16,0.017276015,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_169054.png,11739729000.0,0.43613863289656907,4.847418299999999,73.94079599999999,22703548.0,0.5848032,galface_169054.png,RefL0025N0376galface_169054.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_169054.png,0.24461069011321213,0.5692552868261954,1.6291318715687229,1.5784664728767475,0.6660752962719122,1.6070537369709945,1.7035799022685998,1.7035799022685998,0.0001199800020712255,16.729436496857293,535.6594172184307,0.006221760801607289,0.20694877657863192,1177835072050.8667,52,79.83116912841797,19.527557373046875,5152.515714735923,2933.096811068477,0.4763756537874301,0.07627952098846436
6,6,2.220446e-16,0.017463038,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_176906.png,11826779000.0,0.1475694241050537,4.979933,71.09101,14613809.0,0.51069534,galface_176906.png,RefL0025N0376galface_176906.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_176906.png,0.2653035608078641,0.6913219433145303,1.4137656893918156,0.9419437795910519,1.1033337155679632,0.8790072777877075,1.1194596138300403,1.1194596138300403,0.00020250288135009322,10.720188547877479,0.2799003836504054,0.0006287280816444569,0.0007475104513112175,0.0008009604622444185,65,66.8451156616211,17.7342472076416,3479.503597386585,2405.4571887151933,0.44405651559865444,0.06927440315485
7,7,2.220446e-16,0.01837316,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_181230.png,11972363000.0,0.2907572983234548,3.905585,76.09926,20052558.0,0.25052044,galface_181230.png,RefL0025N0376galface_181230.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_181230.png,0.303198796289325,0.6184046873413097,1.7395006454497763,1.9999999999999993,0.010000018831151931,2.955485287772503,9.480666168447394e-05,9.480666168447394e-05,8.016392356275008e-05,165.70337360622045,673793529593.8187,0.10232826915946616,0.0,0.0,19,62.72565460205078,19.018342971801758,5229.420273179302,3233.898009011753,0.5465156798825606,0.07429040223360062
8,8,2.220446e-16,0.019995367,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_9478.png,12261976000.0,0.8297089266009818,5.872282,67.78696,9060933.0,0.75716424,galface_9478.png,RefL0025N0376galface_9478.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_9478.png,0.3437339952043647,0.5945892875487555,1.5108559998032476,1.9999999999999998,0.01000000000001682,3.761464897835124,0.00432496419661574,0.00432496419661574,0.00011852683405789042,138.09354640220926,96291172234635.61,0.22697813390295757,0.0,0.0,14,63.02047348022461,21.66227912902832,5512.917810030198,3277.9218729807008,0.5168422766943633,0.08461827784776688
9,9,2.220446e-16,0.019912533,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_192220.png,12462745000.0,0.5723423335672089,6.1181790000000005,69.36293,7412663.5,0.38035363,galface_192220.png,RefL0025N0376galface_192220.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_192220.png,0.22707714169867474,0.4433460063489875,1.3177748321866685,1.2378117289669428,0.7718212851256674,1.3283958600839567,0.24582450004767778,0.24582450004767778,5.2060026840334486e-05,2.403173948496376,725.8768569008952,0.001221473759783469,0.07011663959302471,0.0,35,73.59117889404297,16.710874557495117,6350.563157351077,2815.496813878617,0.3744936422100757,0.0652768537402153
10,10,2.220446e-16,0.017573543,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_157923.png,12795826000.0,0.6298904083253796,7.242596000000001,73.76589,9080688.0,0.7683538000000001,galface_157923.png,RefL0025N0376galface_157923.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_157923.png,0.19780336116410815,0.44782308326173653,1.114520263012196,0.8217819197401207,0.7081546784305811,0.7837273352117271,0.8482460125696926,0.8482460125696926,8.569232842452922e-05,1.3362774320715756,0.20593716575033086,0.00035415032502953314,0.0006145267244573993,0.0014398499936632355,72,79.3813247680664,15.701892852783203,5974.756590149662,2675.633917939201,0.3153047568782529,0.06133551895618439
11,11,2.220446e-16,0.020102777,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_143585.png,12846426000.0,0.38616940196810257,4.812368,85.02892,22932232.0,0.45494774,galface_143585.png,RefL0025N0376galface_143585.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_143585.png,0.21510365556853583,0.5218619986914752,1.5809566524293506,1.5481413300003921,0.2891892700356284,1.7222963864782617,0.0043331540479643,0.0043331540479643,0.00011178998392642038,4.431406452674553,84603.2649783241,0.003366576631937559,0.0,0.0,52,78.369140625,16.85748863220215,4898.195353248761,2556.182017027695,0.43648134291992574,0.06584956496953964
12,12,2.220446e-16,0.021888368,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_187736.png,13025187000.0,0.7004165992328006,4.8460593,82.0364,10958749.0,0.831924,galface_187736.png,RefL0025N0376galface_187736.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_187736.png,0.30021794261294454,0.5413928578039057,1.4352290332100734,1.9999999996895896,0.010000000000000002,2.6780657922256226,0.00012535463824680376,0.00012535463824680376,0.00011708784995860794,106.40695431115233,2.095185199452313e+16,0.10417937738993531,0.0,0.0,15,60.76242446899414,18.24197006225586,5759.856513146513,3118.3451781928297,0.48650832831563146,0.07125769555568695
13,13,2.220446e-16,0.018534488999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_179975.png,13233932000.0,0.5561015914898774,7.3181963,72.71934,9055057.0,0.84353065,galface_179975.png,RefL0025N0376galface_179975.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_179975.png,0.1777110916909667,0.38315546545162876,0.9695967423563642,0.7372085052235322,0.45659711887048116,0.7031201151893034,0.4718041897010455,0.4718041897010455,2.7432663172566877e-05,0.6574820723075641,0.2831209159825795,0.00027191183832236287,0.0002059343420771254,1.7070709264737525,96,82.7799301147461,14.710911750793457,5810.997070029721,2226.5152871052887,0.2743776250068038,0.05746449902653694
14,14,2.220446e-16,0.023215327,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_768.png,13275284000.0,0.6941880943073688,4.1977519999999995,71.00776,7466271.0,0.24049675,galface_768.png,RefL0025N0376galface_768.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_768.png,0.31794965101437567,0.604369406943787,1.9793201741302817,1.9999999999999996,0.11792898261704225,2.8042888372943677,0.009431213217715175,0.009431213217715175,0.0003248171956839522,94.22342251942688,8740.28800468286,0.02233921334226231,44315863491960.59,0.0,0,57.194942474365234,18.18511199951172,4232.938885856825,2558.258764074584,0.5231563747376214,0.07103559374809265
15,15,2.220446e-16,0.01803281,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_179177.png,13600902000.0,0.704086354515729,6.716512,72.31151,9059774.0,1.0047884,galface_179177.png,RefL0025N0376galface_179177.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_179177.png,0.2076231996253159,0.4272835882079494,1.276444481377257,1.2290185608203326,1.2937878404039265,1.1815176022753668,2.577648466752259,2.577648466752259,6.495654373355431e-05,3.0773029864198844,53.74775045114846,0.000895755045578471,0.04976902781822167,0.0034498526672501577,92,72.60347747802734,15.074166297912598,6036.7867315744625,2579.4198959132755,0.33750002347870206,0.058883462101221085
16,16,2.220446e-16,0.01499101,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_144589.png,13710615000.0,0.01195921198581773,3.5942585,76.82295,31457564.0,0.11222386,galface_144589.png,RefL0025N0376galface_144589.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_144589.png,0.3293394719112771,0.7113770335048707,2.2166894587985415,1.9999999999999998,0.8589135860341313,1.8516838021475788,1.0297096369511085,1.0297096369511085,0.0003040659842969259,147.21204712405316,1.0501729392401513,0.004874168374105749,0.002691087798369986,0.001138674087423053,4,55.823482513427734,18.384876251220703,3657.91286449391,2602.155202362982,0.5684426467868543,0.07181592285633087
