,Unnamed: 0,z,Z,face,mass,DiscToTotal,HalfMassRadius,VelDisp,BHmass,SFR,name1,filename,image,btdradius,btdintensity,n_total,n_disca,n_bulgea,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disca_error,n_bulgea_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius
17,17,2.220446e-16,0.01716471,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_156004.png,13909385000.0,0.5979876141867881,4.591236599999999,82.982574,7316509.5,1.7713743000000002,galface_156004.png,RefL0025N0376galface_156004.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_156004.png,0.3162234287070133,0.5397858678972096,1.7257019367028934,1.9999999999999998,0.010000000000000002,6.1715310343995275,0.004990428709903445,0.004990428709903445,0.00012346136106499044,417.20550192903295,764618236442449.1,1.049777553758587,0.0,0.0,19,57.009864807128906,18.027854919433594,6141.2890227318785,3314.981025142933,0.46707597675050266,0.07042130827903748
18,18,2.220446e-16,0.020279434,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_139052.png,13933475000.0,0.6900021970765637,6.609733599999999,78.485405,5423858.5,1.0408285,galface_139052.png,RefL0025N0376galface_139052.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_139052.png,0.1977060520243831,0.4637105870306934,1.1543356717570492,0.8484947957424002,0.6111976170919033,0.8140207021878676,0.6519266552716905,0.6519266552716905,3.6918113977757064e-05,1.8306408649638841,0.1360665450313884,0.0005018674483068965,0.00018779701355447752,0.0003380951310127489,100,81.44081115722656,16.101341247558594,6392.866257847209,2964.4397652350417,0.3260306427547059,0.06289586424827576
19,19,2.220446e-16,0.016447913,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_170171.png,14415446000.0,0.3217721485183057,11.590707,82.50755,12706765.0,1.8316580000000002,galface_170171.png,RefL0025N0376galface_170171.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_170171.png,0.2011233726344657,0.37615880454027606,1.076390862235127,0.9205098833597325,0.8351896205575549,0.8839331139067228,0.8291848943658616,0.8291848943658616,0.00021796867865484315,3.111898285603817,1.8891191101825435,0.0006142017694850025,0.003937727910307437,0.01871388184154125,101,72.32056427001953,14.545355796813965,6378.905581027719,2399.4814976346815,0.2796945093851289,0.05681779608130455
20,20,2.220446e-16,0.020579463,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_184052.png,15126923000.0,0.5241497656354344,5.063676,81.78278,13473963.0,0.1349296,galface_184052.png,RefL0025N0376galface_184052.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_184052.png,0.2635176814583355,0.5156855715855653,1.389175639227036,1.149448075811648,0.7145769484198241,1.0839911645391596,0.8045065795724453,0.8045065795724453,4.1885271164819016e-05,3.506873884381287,0.18924484125683727,0.0006030712900564302,0.0003382866513464176,0.0003048360142119518,14,71.52528381347656,18.848176956176758,5949.107447431913,3067.868874452869,0.4227644447988727,0.07362569123506546
21,21,2.220446e-16,0.019386333999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_162673.png,15463316000.0,0.5476660034083922,6.689139999999999,88.73371,14625258.0,0.44633505,galface_162673.png,RefL0025N0376galface_162673.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_162673.png,0.23555898151980126,0.5035887808372489,1.3733732917088604,1.3472502018978063,0.3374265641851839,1.266110341417758,0.8302167189562378,0.8302167189562378,5.3340238455928554e-05,4.8089784401692315,48.17802875356467,0.0009717521268853004,0.0026860068723717065,0.0017173008330249916,34,72.44956970214844,17.066146850585938,5680.191730271752,2860.4808283693746,0.3714903249086101,0.06666463613510132
22,22,2.220446e-16,0.016581453,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_165013.png,15847756000.0,0.6730531327281546,6.5955606,75.119606,7326244.0,1.5276983,galface_165013.png,RefL0025N0376galface_165013.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_165013.png,0.29050088022222625,0.5825714800198325,1.4374618452927082,1.0591130003186737,0.8255870691160838,0.9781438826555716,0.8504046287459321,0.8504046287459321,0.00019238917589560112,13.153876430159839,0.44501351649741355,0.0014520282168831889,0.0007432252341641772,0.0007778984316605182,39,74.0904541015625,21.52334213256836,5879.94967807857,3425.4909864003703,0.47202148787600995,0.08407555520534515
23,23,2.220446e-16,0.021047466,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_139750.png,16141426000.0,0.5950254768139691,3.4326067000000005,84.58046,26281132.0,0.29159209999999997,galface_139750.png,RefL0025N0376galface_139750.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_139750.png,0.4028746808328023,0.7126846331480449,2.036831586955408,1.9999999999999876,0.09997486181563627,2.16758484520504,0.026214043319804446,0.026214043319804446,0.0001199653383933064,621.429086001957,1.4299401680297572,0.015301545781957865,0.10883373977425231,0.0,1,50.31208801269531,20.269466400146484,4547.61276572972,3241.013735643451,0.5928974866276299,0.0791776031255722
24,24,2.220446e-16,0.016859593,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_160979.png,17020671000.0,0.4230105988538836,5.4530487,82.82226,26566928.0,0.57811743,galface_160979.png,RefL0025N0376galface_160979.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_160979.png,0.26751788207926713,0.5396144157125214,1.4545347858447173,1.463487180515299,0.13539080982088086,1.4896927998943559,0.017033051309265156,0.017033051309265156,3.454333423868794e-05,16.245931265381905,3.656462705914731,0.003382834275040902,0.00045842955182127015,0.0,45,71.80631256103516,19.20947265625,6019.989337168914,3248.4730287720126,0.4494373984159461,0.07503700256347656
25,25,2.220446e-16,0.02132008,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_171567.png,17053412000.0,0.4652145366486536,4.333643,78.57779000000001,16314926.0,1.0800838,galface_171567.png,RefL0025N0376galface_171567.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_171567.png,0.1802750290332709,0.6232917942338714,1.476423725531191,1.210792899272539,0.9982058279146677,1.1552599197553133,0.7844993651220072,0.7844993651220072,0.00015439509484000693,2.7037761912694873,0.545579036399111,0.0011289916245710292,0.0016636478021219304,0.001988177116023595,96,90.75801849365234,16.361404418945312,4104.304734380533,2558.179461974615,0.40526447364444246,0.06391173601150513
26,26,2.220446e-16,0.02138003,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_166338.png,18069000000.0,0.3277459022387782,5.411706400000001,83.17407,17793444.0,0.98733777,galface_166338.png,RefL0025N0376galface_166338.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_166338.png,0.15558670888800094,0.40948302343345305,1.1080280921270507,0.7901982513912442,0.6127366494203782,0.7567275010842484,0.6525757512092994,0.6525757512092994,4.4471369862125995e-05,0.32687059103945826,0.09768145019458949,0.0003270769080216983,0.00025986044169694334,0.0009862595963239802,124,98.73206329345703,15.361396789550781,6471.774673845183,2650.0818604261754,0.319149366054832,0.06000545620918274
27,27,2.220446e-16,0.021450722999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_163823.png,18949757000.0,0.6022039956286631,5.248405,82.71477,7240157.5,1.0066832000000001,galface_163823.png,RefL0025N0376galface_163823.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_163823.png,0.24289358906337605,0.4833554165642404,1.2783176363633189,1.0347324479303863,0.7943425907261861,0.9838763965077348,0.8104366750233862,0.8104366750233862,0.00012154814065385339,6.171419604288004,0.6831365082234198,0.0007225937558508292,0.001098250506778652,0.0011869153041272956,88,70.4749526977539,17.1179141998291,6123.377932962927,2959.767891567573,0.35970404056828803,0.06686685234308243
28,28,2.220446e-16,0.018497396,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_148609.png,19694758000.0,0.4543715147656506,6.706572,87.31595,31358814.0,1.1193315000000001,galface_148609.png,RefL0025N0376galface_148609.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_148609.png,0.2076048943637491,0.4414786347658158,1.1646397647844613,0.789286358708586,0.5780684321658631,0.7545046238463072,0.6159907826327707,0.6159907826327707,4.241052776847799e-05,1.3668542181787262,0.05835028058702167,0.000364454605632992,0.00019810653072127861,0.0005442207068222232,112,80.98466491699219,16.81281280517578,6327.411779791136,2793.417114143331,0.33269218684135116,0.0656750500202179
29,29,2.220446e-16,0.02242456,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_1.png,19933820000.0,0.6126396541619898,4.5218496,92.23753,18570674.0,0.14564505,galface_1.png,RefL0025N0376galface_1.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_1.png,0.29346555625692927,0.5675817997230962,1.4882125640442485,1.649055450920118,1.401147757437985,1.8105818257820796,0.008597221719100061,0.008597221719100061,0.00026720199831663016,7.238983508946346,1.8650156466732557e+22,0.006132881955607777,772218020500232.1,0.0,2,62.16051483154297,18.24197006225586,4562.251239362784,2589.450769226455,0.5216170924664709,0.07125769555568695
30,30,2.220446e-16,0.023013473,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_133311.png,21125350000.0,0.5121473450080011,3.5357233999999997,86.60414,12741778.0,0.4085791,galface_133311.png,RefL0025N0376galface_133311.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_133311.png,0.35720126979757616,0.6633532323799038,2.2078136782548134,1.9999999999999998,0.15835370246100572,3.9022858188302414,0.008925889201590756,0.008925889201590756,0.0007061819933204324,255.22626213548224,35381.41453557646,0.10543606816556372,140104691287744.22,0.0,9,53.6582145690918,19.16678237915039,3639.769329929558,2414.452750126009,0.5637155172423175,0.07487024366855621
31,31,2.220446e-16,0.02393907,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_172979.png,22875124000.0,0.7496573896708565,4.739823,84.973885,21155784.0,0.7410171,galface_172979.png,RefL0025N0376galface_172979.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_172979.png,0.30248010281688026,0.5356208426783166,1.5107592131704224,1.9999999999999971,0.010000000000000002,2.8172810120127183,0.007794779851938312,0.007794779851938312,8.134267156506068e-05,38.833768723137915,6162419607206070.0,0.039199879568703626,0.0,0.0,38,62.749629974365234,18.980514526367188,5858.175518798341,3137.760907936252,0.47599136539448694,0.07414263486862183
32,32,2.220446e-16,0.022434456000000002,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_152519.png,25424822000.0,0.5939850414093486,5.073614599999999,92.79968000000001,31792168.0,1.5444919,galface_152519.png,RefL0025N0376galface_152519.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_152519.png,0.3131868557922697,0.5187685935435836,1.51546053203004,1.9999999999999998,0.010000000000000002,3.381506866483118,0.007863221718790921,0.007863221718790921,9.069268503529268e-05,74.91081335939937,687291621316526.0,0.046140297134028334,0.0,0.0,40,61.00215148925781,19.105072021484375,6142.11781213475,3186.3378187801372,0.44214439996600075,0.07462918758392334
33,33,2.220446e-16,0.016169963,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0025N0376_Subhalo/galface_316909.png,28941367000.0,-0.0012055489056799207,5.7924914,100.76189000000001,63911780.0,1.0240356,galface_316909.png,RefL0025N0376galface_316909.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0025N0376/RefL0025N0376galface_316909.png,0.2519006971852698,0.5740945693651283,1.6883494030165143,1.7305834799533677,0.010000000000000002,1.8612864670385698,0.00013432420318455762,0.00013432420318455762,0.0001477078601577567,48.18586171282449,5.507788717889666e+16,0.02419462171900874,0.0,0.0,56,80.99344635009766,20.402305603027344,4811.678803805117,2762.3586707938143,0.48315346611489884,0.07969650626182556
