,DescGalaxyID,DMHalfMassRad,DMMass100AP,M500DM,R500DM,M200DMmean,R200DMmean
2589,1465711,33.101814,243607420000.0,196996610000.0,43.307117,290429140000.0,66.253494
2590,1465712,31.034395,184574280000.0,117478300000.0,34.090267,212434940000.0,55.722202
2591,1465713,23.40249,136661380000.0,99190620000.0,30.107409,140227610000.0,45.538998
2592,1467235,79.24392,421472730000.0,543296260000.0,126.71971,894215200000.0,187.77446
2593,1467236,78.724464,407124050000.0,508405150000.0,119.988525,822291000000.0,179.36342
2594,1467237,68.63782,435957140000.0,555545130000.0,120.10843,799704300000.0,176.17075
2595,1467238,67.65853,419553100000.0,537972340000.0,115.0492,780901400000.0,169.4072
2596,1467239,64.19159,403973200000.0,467486150000.0,105.88587,715498300000.0,158.06473
2597,1467240,54.809093,391107870000.0,426221470000.0,97.2531,629405300000.0,144.6361
2598,1467241,51.934093,384757630000.0,392856760000.0,90.4775,582306700000.0,134.95685
2599,1467242,49.53576,378155240000.0,375539920000.0,84.90483,553613800000.0,126.9027
2600,1467243,45.52562,373530720000.0,362602000000.0,79.68047,526121070000.0,118.93377
2601,1467244,42.401066,364233200000.0,341827900000.0,73.963356,496238030000.0,110.9999
2602,1467245,35.950417,340402770000.0,323361700000.0,65.89107,433726260000.0,97.11951
2603,1467246,33.750633,280884870000.0,247751770000.0,55.548813,367903440000.0,84.653366
2604,1467247,28.874191,246564420000.0,210053450000.0,48.28929,293954450000.0,72.499115
2605,1467248,28.713783,232593870000.0,185385620000.0,42.438194,268171200000.0,64.634125
2606,1467249,28.465738,226427800000.0,166239350000.0,38.27428,258877240000.0,59.67843
2607,1467250,26.626122,223257530000.0,162787280000.0,35.513233,243994570000.0,54.745667
2608,1468208,79.8202,411758300000.0,524235370000.0,125.22082,914296860000.0,184.12053
2609,1468209,81.59009,391088470000.0,481978100000.0,117.8743,887891100000.0,176.9761
2610,1468210,77.0841,400017620000.0,493593400000.0,115.46762,846488200000.0,172.41447
2611,1468211,72.03128,404196160000.0,496027660000.0,111.978485,829360600000.0,171.54575
2612,1468212,70.84632,388548360000.0,453032400000.0,104.782555,798270750000.0,163.1216
2613,1468213,61.905865,406464800000.0,468597570000.0,100.374435,691525900000.0,148.51526
2614,1468214,52.9382,377932320000.0,404707770000.0,91.37771,623914400000.0,137.71977
2615,1468215,54.852547,316388100000.0,296729180000.0,78.49566,506477120000.0,121.53054
2616,1468216,52.0002,298112970000.0,262774900000.0,71.56996,421391070000.0,110.11524
2617,1468217,43.131474,282571830000.0,256192540000.0,67.18492,391660140000.0,102.54259
2618,1468218,36.687813,248096240000.0,227072250000.0,58.568115,325823000000.0,88.1509
2619,1468219,33.319214,208870080000.0,172600360000.0,49.245407,280497260000.0,77.51906
2620,1468220,32.65978,199902150000.0,155222110000.0,43.65619,258653360000.0,69.46234
2621,1468221,21.309502,155207990000.0,143631800000.0,38.97738,189788420000.0,57.598232
2622,1468222,25.173935,115884880000.0,83027240000.0,30.366808,147166330000.0,49.27444
2623,1468223,18.073303,79189130000.0,58579177000.0,25.260649,80144060000.0,37.82194
2624,1469366,81.73024,412960520000.0,511025300000.0,124.16077,903766150000.0,186.44539
2625,1469367,79.10241,418273400000.0,522605400000.0,121.09722,869896000000.0,181.13838
2626,1469368,74.000465,426737140000.0,521138860000.0,117.576965,852889300000.0,174.06732
2627,1469369,74.05303,408636520000.0,478393000000.0,110.63338,826622400000.0,167.51138
2628,1469370,69.267876,406387260000.0,462528700000.0,105.50987,804635900000.0,158.70842
2629,1469371,70.992424,397050940000.0,432639300000.0,97.7396,762017150000.0,148.71185
2630,1469372,61.613235,415626630000.0,446060600000.0,94.393036,749303000000.0,144.14227
2631,1469373,57.732006,408462000000.0,441478450000.0,89.60931,711709950000.0,136.38321
2632,1469374,59.763897,392552400000.0,372072900000.0,80.369156,649030500000.0,126.711235
2633,1469375,43.13467,384214660000.0,397171160000.0,77.757256,556249200000.0,115.05955
2634,1469376,41.21376,294399770000.0,286759320000.0,63.305138,388317000000.0,93.34432
2635,1469377,38.128605,275164800000.0,226973070000.0,53.950584,330601860000.0,81.36235
2636,1469378,35.658714,285519120000.0,215665070000.0,48.71474,323242160000.0,74.84825
2637,1469379,32.73354,272837980000.0,224322880000.0,45.2209,320858700000.0,68.62699
2638,1469380,27.409763,244518780000.0,223176590000.0,42.22367,298594930000.0,62.882156
2639,1469381,27.458897,187725190000.0,126763420000.0,32.673267,223383060000.0,53.140156
2640,1470434,73.45642,451546780000.0,589343700000.0,130.20897,868307570000.0,190.053
2641,1470435,67.02279,458769560000.0,585971200000.0,125.803055,833107200000.0,182.64159
2642,1470436,64.96167,459923300000.0,566992440000.0,120.931015,819372500000.0,175.97212
2643,1470437,62.514236,446408400000.0,533790030000.0,114.754105,804593400000.0,168.33582
2644,1470438,64.97135,440853100000.0,510761800000.0,109.059265,795173800000.0,161.63731
2645,1470439,59.71848,445051100000.0,497467900000.0,102.39612,782475700000.0,153.55287
2646,1470440,69.62821,435579030000.0,505270240000.0,98.39671,789096300000.0,149.66112
2647,1470441,54.497543,495727080000.0,572720740000.0,97.72962,772729340000.0,143.18646
2648,1470442,54.75285,423363280000.0,410061400000.0,83.01496,710869300000.0,131.63329
2649,1470443,45.42193,357611470000.0,333678250000.0,73.36996,496910100000.0,110.18934
2650,1470444,38.048122,336825300000.0,291397600000.0,63.64373,418400440000.0,95.43569
2651,1470445,38.163425,341129920000.0,268222380000.0,57.037365,405970420000.0,87.55263
2652,1470446,34.714188,295737700000.0,294918420000.0,54.07145,382608050000.0,79.450134
2653,1470447,32.083984,214386560000.0,156784120000.0,40.13244,302637420000.0,67.128456
2654,1470448,24.193148,162605300000.0,134181450000.0,35.635895,186249740000.0,53.56187
2655,1470449,21.52895,129700320000.0,102902096000.0,30.479803,160095940000.0,47.38594
2656,1474323,60.315987,473273400000.0,590789200000.0,130.31583,888571360000.0,188.34583
2657,1474324,58.500813,471770630000.0,566556600000.0,124.39856,827031900000.0,179.73341
2658,1474325,56.285168,471508880000.0,561327500000.0,120.526596,803567900000.0,174.2391
2659,1474326,56.76902,470122500000.0,553463450000.0,116.142235,798346640000.0,169.1422
2660,1474327,54.731422,477519840000.0,556510000000.0,112.220215,800162250000.0,164.49013
2661,1474328,51.018696,483394980000.0,557108400000.0,106.33615,777487700000.0,155.60356
2662,1474329,49.46538,474184700000.0,521987200000.0,99.47012,756107600000.0,146.78156
2663,1474330,46.928093,474465860000.0,511312560000.0,94.10262,704633960000.0,137.43422
2664,1474331,44.30182,474417430000.0,493917830000.0,88.32975,679337300000.0,129.47694
2665,1474332,43.004738,471402250000.0,481569930000.0,82.91416,665159000000.0,122.44831
2666,1474333,38.220848,451905500000.0,475285950000.0,74.91625,630528700000.0,110.16017
2667,1474334,35.529053,413076800000.0,409051630000.0,65.65512,542946000000.0,96.66552
2668,1474335,33.766415,397186660000.0,375674140000.0,58.616447,517122650000.0,87.59673
2669,1474336,32.111874,383846300000.0,352260550000.0,52.56466,498956300000.0,79.41012
2670,1474337,36.370815,386939000000.0,313515670000.0,47.28454,491500000000.0,73.928345
2671,1474338,39.203033,337407000000.0,253569190000.0,41.16669,467420350000.0,67.91105
2672,1475380,80.00516,440833740000.0,560415500000.0,128.03986,936945250000.0,189.80455
2673,1475381,74.46223,438477850000.0,538652340000.0,122.323296,909521600000.0,183.45839
2674,1475382,72.74565,431768860000.0,509787540000.0,116.71955,880337600000.0,173.677
2675,1475383,66.84915,427154050000.0,494790300000.0,111.888794,795469350000.0,166.51192
2676,1475384,61.162663,435055500000.0,499624280000.0,108.25856,757789100000.0,159.83043
2677,1475385,60.955452,435831100000.0,474527730000.0,100.79854,749627200000.0,152.02765
2678,1475386,59.3207,438613570000.0,474848850000.0,96.38101,738503360000.0,145.49663
2679,1475387,58.54961,445458300000.0,452849170000.0,90.37315,706137200000.0,137.37067
2680,1475388,44.06873,451604970000.0,483535100000.0,87.70519,631747250000.0,127.441345
2681,1475389,46.148678,373268970000.0,363486480000.0,75.49494,551140300000.0,114.83395
2682,1475390,36.6454,312868830000.0,300663800000.0,64.31208,391638700000.0,94.05406
2683,1475391,34.18714,293827770000.0,255998280000.0,56.160404,367849100000.0,84.97779
2684,1475392,35.539486,286953960000.0,222586210000.0,49.22969,338381770000.0,75.87702
2685,1475393,33.790245,288815400000.0,212710570000.0,44.428696,339414250000.0,69.88243
2686,1475394,30.973473,270850500000.0,233538540000.0,42.864704,331008640000.0,65.09402
2687,1475395,23.842691,232845920000.0,220325170000.0,39.28405,292115800000.0,58.358204
2688,1476391,63.514946,444033140000.0,538515280000.0,126.34678,838940900000.0,183.45786
2689,1476392,61.13035,444285160000.0,554349950000.0,123.49806,848976600000.0,181.346
2690,1476393,58.73297,443751960000.0,528446620000.0,118.12143,768549650000.0,170.88684
2691,1476394,55.712807,446078750000.0,510345180000.0,113.04674,741216550000.0,164.0722
2692,1476395,54.067776,438099740000.0,494076800000.0,107.85541,725965730000.0,158.51897
2693,1476396,50.36707,437993080000.0,479272600000.0,101.13335,682851500000.0,148.41293
2694,1476397,47.094482,431109600000.0,459518440000.0,95.33276,644812600000.0,140.08974
2695,1476398,47.602528,418069800000.0,427488480000.0,88.65293,613080240000.0,132.06767
2696,1476399,44.74975,418612700000.0,414041000000.0,83.28428,573701300000.0,122.29823
2697,1476400,43.807438,422354980000.0,402790970000.0,78.122826,551116730000.0,115.55805
2698,1476401,41.094723,389634200000.0,362134270000.0,68.425644,501703340000.0,101.74555
2699,1476402,44.423573,380084620000.0,306250600000.0,59.615955,470646100000.0,91.73549
2700,1476403,45.089405,406755670000.0,316572570000.0,55.364693,506096800000.0,86.82685
2701,1476404,31.313528,380579020000.0,356124980000.0,52.756073,470324280000.0,78.11068
2702,1476405,33.62349,247262460000.0,158526130000.0,37.67283,353808740000.0,65.711395
2703,1476406,27.622375,181151920000.0,147785370000.0,34.386555,218534890000.0,52.921104
2704,1477184,82.164116,386948700000.0,476498530000.0,121.29985,819426160000.0,180.43976
2705,1477185,71.46704,403488440000.0,488192180000.0,118.37646,747733100000.0,173.49908
2706,1477186,68.87757,400386000000.0,472657950000.0,113.815506,722307500000.0,168.58607
2707,1477187,65.10927,391951320000.0,450410280000.0,108.437485,689434800000.0,160.51637
2708,1477188,65.64752,382411400000.0,417928940000.0,102.00154,651250100000.0,151.166
2709,1477189,62.636173,385009680000.0,405215380000.0,95.62923,641100600000.0,143.66338
2710,1477190,64.09325,382537430000.0,388488270000.0,90.14414,641781100000.0,137.86751
2711,1477191,63.167633,387763080000.0,388537100000.0,85.874855,626458760000.0,131.61642
2712,1477192,53.567722,397458100000.0,406538400000.0,82.77657,587321440000.0,123.7389
2713,1477193,51.051178,348633860000.0,318107800000.0,72.21364,501428550000.0,111.61065
2714,1477194,41.65455,241707190000.0,190847470000.0,55.27268,300278000000.0,84.666214
2715,1477195,36.186623,211196890000.0,159282050000.0,47.94338,240553250000.0,73.25159
2716,1477196,30.42899,191360810000.0,154921420000.0,43.62931,225478510000.0,66.26261
2717,1477197,25.53764,167452840000.0,130968715000.0,37.79606,188528000000.0,57.402122
2718,1477198,27.778553,141547670000.0,90776980000.0,31.282675,168953320000.0,51.623665
2719,1477199,22.884418,125599330000.0,104156630000.0,30.602087,147011490000.0,46.300014
2720,1479010,84.12563,365076640000.0,456919780000.0,119.61731,874936500000.0,182.1106
2721,1479011,79.73929,379124800000.0,521065070000.0,120.97851,860360930000.0,180.66582
2722,1479012,74.46463,382159360000.0,496201600000.0,115.67048,849013900000.0,176.61465
2723,1479013,71.53241,360675100000.0,433727300000.0,107.08056,876252400000.0,162.10626
2724,1479014,68.2183,343989940000.0,410799700000.0,101.42072,752402560000.0,155.8275
2725,1479015,59.317368,355575530000.0,389700980000.0,94.39255,616067560000.0,142.95354
2726,1479016,54.155964,353481360000.0,390213700000.0,90.27463,597517600000.0,134.94568
2727,1479017,54.626465,326887870000.0,310320920000.0,79.67415,561523200000.0,124.5861
2728,1479018,46.046227,328090060000.0,326820500000.0,76.96821,487042600000.0,115.993515
2729,1479019,43.275646,304608670000.0,296801800000.0,70.56161,457001530000.0,107.41794
2730,1479020,38.867165,265537620000.0,237618430000.0,59.462353,364230080000.0,91.08977
2731,1479021,33.38664,237131140000.0,213219310000.0,52.838276,313573080000.0,80.44396
2732,1479022,36.0103,218759020000.0,163661970000.0,44.435146,282540970000.0,71.39803
2733,1479023,25.728348,175354310000.0,175694100000.0,41.685406,230872760000.0,61.564045
2734,1479024,26.506508,120868140000.0,79885270000.0,29.979269,177205760000.0,52.272587
2735,1479025,21.020605,94962975000.0,69276760000.0,26.711899,105482800000.0,41.376663
2736,1479889,75.54882,437644070000.0,566133500000.0,128.47543,903460800000.0,188.86378
2737,1479890,70.93929,452506600000.0,570266350000.0,124.67155,886522800000.0,183.57426
2738,1479891,70.08396,446359930000.0,541835500000.0,119.11257,853856700000.0,174.5311
2739,1479892,71.35104,429403300000.0,509240300000.0,112.9644,820226000000.0,169.64505
2740,1479893,57.648483,459041050000.0,574414850000.0,113.413414,767295900000.0,164.58673
2741,1479894,52.432976,399416500000.0,427755440000.0,97.37196,651143740000.0,146.45558
2742,1479895,48.518917,367965800000.0,368613820000.0,88.5801,516862770000.0,129.87671
2743,1479896,41.75857,364330120000.0,362336060000.0,83.899666,477232860000.0,122.09601
2744,1479897,37.23638,359880100000.0,363888480000.0,79.778244,464583800000.0,115.32106
2745,1479898,34.719913,338696440000.0,338919500000.0,73.75442,444743650000.0,107.34644
2746,1479899,34.59153,319597180000.0,297575580000.0,64.089165,395494030000.0,94.384865
2747,1479900,33.44024,322399080000.0,296716530000.0,58.992496,396464230000.0,87.34855
2748,1479901,28.974136,297715470000.0,267385860000.0,52.335327,367058400000.0,78.34326
2749,1479902,28.527441,245119860000.0,195414130000.0,43.1913,283199900000.0,65.73903
2750,1479903,25.151474,228832170000.0,185499780000.0,39.698395,269603520000.0,60.707012
2751,1479904,22.401134,200522630000.0,184391960000.0,37.01968,245589660000.0,54.93315
2752,1480774,76.611435,415326080000.0,522367000000.0,125.0774,852455650000.0,183.73254
2753,1480775,71.75525,418050380000.0,513351350000.0,120.37662,827434800000.0,178.15157
2754,1480776,70.54391,423217860000.0,515825240000.0,117.17906,815751800000.0,173.50153
2755,1480777,67.97536,423722000000.0,507469100000.0,112.83211,809276500000.0,167.16246
2756,1480778,65.70442,429471170000.0,508376320000.0,108.88845,781711900000.0,162.16974
2757,1480779,56.149807,433533400000.0,495112700000.0,102.23662,712872300000.0,149.81863
2758,1480780,57.120243,403129700000.0,421036100000.0,92.59079,648609800000.0,138.29265
2759,1480781,48.831852,396798850000.0,409549400000.0,87.39559,581892400000.0,128.97803
2760,1480782,48.726017,375178920000.0,379496630000.0,80.90038,549895340000.0,120.47534
2761,1480783,45.32955,348769600000.0,331757750000.0,73.23087,491213780000.0,110.356094
2762,1480784,46.59726,346976030000.0,298964500000.0,64.19113,474431030000.0,99.392395
2763,1480785,35.83926,315670700000.0,301631800000.0,59.313625,434371260000.0,89.81212
2764,1480786,34.563267,268484920000.0,215627530000.0,48.712692,332875430000.0,74.81696
2765,1480787,30.487207,235958040000.0,188615820000.0,42.68277,270498700000.0,64.75099
2766,1480788,26.871355,225497090000.0,180900610000.0,39.368324,262435080000.0,60.069866
2767,1480789,25.72359,219815770000.0,177414060000.0,36.54655,264037420000.0,56.31668
2768,1482517,73.802574,441279700000.0,548602220000.0,127.13529,859163660000.0,186.0286
2769,1482518,70.47549,426378430000.0,517301400000.0,120.68605,802848100000.0,176.58173
2770,1482519,68.16047,425108370000.0,497794000000.0,115.792946,775375950000.0,169.96933
2771,1482521,61.039474,451808560000.0,525358900000.0,110.08918,756479360000.0,161.33496
2772,1482522,57.56098,444304600000.0,498446630000.0,102.462585,717383900000.0,151.20949
2773,1482523,54.90628,430372800000.0,449186330000.0,94.61111,654208140000.0,140.50572
2774,1482524,50.200413,423169360000.0,430426320000.0,88.85513,618869600000.0,131.26595
2775,1482525,52.46358,424953280000.0,412077600000.0,83.153336,601487400000.0,124.35685
2776,1482526,56.177074,428249580000.0,399219500000.0,77.89279,601791140000.0,118.477974
2777,1482527,44.10749,345773800000.0,325056900000.0,66.006485,500738600000.0,101.78109
2778,1482528,37.8276,278655000000.0,227802200000.0,54.017418,326353060000.0,81.61293
2779,1482529,35.60498,283395900000.0,227743270000.0,49.610195,339295730000.0,76.167114
2780,1482530,26.250402,252429930000.0,227120480000.0,45.40928,300820730000.0,67.28252
2781,1482531,28.712023,192233370000.0,129148810000.0,35.185135,216286090000.0,55.805286
2782,1482532,20.972073,162615020000.0,139689660000.0,33.746635,190349180000.0,50.61133
2783,1483658,69.197426,468047760000.0,588561450000.0,130.14642,881698870000.0,187.59123
2784,1483659,72.57041,456607600000.0,570832850000.0,124.71524,880178000000.0,181.01013
2785,1483660,74.85215,458924720000.0,564362940000.0,120.74053,905316300000.0,179.97913
2786,1483661,76.525696,490947400000.0,640453700000.0,121.9333,916568740000.0,180.65594
2787,1483662,49.43464,565618700000.0,698093900000.0,121.02598,876501470000.0,172.36021
2788,1483663,57.72785,376322950000.0,396813430000.0,94.961914,599278700000.0,139.68088
2789,1483664,44.22044,370690060000.0,379356550000.0,89.43256,511634150000.0,129.81122
2790,1483665,41.934704,360326070000.0,366625950000.0,84.2291,491212370000.0,122.09792
2791,1483666,42.23585,349041070000.0,344011470000.0,78.29507,492784220000.0,116.518425
2792,1483667,43.610645,367529500000.0,347275200000.0,74.355484,501372550000.0,111.49138
2793,1483668,37.201103,343049500000.0,374695920000.0,69.21109,473143700000.0,100.28115
2794,1483669,40.211227,226534440000.0,181597010000.0,50.08425,358272370000.0,83.79959
2795,1483671,20.43559,120693630000.0,99594120000.0,34.50003,137540270000.0,51.69061
2796,1483672,20.5593,107915550000.0,80950810000.0,30.110056,125949936000.0,46.93887
2797,1483673,18.946486,101119330000.0,76288710000.0,27.584753,110745985000.0,42.121906
2798,1485132,76.06769,410032570000.0,502768830000.0,123.48763,837404700000.0,181.35396
2799,1485133,71.19248,416528240000.0,506229420000.0,119.81774,809127700000.0,175.65845
2800,1485134,71.13203,408326280000.0,487403750000.0,114.98519,784508700000.0,170.39813
2801,1485135,65.89571,407347070000.0,464072340000.0,109.518486,751819300000.0,162.62494
2802,1485136,62.189793,404176760000.0,448598600000.0,104.43934,691148900000.0,154.34702
2803,1485137,59.027996,394956770000.0,420727700000.0,96.831795,664908000000.0,144.81064
2804,1485138,56.83768,400308470000.0,449068000000.0,94.60326,644516100000.0,139.82161
2805,1485139,52.456455,404186460000.0,404781960000.0,87.05615,608503300000.0,131.2202
2806,1485140,50.348328,398650570000.0,382907900000.0,81.14383,557802400000.0,121.34186
2807,1485141,44.808502,386124600000.0,371588660000.0,76.05073,526028280000.0,113.26833
2808,1485142,42.744682,344523180000.0,311430940000.0,65.07347,448574420000.0,98.08452
2809,1485143,38.443027,324105370000.0,267035570000.0,56.955273,402246040000.0,86.61304
2810,1485144,36.68029,285683900000.0,230452130000.0,49.804512,348211770000.0,76.72828
2811,1485145,26.035088,231120200000.0,191527980000.0,42.901806,272025730000.0,64.746056
2812,1485146,23.340843,154102760000.0,120569905000.0,34.387165,185213830000.0,53.30596
2813,1485147,21.378197,124319570000.0,101096950000.0,30.299526,153069680000.0,46.94862
2814,1488607,102.314766,327789540000.0,393461140000.0,113.80132,846832800000.0,177.09688
2815,1488608,80.40552,377486340000.0,498747340000.0,119.224304,836350250000.0,175.76851
2816,1488609,93.03289,316029440000.0,472455770000.0,113.79852,841256900000.0,171.38489
2817,1488610,97.01252,292674040000.0,320235100000.0,96.78237,844693400000.0,167.59866
2818,1488611,72.43044,333897400000.0,467776400000.0,105.9083,781988100000.0,160.3255
2819,1488612,61.388115,295369280000.0,308656000000.0,87.3336,652788760000.0,144.64127
2820,1488613,51.37072,272857380000.0,274126470000.0,80.251854,409095570000.0,118.93565
2821,1488614,48.697083,256269160000.0,236203020000.0,72.74523,365322500000.0,109.99598
2822,1488615,39.289124,239758500000.0,220193750000.0,67.47653,317903140000.0,100.14005
2823,1488616,39.755135,236985730000.0,198189890000.0,61.67527,311674080000.0,94.31371
2824,1488617,37.484417,230674250000.0,193578010000.0,55.532696,297518600000.0,84.55229
2825,1488618,30.35229,202432560000.0,175060240000.0,49.477184,270150880000.0,76.170845
2826,1488619,34.641445,191302650000.0,131515980000.0,41.311127,244853260000.0,67.84819
2827,1488620,29.942608,181646400000.0,133754585000.0,38.06303,223255920000.0,60.721764
2828,1488621,22.57788,163555430000.0,148745750000.0,36.88222,198870900000.0,54.896816
2829,1488622,22.881714,122080020000.0,85476800000.0,28.651112,135103130000.0,44.958725
2830,1491540,69.851395,444062200000.0,554841000000.0,127.610756,833148300000.0,184.37071
2831,1491541,66.17896,448357140000.0,548794700000.0,123.088295,798039600000.0,178.57697
2832,1491542,65.13995,440843470000.0,540725250000.0,119.030975,780920200000.0,172.78166
2833,1491543,61.050373,449355700000.0,532713670000.0,114.67399,760725300000.0,166.9138
2834,1491544,57.784473,454561920000.0,527773500000.0,110.2547,767682540000.0,161.6978
2835,1491545,57.42828,442191050000.0,500972130000.0,102.634964,747585200000.0,152.98372
2836,1491546,54.22389,452041200000.0,497738680000.0,97.90403,707193300000.0,144.36436
2837,1491547,51.31607,461581160000.0,489464140000.0,92.742935,689126500000.0,137.33578
2838,1491548,47.49527,448764280000.0,463554900000.0,86.47903,660950400000.0,129.01826
2839,1491549,44.209003,421230350000.0,418612050000.0,79.13341,607996000000.0,118.481804
2840,1491550,42.630627,396779450000.0,367864800000.0,68.78583,565527250000.0,105.43129
2841,1491551,33.368443,394074550000.0,378054740000.0,63.951656,544460000000.0,96.32058
2842,1491552,57.149986,329117730000.0,186193150000.0,46.386948,463295300000.0,83.860886
2843,1491553,28.736069,362837100000.0,379852320000.0,53.90354,476196860000.0,78.386185
2844,1491555,18.73099,119472054000.0,109224860000.0,31.091324,145869210000.0,46.189335
2845,1492806,81.23724,397729560000.0,507994280000.0,123.91287,847854760000.0,183.1167
2846,1492807,74.901634,398524580000.0,501744570000.0,119.46054,802515100000.0,175.98468
2847,1492808,71.33289,379338060000.0,448871300000.0,111.87104,765524600000.0,167.60318
2848,1492809,75.09857,362846780000.0,423504400000.0,106.23378,717871700000.0,159.39221
2849,1492810,67.44703,379803440000.0,427331160000.0,102.76291,709558900000.0,155.37775
2850,1492811,66.49371,377156730000.0,439437460000.0,98.24831,699135900000.0,149.18767
2851,1492812,59.10242,396740700000.0,415482300000.0,92.18192,643980900000.0,139.8266
2852,1492813,54.82219,368896480000.0,370013000000.0,84.48783,611715500000.0,129.70042
2853,1492814,57.830772,344154730000.0,309305200000.0,75.56973,519943620000.0,117.203476
2854,1492815,45.13457,345124240000.0,339486200000.0,73.79607,498858260000.0,111.35356
2855,1492816,40.583176,257946400000.0,217949630000.0,57.77408,330178100000.0,87.06624
2856,1492817,38.840206,236665770000.0,179176600000.0,49.860897,275946240000.0,76.822624
2857,1492818,34.268967,233766960000.0,179534890000.0,45.825012,273645030000.0,70.701904
2858,1492819,30.83876,210663670000.0,164624630000.0,40.790344,248050750000.0,63.037796
2859,1492820,27.585485,167578860000.0,143009900000.0,36.399647,204457000000.0,55.366295
2860,1492821,24.429342,128895640000.0,99325790000.0,30.121565,149815850000.0,46.72371
2861,1494786,79.04257,426834100000.0,525285850000.0,125.308784,869060900000.0,186.22517
2862,1494787,52.622025,508902670000.0,623785540000.0,128.45464,823296300000.0,183.56328
2863,1494788,62.815784,380423930000.0,419325000000.0,109.36283,763533070000.0,162.45346
2864,1494789,59.412926,367548900000.0,392921250000.0,103.61285,566902850000.0,150.65407
2865,1494790,45.966427,374383940000.0,398304970000.0,100.38415,533701820000.0,144.81996
2866,1494791,41.64866,334275500000.0,339292980000.0,90.13201,498680270000.0,133.93095
2867,1494792,38.07545,333848900000.0,330445780000.0,85.410866,441452900000.0,123.68925
2868,1494793,35.564682,335390440000.0,333828000000.0,81.63714,425486940000.0,117.39168
2869,1494794,32.928944,320586100000.0,320751930000.0,76.488174,409571800000.0,109.987885
2870,1494795,34.702206,309873050000.0,291132080000.0,70.11197,396172620000.0,103.19367
2871,1494796,35.038807,331337900000.0,333258850000.0,66.55822,403194020000.0,95.48225
2872,1494797,33.781715,270365750000.0,236841900000.0,54.722492,359705000000.0,84.508804
2873,1494798,23.132479,176953980000.0,166081130000.0,44.653503,214537680000.0,65.46823
2874,1494799,20.132303,154539030000.0,147919590000.0,39.362488,186742000000.0,57.401615
2875,1494800,20.024185,146443670000.0,130719250000.0,35.326294,172829200000.0,52.272583
2876,1494801,19.190796,145832890000.0,125399970000.0,32.554176,166366360000.0,48.328274
2877,1495827,74.05547,448056560000.0,547090000000.0,127.02048,863446600000.0,185.77667
2878,1495828,69.89271,446553820000.0,542342250000.0,122.6026,829782360000.0,180.29024
2879,1495829,66.64874,454106250000.0,541733400000.0,119.10386,809511000000.0,174.15024
2880,1495830,63.31777,453398530000.0,520140880000.0,113.76651,799807440000.0,167.14069
2881,1495831,61.60448,441328200000.0,502204470000.0,108.44325,769842000000.0,161.77953
2882,1495832,57.523884,433727280000.0,472526600000.0,100.657234,724925940000.0,150.17853
2883,1495833,53.144066,444207600000.0,476100620000.0,96.46637,668548400000.0,141.60861
2884,1495834,51.776627,431613770000.0,461976630000.0,90.97477,651481250000.0,134.17853
2885,1495835,53.258205,417100270000.0,398380470000.0,82.22036,644255000000.0,126.715034
2886,1495836,49.4154,428230180000.0,403588020000.0,78.17469,639655900000.0,120.745346
2887,1495837,43.085155,409014600000.0,361655660000.0,68.39829,598597200000.0,107.83275
2888,1495838,41.06315,359026950000.0,306550640000.0,59.63632,455273970000.0,90.83889
2889,1495839,29.954006,310765000000.0,293213400000.0,53.96712,391744850000.0,79.78202
2890,1495840,32.05008,273952920000.0,210790810000.0,44.29422,319636370000.0,68.29292
2891,1495841,31.259098,266730100000.0,203483170000.0,40.94199,313655700000.0,63.77625
2892,1495842,26.457779,234542560000.0,222455450000.0,39.40822,294949600000.0,58.55085
2893,1497562,76.65141,425990650000.0,512166530000.0,124.251785,857757500000.0,181.74591
2894,1497563,72.12141,428811900000.0,507349200000.0,119.90586,817899600000.0,175.55594
2895,1497564,65.840385,432699640000.0,494662000000.0,115.55133,783862460000.0,170.7327
2896,1497565,60.24221,433397630000.0,485444520000.0,111.175186,744853200000.0,163.29988
2897,1497566,56.726097,420968630000.0,456233320000.0,105.0284,704917500000.0,154.76302
2898,1497567,50.098213,414240200000.0,450176300000.0,99.041725,655273160000.0,146.09221
2899,1497568,45.620605,412485420000.0,433121230000.0,93.46938,629323330000.0,136.85211
2900,1497569,44.21484,400579920000.0,411746100000.0,87.552765,574502700000.0,128.3473
2901,1497570,46.37737,400521800000.0,380919000000.0,81.00109,560716250000.0,121.15817
2902,1497571,50.157833,434037520000.0,386412450000.0,77.048416,580940700000.0,117.023674
2903,1497573,36.722103,196227740000.0,172315180000.0,49.216694,253672930000.0,74.54671
2904,1497574,29.76874,144776120000.0,106338075000.0,38.486935,184795280000.0,61.239502
2905,1497575,31.972364,133898280000.0,81180230000.0,32.226746,135006355000.0,51.08055
2906,1497576,25.772045,115594035000.0,72069590000.0,28.967596,134693610000.0,47.792393
2907,1497577,23.475883,112530400000.0,84193110000.0,28.506279,143057520000.0,45.909405
2908,1498636,72.10444,338008080000.0,411976300000.0,115.5567,814599500000.0,180.74956
2909,1498637,66.007576,333616250000.0,390113760000.0,109.84957,785636700000.0,172.36853
2910,1498638,63.813953,328652400000.0,378115100000.0,105.6508,719462660000.0,155.11348
2911,1498639,60.27175,327488960000.0,359332580000.0,100.56771,541374480000.0,147.76042
2912,1498640,53.336594,328303380000.0,349546970000.0,96.103745,516923000000.0,141.72495
