,DescGalaxyID,DMHalfMassRad,DMMass100AP,M500DM,R500DM,M200DMmean,R200DMmean
0,6524,55.14224,301855240000.0,329525530000.0,94.23658,529093560000.0,140.86131
1,6525,35.593525,301215380000.0,402171100000.0,95.38811,589193500000.0,140.2564
2,6526,46.863255,312500420000.0,627436100000.0,105.76226,1187920500000.0,168.64519
3,6527,44.621918,319122150000.0,326234370000.0,81.01549,484081800000.0,120.28799
4,6528,44.25698,311307960000.0,291589700000.0,74.09768,441681740000.0,111.98466
5,6529,44.4681,298326260000.0,280487850000.0,69.24443,435723700000.0,104.561066
6,6530,45.76516,241842930000.0,198621020000.0,56.01283,430477600000.0,94.7012
7,6531,44.953953,232555090000.0,166941500000.0,48.69887,344817860000.0,82.634605
8,6532,35.226616,232429030000.0,214290140000.0,48.611664,315942570000.0,73.81386
9,6533,23.571419,127867970000.0,97813420000.0,34.29174,136454890000.0,51.463917
10,6534,19.123075,79063106000.0,63662500000.0,27.79318,88262975000.0,41.666695
11,6535,16.53857,62979023000.0,47209420000.0,23.507011,70016110000.0,36.110783
12,53264,56.45454,593734340000.0,674630300000.0,98.00281,1036188250000.0,149.00739
13,53265,56.501713,627356700000.0,665287500000.0,92.34667,936479900000.0,138.14822
14,53266,41.42242,530144500000.0,548628200000.0,78.588005,783364400000.0,118.496414
15,53267,36.265812,385601080000.0,376106700000.0,63.843117,511963730000.0,94.265114
16,53268,32.094574,339714400000.0,310238500000.0,54.9924,434394460000.0,82.39597
17,53269,31.870403,345502350000.0,282366180000.0,48.8278,415280040000.0,74.664894
18,53270,34.00821,339791970000.0,288838060000.0,46.00997,422269350000.0,70.37041
19,53271,29.620806,299053420000.0,278997900000.0,42.500496,396398000000.0,64.59031
20,78318,40.204575,242162860000.0,210315150000.0,57.089207,424987500000.0,95.795586
21,78319,28.495007,168296320000.0,154336410000.0,47.443325,205700500000.0,69.80063
22,78320,26.033028,148440840000.0,133989650000.0,41.56871,181971800000.0,61.764454
23,78321,29.368843,157059740000.0,128586350000.0,37.565796,194387170000.0,57.958874
24,78322,25.45624,146269180000.0,133115445000.0,35.53939,210552210000.0,55.844646
25,78323,25.912027,149740000000.0,128210220000.0,32.7963,194209530000.0,50.878822
26,79037,43.467438,239186500000.0,189955180000.0,55.18655,394354620000.0,90.63366
27,79038,30.080145,187754270000.0,168414920000.0,48.844234,255344530000.0,74.80724
28,79039,27.39605,168693800000.0,139912970000.0,42.171345,219915160000.0,65.47008
29,79040,22.684334,147451950000.0,122226065000.0,36.934486,172305780000.0,55.710594
30,79041,22.7352,126054980000.0,92121520000.0,31.437334,143101720000.0,48.86437
31,79042,18.718191,110911330000.0,86896820000.0,28.808718,125241090000.0,43.926853
32,116746,37.520184,140170990000.0,137445280000.0,49.541542,424851370000.0,95.91089
33,116749,19.820826,66556486000.0,48726057000.0,27.18468,77858650000.0,42.65882
34,116750,19.05304,65189490000.0,47512953000.0,25.210888,73570560000.0,39.272545
35,116751,17.818453,59469410000.0,46484520000.0,23.385551,68503010000.0,36.001545
36,126886,111.24198,341614660000.0,652843350000.0,112.10712,1904271300000.0,182.3287
37,126889,56.070908,336582900000.0,327521830000.0,77.02395,818029800000.0,125.839355
38,126890,52.04186,338996950000.0,288984140000.0,69.93872,468630370000.0,108.159546
39,126891,38.0232,326713380000.0,340511360000.0,67.03838,427151360000.0,96.99258
40,126892,36.90981,239380380000.0,182777900000.0,50.194824,321003400000.0,80.675476
41,126893,23.050564,155498840000.0,142163790000.0,42.39853,191109500000.0,62.945427
42,126894,20.633278,140626640000.0,127567330000.0,37.46789,169732650000.0,55.563374
43,126895,20.551435,137146120000.0,116684960000.0,34.0129,163342750000.0,51.259197
44,126896,20.073454,138513120000.0,110127260000.0,31.174883,160482410000.0,47.60157
45,130078,96.38264,948582740000.0,2017304600000.0,156.09541,2955155300000.0,231.48503
46,130080,104.15085,552792100000.0,663486900000.0,97.458176,1905210700000.0,161.10455
47,130081,81.30565,532112600000.0,634003460000.0,90.8744,1199911900000.0,142.93315
48,130082,86.33105,335807300000.0,477045500000.0,75.00966,837657170000.0,119.195564
49,130085,31.452703,118977600000.0,86063200000.0,32.860664,160852380000.0,54.04932
50,130086,22.36269,88098880000.0,66177040000.0,28.154594,107480270000.0,44.30034
51,130087,21.920294,71849980000.0,47797830000.0,23.603996,85363410000.0,38.56381
52,132925,33.40322,237247480000.0,234043330000.0,72.52408,329578900000.0,107.01563
53,132927,28.565063,214754970000.0,209033900000.0,62.78049,289948140000.0,92.57128
54,132928,27.789536,211109640000.0,202220260000.0,56.347847,284078000000.0,84.082924
55,132929,30.470304,225962430000.0,203023060000.0,51.981377,301764350000.0,79.37765
56,132930,25.780573,215278490000.0,217231150000.0,48.832516,351930100000.0,76.77582
57,132931,23.325764,173774010000.0,172818560000.0,41.456936,251455500000.0,62.86771
58,132932,21.521547,157806260000.0,140202150000.0,36.16192,203826330000.0,54.917957
59,132933,21.732452,156633170000.0,131395810000.0,33.06731,186126390000.0,50.046745
60,401587,75.88312,683811000000.0,1031230500000.0,124.81296,1544928500000.0,186.61061
61,401588,88.50557,395654820000.0,459161100000.0,90.79221,1011019800000.0,150.0639
62,401591,33.403465,193338620000.0,169299770000.0,53.107006,250724680000.0,80.42388
63,401592,35.141342,154500270000.0,118799294000.0,43.478146,178834210000.0,66.34636
64,401593,32.931973,142740160000.0,101231520000.0,37.860012,174706590000.0,60.02881
65,401594,28.187904,127208700000.0,89275360000.0,33.263924,167041740000.0,54.983654
66,401595,25.862074,115875190000.0,79697470000.0,29.954885,145088840000.0,49.224895
67,401596,21.91858,97716370000.0,68485270000.0,26.609747,121935890000.0,43.5195
68,414054,57.091003,475047560000.0,515905130000.0,94.38383,829092400000.0,144.70496
69,414055,55.3963,465992400000.0,514452720000.0,89.535706,777222800000.0,135.5005
70,414056,54.678215,458565980000.0,454910020000.0,81.35694,744976700000.0,126.44538
71,414057,41.792538,434347770000.0,460333650000.0,74.1237,640222600000.0,110.602005
72,414058,41.05648,305122480000.0,247596220000.0,55.539307,470565300000.0,90.84985
73,414059,31.82362,220882240000.0,173874680000.0,45.33906,274308190000.0,70.045296
74,414060,25.730587,177506600000.0,144810250000.0,39.0836,216386570000.0,59.996677
75,414061,24.00656,167142600000.0,131445450000.0,35.390774,186618230000.0,53.59604
76,414062,22.418278,155043180000.0,120685320000.0,32.141205,172882530000.0,48.86297
77,430560,89.519226,519858060000.0,627852800000.0,110.6603,1131638700000.0,168.48807
78,430561,89.99433,497346150000.0,613936660000.0,104.99791,1107316600000.0,162.12173
79,430562,70.45675,547663450000.0,736526140000.0,106.27959,1080515200000.0,158.90152
80,430563,52.131668,532112600000.0,733511000000.0,100.7745,950561200000.0,145.71742
81,430565,33.33189,229811390000.0,196473670000.0,55.80822,288451260000.0,84.48626
82,430566,35.3491,240563180000.0,187121340000.0,50.58738,299483040000.0,79.21656
83,430567,30.525103,219680050000.0,193274500000.0,46.967743,280652320000.0,71.55415
84,430568,22.790022,178951180000.0,144226040000.0,39.030514,196562270000.0,58.09964
85,430569,26.091457,148469940000.0,99777990000.0,32.284756,158101680000.0,50.46355
86,430570,20.78454,121585580000.0,92426440000.0,29.406433,141532640000.0,45.802666
87,434825,69.53027,471431300000.0,679608450000.0,103.46748,1091642800000.0,158.77408
88,434826,47.795383,287273900000.0,280092340000.0,73.11048,439401300000.0,110.4065
89,434827,35.793957,265343700000.0,244179440000.0,66.11913,342532620000.0,97.951706
90,434828,34.018147,260282900000.0,233041630000.0,59.07932,342414850000.0,89.42874
91,434829,31.131483,234474700000.0,199813090000.0,51.706947,317926830000.0,80.49986
92,434830,26.122631,195219460000.0,189130180000.0,46.630657,256686100000.0,69.45894
93,434831,24.229433,181500970000.0,147842330000.0,39.354656,198839440000.0,58.436886
94,434832,23.279959,173754610000.0,143842300000.0,36.470562,203246940000.0,55.07447
95,434833,24.483658,171524750000.0,130269170000.0,32.971252,197594150000.0,51.039997
96,436448,55.752014,286323800000.0,318189760000.0,93.1444,542884950000.0,139.87183
97,436449,54.861153,289542570000.0,285163520000.0,85.05922,455191630000.0,129.07283
98,436450,51.50045,288883300000.0,308517180000.0,83.47603,452207940000.0,124.41273
99,436451,36.772697,294690620000.0,308271870000.0,79.49733,417479070000.0,116.06493
100,436452,42.868393,228580110000.0,197100160000.0,65.03044,350340150000.0,99.27242
101,436453,36.596844,213145580000.0,188776040000.0,60.68176,270904180000.0,90.69638
102,436454,32.26855,192844170000.0,169483340000.0,53.124332,247924690000.0,80.595474
103,436455,29.53636,167491630000.0,141136270000.0,46.049145,203602300000.0,69.602905
104,436456,28.315048,148915910000.0,115149060000.0,39.520664,169428750000.0,60.268646
105,436457,25.272226,136797100000.0,107197260000.0,35.35472,156943220000.0,53.976315
106,436458,22.064661,123980240000.0,101833015000.0,32.505356,152518300000.0,50.01162
107,436459,25.020737,118832180000.0,78533160000.0,27.85345,136266010000.0,45.053814
108,437914,46.087788,262735770000.0,273021010000.0,72.48907,468241350000.0,110.98445
109,437915,48.23028,260884000000.0,246974510000.0,66.36973,475122140000.0,105.51193
110,437916,37.714066,260040520000.0,213653730000.0,57.391075,389728140000.0,91.83176
111,437917,28.5607,235647800000.0,213306830000.0,52.845085,349261170000.0,83.072
112,437918,27.626802,204245550000.0,164749400000.0,44.533314,231057930000.0,66.70193
113,437919,24.718647,190381620000.0,161264960000.0,40.50969,211136070000.0,59.57829
114,437920,22.375706,177244830000.0,150958900000.0,37.06439,204362680000.0,55.26081
115,437921,24.574635,178117400000.0,133208950000.0,33.21718,193342230000.0,50.75104
116,440852,60.726696,494554020000.0,543057280000.0,96.013466,884828400000.0,146.70575
117,440853,60.877304,492353260000.0,533832500000.0,90.64592,818112000000.0,136.74995
118,440854,52.342228,533382660000.0,570890600000.0,87.75578,773344100000.0,128.56705
119,440855,44.899372,393192280000.0,364322100000.0,68.56363,539239120000.0,103.08855
120,440856,37.88617,346307040000.0,315030500000.0,60.18082,441931000000.0,90.08332
121,440857,34.788757,337649370000.0,299251170000.0,54.33521,422360120000.0,81.89869
122,440858,31.878416,323717560000.0,255016760000.0,47.196213,372135130000.0,72.03924
123,440859,33.777473,312830030000.0,222415390000.0,42.17418,352169260000.0,66.1607
124,440860,28.943811,270530560000.0,223505290000.0,39.470184,320679940000.0,60.156464
125,458277,43.55905,294719700000.0,281989940000.0,73.27528,409563500000.0,109.15359
126,458278,45.535217,272925230000.0,236695880000.0,65.43542,381923330000.0,101.39465
127,458279,40.325924,248910610000.0,206691200000.0,56.75957,322809000000.0,87.67244
128,458280,34.957455,209635980000.0,184200460000.0,50.324066,273315630000.0,76.76862
129,458281,29.278786,166337900000.0,136986390000.0,41.876278,220935390000.0,65.54397
130,458282,29.78258,156225980000.0,110932210000.0,35.762024,196413690000.0,58.041664
131,458283,21.27523,133180850000.0,132341735000.0,35.470963,184351180000.0,53.366375
132,458284,19.771564,114643930000.0,92696310000.0,29.435284,151369990000.0,46.61867
133,485416,45.245647,341537100000.0,366049900000.0,88.37202,522136350000.0,130.01035
134,485417,43.781506,330193860000.0,333426070000.0,81.60628,483461370000.0,120.8999
135,485418,48.447495,328235480000.0,328756950000.0,77.11976,497947870000.0,115.48052
136,485419,50.176853,366734500000.0,346129900000.0,74.27255,608285400000.0,117.308136
137,485420,45.724037,425874300000.0,437382300000.0,72.87252,636474160000.0,109.99001
138,485421,40.340004,262697000000.0,193169470000.0,51.127316,431704670000.0,88.492134
139,485422,25.088024,185049350000.0,170393800000.0,45.036175,225721840000.0,66.54151
140,485423,26.318584,174898630000.0,139204050000.0,38.571167,197396800000.0,58.179535
141,485424,22.794556,161994520000.0,127473360000.0,35.031895,182839540000.0,53.274605
142,485425,23.357656,166851760000.0,132440780000.0,33.152298,195191870000.0,50.98754
143,507702,63.24818,551968050000.0,684664200000.0,113.90121,1012864500000.0,168.52612
144,507703,58.49196,564494100000.0,683587000000.0,108.82528,984225550000.0,160.39769
145,507704,58.57828,546471000000.0,637927600000.0,101.305954,953269940000.0,151.40082
146,507705,59.224075,545966800000.0,607275900000.0,94.62468,926083250000.0,143.64401
147,507706,56.99048,553247800000.0,632465300000.0,90.80063,891233240000.0,135.40024
148,507707,58.720062,415112800000.0,419280200000.0,71.850815,765680200000.0,116.76842
149,507708,56.523506,355226500000.0,366926660000.0,63.318035,586261660000.0,98.28242
150,507709,55.513725,331560850000.0,279158200000.0,53.092014,582742800000.0,89.74589
151,507710,44.748455,296367850000.0,201516290000.0,43.63362,379959800000.0,71.616394
152,507711,29.184858,241503600000.0,294171970000.0,46.2937,501382000000.0,74.42045
153,507712,23.709372,177138170000.0,177958700000.0,36.584393,287296320000.0,57.647552
154,509916,48.69343,368440870000.0,357624580000.0,79.313995,513847030000.0,118.12311
155,509917,45.170563,351047940000.0,320860100000.0,72.419754,481179530000.0,108.79487
156,509918,39.32241,346811170000.0,304762130000.0,64.600845,440322260000.0,97.35251
157,509919,37.284683,296746000000.0,238506120000.0,54.848724,344848100000.0,82.78539
158,509920,36.4184,248677920000.0,174655550000.0,45.40843,284501440000.0,71.430664
159,509921,28.58722,207958740000.0,156228760000.0,40.085907,236847140000.0,61.840237
160,509922,24.951763,188045100000.0,141113440000.0,36.23817,198611850000.0,54.735985
161,509923,24.26234,163342140000.0,111934554000.0,31.345226,161186940000.0,47.666027
162,514261,67.20856,513808370000.0,631104340000.0,121.33852,950195060000.0,179.8977
163,514262,63.114548,498907050000.0,584332200000.0,114.05799,877997100000.0,168.94783
164,514263,58.505234,492779800000.0,553610000000.0,106.1126,813506040000.0,157.0301
165,514264,54.71606,497132900000.0,547318430000.0,101.05476,803993000000.0,149.77612
166,514265,54.763756,500167440000.0,535116970000.0,95.54161,790511200000.0,143.19913
167,514266,49.634167,514477330000.0,541824220000.0,91.09587,767304200000.0,135.35677
168,514267,45.097324,497094130000.0,496045850000.0,83.740036,711662240000.0,124.580185
169,514268,41.540043,443063600000.0,432297640000.0,72.58731,604895900000.0,108.31031
170,514269,38.241142,434754980000.0,390613660000.0,64.65127,561785140000.0,97.34751
171,514270,27.531164,399920660000.0,377411730000.0,58.70582,499056180000.0,86.62597
172,514271,28.957699,306062920000.0,275724500000.0,48.440968,378454970000.0,72.2738
173,514272,24.81805,271916960000.0,259826300000.0,44.415478,357650460000.0,66.56354
174,514273,24.473011,266177480000.0,227138240000.0,39.68374,314278580000.0,59.567684
175,526940,123.258026,626426000000.0,1143509500000.0,157.20996,2114228500000.0,236.9346
176,526941,130.76234,567460700000.0,869678300000.0,139.46375,2130247200000.0,232.62479
177,526942,113.25844,590602800000.0,1171882100000.0,149.13864,2125920700000.0,232.91971
178,526943,99.44783,577446700000.0,1161470100000.0,143.41476,2007493200000.0,218.58788
179,526944,65.62445,501699250000.0,603081900000.0,109.18392,963983440000.0,163.27647
180,526945,54.46782,501379330000.0,577725000000.0,102.89232,851851740000.0,152.89146
181,526946,48.537582,498199360000.0,553497460000.0,96.62382,778279260000.0,141.83488
182,526947,48.64868,489027800000.0,510737350000.0,89.31826,727275860000.0,132.62811
183,526948,45.683582,488029260000.0,490734030000.0,83.43892,696967230000.0,124.26995
184,526949,42.703568,467087950000.0,439940840000.0,73.01238,627806630000.0,109.397964
185,526950,36.8016,423683230000.0,425711370000.0,66.531784,563660200000.0,97.777435
186,526951,38.43288,415927200000.0,344350400000.0,56.938637,515603170000.0,87.115814
187,526952,35.371128,422771900000.0,357679860000.0,52.83186,516788900000.0,80.47723
188,526953,30.005304,372066780000.0,339811900000.0,48.574497,466867450000.0,72.89473
189,526954,28.84607,292266840000.0,234433350000.0,40.104023,339512720000.0,61.16634
190,547620,40.69043,324570780000.0,342442280000.0,90.40981,474846000000.0,132.44043
191,547621,45.31848,290066100000.0,283400400000.0,81.14761,443246800000.0,121.96219
192,547622,39.295994,280749150000.0,261950360000.0,75.29795,373426600000.0,111.88005
193,547623,34.19611,265498850000.0,249372800000.0,70.3329,339903020000.0,103.60576
194,547624,32.72646,248823350000.0,225630780000.0,64.39788,315224160000.0,95.879036
195,547625,28.326067,220436270000.0,200510640000.0,56.18852,274035180000.0,83.364525
196,547626,26.113895,207706690000.0,189331360000.0,50.785614,257773580000.0,75.3023
197,547627,27.648386,212602670000.0,172431080000.0,45.21648,245625010000.0,67.97888
198,547628,25.054203,191341450000.0,168743390000.0,41.127907,236552290000.0,61.914684
199,547629,24.214201,177642320000.0,152975230000.0,37.226692,213834060000.0,55.990063
200,547630,20.301971,151485090000.0,129347600000.0,32.89312,171327470000.0,48.752327
201,1043003,130.67216,786423400000.0,1265428100000.0,162.60872,2548571800000.0,243.26823
202,1043004,125.63948,777280950000.0,1167314400000.0,153.84325,2540644600000.0,241.99178
203,1043005,107.67913,858952040000.0,1343126000000.0,156.07452,2530542600000.0,241.17929
204,1043006,104.80638,839145000000.0,1287920700000.0,148.4351,2468721000000.0,231.0263
205,1043007,107.485634,769408570000.0,1134692700000.0,134.78625,2241949900000.0,211.61601
206,1043008,84.86567,828693740000.0,1184679500000.0,130.71892,2070240800000.0,203.61227
207,1043009,71.0207,829537200000.0,1210706700000.0,125.42667,1768339800000.0,186.21367
208,1043010,65.61477,734264000000.0,906065100000.0,108.12692,1412358900000.0,162.36674
209,1043011,67.41522,692042100000.0,767407200000.0,96.84996,1278920100000.0,151.24416
210,1043012,46.214985,801421600000.0,940960840000.0,94.07136,1160170800000.0,135.70644
211,1043013,53.50587,482289750000.0,439393650000.0,67.238716,695158600000.0,104.13529
212,1043014,39.850086,316339650000.0,230983240000.0,49.841663,364654760000.0,77.72247
213,1043015,29.901037,271858800000.0,211817190000.0,44.365215,316642950000.0,68.193596
214,1043016,29.142557,244887180000.0,179064830000.0,39.23436,285792200000.0,61.746296
215,1043017,22.941021,204410360000.0,171864030000.0,36.161594,239304400000.0,54.513683
216,1075273,105.772484,759858900000.0,1238174100000.0,146.49907,2457511000000.0,227.71318
217,1075276,89.41693,800539340000.0,1262974400000.0,127.20652,2663769200000.0,202.80013
218,1075277,97.95252,672458150000.0,837160140000.0,105.31187,1906402800000.0,177.65082
219,1075278,91.417076,697267700000.0,904507400000.0,102.304985,1889689000000.0,169.67583
220,1075279,75.03242,777823850000.0,1103219000000.0,99.19471,2004182100000.0,161.1983
221,1075280,70.16752,637895300000.0,618019400000.0,75.337296,1425082300000.0,127.06205
222,1075281,50.00532,615005200000.0,560583340000.0,66.98059,956533900000.0,107.35586
223,1075282,41.873997,559074500000.0,506560050000.0,59.330315,791788450000.0,91.98964
224,1075283,33.666866,458003680000.0,363913180000.0,49.69464,489083140000.0,73.83226
225,1075284,27.599384,419039280000.0,357285170000.0,46.15108,473168580000.0,68.313126
226,1081411,83.869446,1055102140000.0,1684753500000.0,140.03271,2622221200000.0,212.26329
227,1081412,74.15166,1100494400000.0,1541741200000.0,129.0865,2148920500000.0,191.31996
228,1081413,68.81888,1029420000000.0,1227476800000.0,113.26572,1872449800000.0,171.4143
229,1081414,66.41896,939992900000.0,999126600000.0,95.971054,1633515500000.0,149.29388
230,1081415,57.738857,1007916400000.0,987289550000.0,88.06785,1473020300000.0,134.36899
231,1081416,54.805332,927651140000.0,872648900000.0,77.62613,1295676700000.0,118.49499
232,1081417,51.261948,841568800000.0,692023100000.0,65.83169,1075903500000.0,102.283585
233,1081418,45.195343,815023700000.0,684213400000.0,61.33628,982519900000.0,93.28563
234,1081419,37.116146,765802000000.0,640245000000.0,56.055122,899213560000.0,84.86544
235,1085625,57.84388,411835860000.0,469295070000.0,106.0213,701985000000.0,155.67099
236,1085626,56.48576,406164280000.0,455203200000.0,99.41058,678549200000.0,147.1001
237,1085627,52.616432,405485620000.0,440303800000.0,93.98176,655745200000.0,140.1756
238,1085628,54.51682,399387430000.0,433384030000.0,89.05883,646642140000.0,133.36299
239,1085629,53.43162,406610250000.0,424694250000.0,83.99259,647312900000.0,127.53335
240,1085630,49.181786,410992380000.0,441641270000.0,80.55575,615640900000.0,119.88985
241,1085631,43.5039,332695200000.0,312316850000.0,65.134384,482125550000.0,99.5528
242,1085632,38.251846,272886480000.0,267725720000.0,57.004745,368520400000.0,84.75164
243,1085633,42.905727,210227380000.0,157998990000.0,43.917137,261541250000.0,69.18409
244,1085634,40.29702,185029950000.0,120904200000.0,36.802895,212515270000.0,59.475227
245,1085635,31.692125,153385320000.0,89090040000.0,31.08797,180714320000.0,52.625607
246,1085636,27.80917,147510130000.0,102925590000.0,30.481028,188733000000.0,50.289696
247,1086826,66.78449,409034000000.0,515104600000.0,120.51419,796409400000.0,176.3862
248,1086827,65.17205,400599300000.0,486843120000.0,114.9396,741734000000.0,168.96179
249,1086828,62.61996,398010740000.0,467166070000.0,109.764046,704314150000.0,161.59052
250,1086829,61.39836,392852960000.0,444436400000.0,104.118,687156300000.0,155.31157
251,1086830,60.017525,402470440000.0,442635940000.0,98.48539,667658550000.0,146.59105
252,1086831,56.46655,407424630000.0,444493300000.0,94.27866,653626100000.0,140.6629
253,1086832,56.948124,403391480000.0,427175200000.0,88.63023,713012300000.0,135.68913
254,1086833,50.959427,405543780000.0,409366560000.0,82.96946,631633200000.0,125.57797
255,1086834,47.35667,382343540000.0,387985830000.0,77.15489,586374840000.0,116.76809
256,1086835,44.6537,353869170000.0,319889470000.0,65.65554,515734900000.0,101.56377
257,1086836,41.999477,355517330000.0,335585500000.0,61.46283,515581400000.0,94.78282
258,1086837,37.87603,312830030000.0,328995400000.0,56.079216,509321480000.0,86.69997
259,1086838,32.18565,247776300000.0,209690070000.0,44.217243,341724330000.0,69.55878
260,1086839,29.438538,212534790000.0,195227200000.0,40.379845,324086300000.0,64.08275
261,1086840,26.728043,191108740000.0,151484190000.0,34.670902,259017770000.0,55.675694
262,1087962,72.189804,404205860000.0,521938670000.0,113.896996,855451300000.0,169.17207
263,1087963,72.41287,399280770000.0,461662320000.0,105.44424,740791200000.0,155.60101
264,1087964,67.16122,397041200000.0,418490220000.0,96.66111,694801000000.0,148.62581
265,1087965,64.34982,421753880000.0,459072600000.0,95.30154,662052100000.0,142.65129
266,1087966,39.716106,413241640000.0,439530320000.0,89.476585,565742500000.0,128.9843
267,1087967,51.935204,269716160000.0,228399170000.0,68.30497,399243970000.0,105.33535
268,1087968,46.017166,239884530000.0,190054290000.0,60.820644,289994540000.0,92.37535
269,1087969,41.24016,248358000000.0,177586590000.0,53.960728,288894450000.0,84.101906
270,1087970,29.58505,237712820000.0,201550680000.0,51.858494,287848270000.0,78.3292
271,1087971,37.712513,198961740000.0,122484510000.0,40.34225,218075480000.0,65.47098
272,1087972,23.161402,152367350000.0,146210460000.0,39.20908,184111380000.0,57.24501
273,1087973,19.552015,129302820000.0,108799780000.0,33.231,155882180000.0,50.520706
274,1088925,42.650497,477219230000.0,556643450000.0,96.80558,833393900000.0,144.25508
275,1088928,36.409748,423402050000.0,445750480000.0,73.332924,658514800000.0,111.34535
276,1088929,30.029518,366753870000.0,366022070000.0,63.268066,504765050000.0,94.015274
277,1088930,26.72741,338017780000.0,349392730000.0,57.21478,453452500000.0,84.0662
278,1088931,25.013706,311734530000.0,320646700000.0,50.939415,429992940000.0,75.58109
279,1088932,24.09959,290958020000.0,287306650000.0,45.932007,391840240000.0,68.5466
280,1088933,22.69867,279682680000.0,261400630000.0,41.588013,367728620000.0,62.767544
281,1092346,55.641087,386997160000.0,453247600000.0,108.66345,754810600000.0,162.20479
282,1092347,55.843647,397303020000.0,477487300000.0,106.63438,822403330000.0,159.05092
283,1092351,45.72223,397206030000.0,421364660000.0,83.77262,670779970000.0,127.51731
284,1092352,43.36283,372890900000.0,361992900000.0,75.39039,551060440000.0,113.49207
285,1092353,44.350838,368935270000.0,317055340000.0,65.46245,499840550000.0,100.91881
286,1092354,36.064484,363981080000.0,367413950000.0,63.346565,484220400000.0,92.97326
287,1092355,35.663605,331270030000.0,277642500000.0,52.994625,424959570000.0,81.932755
288,1092356,34.990635,317367320000.0,234655730000.0,45.906555,387989500000.0,73.18917
289,1092357,28.524496,283269860000.0,250252800000.0,43.86551,340439270000.0,65.64585
290,1092358,28.48104,240892800000.0,188898500000.0,37.319534,274118050000.0,57.10972
291,1093259,59.011307,410643400000.0,489847750000.0,88.08643,790918100000.0,135.00468
292,1093260,72.354645,323707900000.0,262312620000.0,67.7153,646983300000.0,118.689
293,1093261,52.49453,343514870000.0,310630550000.0,65.01673,693456400000.0,112.019035
294,1093262,53.655125,269910080000.0,213441330000.0,52.858475,560717500000.0,96.22177
295,1093263,32.533695,223974950000.0,245274530000.0,50.84852,333812330000.0,75.824745
296,1093264,26.335434,129467640000.0,97853700000.0,34.29605,172563710000.0,55.159912
297,1093265,20.853893,104221745000.0,82681340000.0,30.324314,123035090000.0,46.653614
298,1093266,19.985739,89921550000.0,70714610000.0,26.89536,107745030000.0,41.667614
299,1094190,58.757343,322602660000.0,361792830000.0,100.79688,711862400000.0,152.06903
300,1094193,57.613327,438157930000.0,481826670000.0,96.8501,771716500000.0,146.10422
301,1094194,56.4096,445051100000.0,471465500000.0,91.59272,745099700000.0,138.42543
302,1094195,53.554672,438952920000.0,440959730000.0,85.05077,723903500000.0,131.31984
303,1094196,49.180935,422897900000.0,431599300000.0,79.94444,644403200000.0,120.00069
304,1094197,42.813564,371436620000.0,346765660000.0,67.44477,487489470000.0,100.29629
305,1094198,36.40993,344707370000.0,299660870000.0,59.186768,417333580000.0,88.29083
306,1094199,37.554024,330058170000.0,254024900000.0,51.44705,371294860000.0,78.30684
307,1094200,31.700869,301166920000.0,242867590000.0,46.433624,358611200000.0,71.10085
308,1094201,27.578266,268242530000.0,214775660000.0,41.684547,312446580000.0,63.58064
309,1094202,32.861176,232254520000.0,133080080000.0,33.2067,238131460000.0,54.130203
310,1096784,119.01517,532684600000.0,769410100000.0,133.88245,1830991000000.0,222.82108
311,1096785,95.82787,607113500000.0,894281450000.0,136.28761,1752078100000.0,215.81033
312,1096786,85.615395,643508670000.0,1035742540000.0,138.03777,1556197700000.0,203.13087
313,1096787,68.910095,538724630000.0,656070540000.0,112.29224,993316630000.0,166.53955
314,1096788,55.598408,537580600000.0,633596740000.0,106.10443,882078600000.0,155.2146
315,1096789,48.575665,518520100000.0,570041570000.0,97.57765,793771500000.0,142.91254
316,1096790,46.234547,494292200000.0,514213640000.0,89.52214,718390560000.0,131.74307
317,1096791,43.64804,487457230000.0,488522940000.0,83.312675,679838600000.0,123.46944
318,1096792,47.163586,501447130000.0,446888970000.0,73.39662,684029640000.0,112.42004
319,1096793,45.74076,530125100000.0,486685570000.0,69.571396,673252600000.0,104.16377
320,1096794,35.802074,388858600000.0,406120070000.0,60.156136,542585400000.0,89.155106
321,1096795,29.74449,211652540000.0,176893250000.0,41.779415,259186570000.0,63.688175
322,1096796,30.447332,182228090000.0,127925490000.0,35.073402,218458540000.0,56.516125
323,1096797,24.201403,156827060000.0,121989930000.0,32.256363,184902040000.0,49.95345
324,1100438,105.02293,980857500000.0,1641197200000.0,177.33194,2724652600000.0,262.13263
325,1100439,103.02339,967148770000.0,1589660400000.0,170.5173,2608993000000.0,254.08661
326,1100440,99.336876,965665400000.0,1557289200000.0,163.9683,2496687800000.0,244.42966
327,1100441,92.59147,984900400000.0,1529120400000.0,157.18343,2434383000000.0,234.78285
328,1100442,84.16313,1004717000000.0,1486508800000.0,147.48592,2300299200000.0,220.20059
329,1100443,83.41365,961593500000.0,1361858400000.0,136.93498,2153540700000.0,207.5266
330,1100444,72.17093,1013811000000.0,1391095300000.0,131.37085,2015860000000.0,194.79974
331,1100445,69.30506,967148770000.0,1251817800000.0,120.426254,1886597200000.0,181.49796
332,1100446,66.29412,959838600000.0,1153338200000.0,110.93669,1728328100000.0,167.09439
333,1100447,65.902626,939304500000.0,1097702500000.0,99.03013,1710421000000.0,152.50064
