,filename,btdradius,btdintensity,n_total,n2d,n2d_error,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,asymmerror
269,RefL0050N0752galface_2166282.png,0.568716675026699,0.7997286244217336,1.5754831593822636,1.6027703217724312,,1.2324879340113097,0.9136631107231208,0.9136631107231208,0.00035498623578694136,0.005704094294447671,0.0025059572931667175,0.0019233619163257604,9,49.8965950012207,28.377025604248047,4557.483268530614,3644.749825167054,0.5765313134948403,0.11084775626659393,1.6908590183427388,121.33333333333333,55.69398907103825,0.24150108692847308,
270,RefL0050N0752galface_2353169.png,0.6292474410268664,0.8174267863064327,1.662534653032078,1.616019162624306,,1.5596098203821114,0.13414677386623666,0.13414677386623666,6.892833693259347e-05,0.0024917720371497388,0.0031813830777198257,0.0022848519284899465,3,43.48860168457031,27.36509132385254,5001.51634483832,4088.373432420284,0.5965800584978479,0.10689488798379898,1.787556758082147,122.32417582417582,53.7032967032967,0.15976591737917595,
271,RefL0050N0752galface_2340842.png,0.4273483458105277,0.6778286773692491,1.1746402574394348,1.2930643093185703,,0.7576854683767735,0.7351071899158423,0.7351071899158423,5.876218849655454e-05,0.0019766889098185385,0.00027276348951812924,0.0005789994221582671,115,65.614501953125,28.04024887084961,6433.502957281395,4360.812800385201,0.4596852864923832,0.10953222215175629,1.4372859423735365,125.3076923076923,64.64285714285714,0.36741854620463305,
272,RefL0050N0752galface_2107020.png,0.16224803874643956,0.4591756635318553,1.2615695337566033,1.9617707655863057,,1.025493530364422,5.112840829830427,5.112840829830427,7.087866181497197e-05,0.00012117318953685491,0.006421435494446688,0.003056110769356568,123,64.12667083740234,10.404426574707031,3550.4829101923197,1630.2953461460709,0.3164179158852676,0.04064229130744934,1.6940927827669052,119.34065934065934,54.6978021978022,0.14898139818208625,
273,RefL0050N0752galface_1885378.png,0.5817480120625098,0.7884453355516141,1.5370881916500183,1.6519080649593492,,1.3676728727369531,0.6118604577439296,0.6118604577439296,0.00014885201174493157,0.008234418799742354,0.002739084190186795,0.002312790688946856,4,49.90205001831055,29.030418395996094,5769.593221721157,4549.0088636962555,0.5717794338355031,0.11340007185935974,1.7085854221659877,122.33152173913044,55.69565217391304,0.23504756821924003,
274,RefL0050N0752galface_2039977.png,0.3351698392689165,0.5400288391245139,0.7143255772854292,1.113194855245535,,0.5002446720701358,0.8617249287284453,0.8617249287284453,0.00013749064315727908,0.0002901810345020368,0.0014119271603159989,0.0,260,53.27819061279297,17.857242584228516,4817.324354890795,2601.494079057924,0.2956184325045194,0.06975485384464264,1.3131680237483763,118.34972677595628,64.64480874316939,0.23833283284104315,
275,RefL0050N0752galface_2049603.png,0.6642549118322527,0.8243869514062796,1.445234009446346,1.4495813264672015,,1.4435153594118744,0.025543619123261342,0.025543619123261342,1.242770106578367e-05,0.028580110659368177,0.0003245402509429104,2.510328217585816e-05,24,46.44059371948242,30.848392486572266,6777.436572617813,5587.230274449823,0.5933717525723018,0.12050153315067291,1.7609125905568124,125.31521739130434,55.69565217391304,0.26564675777449864,
276,RefL0050N0752galface_1420772.png,0.5517066621810479,0.7850115337124589,1.4416216058094355,2.015266652684893,,0.9963737505340361,0.7875828629782615,0.7875828629782615,0.0005215851933956003,0.0010579634708034397,0.001840539872138484,0.0018536112816056394,18,42.29463577270508,23.334232330322266,4105.0604229752635,3222.519778622127,0.5608789479768896,0.09114934504032135,1.6204764986633735,115.3695652173913,54.701086956521735,0.19528138915489238,
277,RefL0050N0752galface_1865363.png,0.21256482807914084,0.3838412517164515,1.2900534891551025,1.7781874705517924,,1.0246022475924905,1.0800585171027062,1.0800585171027062,5.37801417617532e-05,0.0002572696465755186,0.0006147151218273781,0.0005375485647376037,141,47.702781677246094,10.139933586120605,4694.252184340995,1801.8476343101343,0.2370609208783606,0.039609115570783615,1.4383301705299982,127.2967032967033,65.63736263736264,0.16054643162282237,
278,RefL0050N0752galface_2020496.png,0.2500821246816399,0.5020097088546919,1.488577343517407,1.5795590538389954,,1.212540371037965,0.9519350061934204,0.9519350061934204,4.438982325830314e-05,0.0001524973825306631,0.0005849172593072405,0.00038181623477946897,69,47.87841033935547,11.97353458404541,3895.1368955943317,1955.3965389064788,0.33669942764546196,0.04677161946892738,1.5587693052787712,122.32417582417582,59.67032967032967,0.24983094742795342,
279,RefL0050N0752galface_1412734.png,0.26844220211510605,0.5340615906046506,1.9830326040151287,1.6036801827094294,,2.197818914197018,0.2664776381167079,0.2664776381167079,0.0006190994939412289,0.005553686135728908,9.68084278281743,0.0,25,50.152366638183594,13.463011741638184,3718.00527467451,1985.64381086915,0.4357607725858051,0.052589889615774155,1.942999912089471,114.36813186813187,46.74175824175824,0.33493613495616503,
280,RefL0050N0752galface_1839986.png,0.3594946360500905,0.5048253223361482,0.7549515253848866,0.8358644378072582,,0.48710008398691845,0.8927043717935869,0.8927043717935869,8.130350522320349e-05,0.00022649020242306373,0.0005094324261540467,0.0,209,59.5308837890625,21.401033401489258,6421.277809083102,3241.6236397803323,0.30788364546438396,0.08359778672456741,1.3367344123070435,123.32972972972973,66.63783783783784,0.271462128501105,
281,RefL0050N0752galface_1832357.png,0.6601879005026904,0.8246164915457697,1.5166649521932387,1.7065472063800857,,1.2424503085085705,0.877952851968348,0.877952851968348,6.73745950063739e-05,0.0091696163307346,0.0005923435682830151,0.00041841158591921033,7,50.52237319946289,33.3542594909668,5299.072486277824,4369.702562081138,0.5990677381878734,0.13029007613658905,1.6877341474487182,123.31868131868131,56.68681318681319,0.2250250407214326,
282,RefL0050N0752galface_1828924.png,0.37733779575132087,0.6946370850308401,1.3070232739550187,3.3927463091746297,,1.2419128191677034,1.2736778815547705,1.2736778815547705,0.00038943968400905073,0.00040510750404960054,0.005842724765887767,0.005023778836103171,0,41.60839080810547,15.700418472290039,2465.98510528526,1712.9647052648224,0.511321103973186,0.061329759657382965,1.6323855893823032,122.32417582417582,57.681318681318686,0.2638994754500899,
