,DescGalaxyID,SF_MassWeightedTemperature,NSF_MassWeightedTemperature
873,1252284,19758.768,596819.06
874,1252285,22018.602,519496.1
875,1252286,20682.771,370570.84
876,1252287,14050.482,229735.52
877,1252288,11209.097,209201.3
878,1252289,11914.46,162727.72
879,1254396,18978.25,926007.2
880,1254399,14284.41,145127.94
881,1254400,14529.219,161122.39
882,1254401,12584.429,154641.61
883,1254402,12185.84,108248.96
884,1254403,11625.91,132394.33
885,1254404,13042.339,137395.67
886,1254405,13462.227,101858.03
887,1254406,12827.507,90152.75
888,1254407,13469.693,96715.93
889,1255350,6258.715,427005.75
890,1255351,6979.3135,395202.56
891,1255352,8008.7505,376202.7
892,1255353,8493.261,371030.72
893,1255354,7807.0786,282603.88
894,1255355,9021.767,239561.02
895,1255356,11978.637,222430.31
896,1255357,13099.14,188535.6
897,1255358,13882.217,176728.22
898,1255359,15416.482,141933.52
899,1255360,21401.475,99558.5
900,1255361,18308.95,87586.02
901,1256611,11191.421,249913.31
902,1256612,9208.26,186018.34
903,1256613,11474.307,142745.95
904,1256614,15001.037,118359.164
905,1256615,9782.665,107839.16
906,1256616,7804.126,99925.97
907,1256617,9928.349,99482.875
908,1256618,9564.163,123112.3
909,1256619,11076.236,91318.57
910,1256622,10313.69,39057.633
911,1257783,7157.7295,94208.33
912,1257784,7969.566,100525.12
913,1257785,10680.931,97882.42
914,1257786,10029.246,181251.48
915,1257789,14536.676,273148.75
916,1257790,14435.908,246358.34
917,1257791,18501.986,223403.45
918,1257792,19125.414,169176.06
919,1257793,23137.773,131571.95
920,1259774,5767.771,230162.16
921,1259775,5764.26,232433.56
922,1259776,5480.1914,221498.17
923,1259777,6196.2173,243283.88
924,1259778,6708.304,217338.25
925,1259779,7204.495,201253.3
926,1259780,7896.082,201147.56
927,1259781,8431.93,178393.47
928,1259782,9182.925,151250.6
929,1259783,9825.671,104148.33
930,1259784,10480.232,99851.02
931,1259785,12049.813,90922.016
932,1259786,10751.736,68076.13
933,1259787,12378.835,72237.35
934,1259788,15506.826,46116.348
935,1262323,5129.2383,245789.16
936,1262324,5756.3823,234197.78
937,1262325,5391.4243,201685.8
938,1262326,5700.901,158415.92
939,1262327,6319.4653,109620.195
940,1262328,7058.199,112056.52
941,1262329,7925.8945,109676.61
942,1262330,8670.195,102016.83
943,1262331,9327.584,85115.95
944,1262332,9961.282,94576.016
945,1262333,9660.689,78482.1
946,1262334,10349.784,76513.555
947,1262335,10805.826,60271.027
948,1262336,10592.637,47075.945
949,1262337,10831.849,39020.902
950,1263380,5575.4395,393561.3
951,1263381,8498.778,447519.75
952,1263382,15042.861,508047.53
953,1263383,11403.217,462353.97
954,1263384,12140.292,426974.34
955,1263385,11656.138,291706.66
956,1263386,10069.839,204264.77
957,1263387,19881.84,158335.48
958,1263388,37837.734,176908.53
959,1263389,34207.83,151804.62
960,1265663,5327.7524,509265.16
961,1265664,5872.0435,499834.6
962,1265665,5865.6797,432999.97
963,1265666,6972.1133,353402.47
964,1265667,6964.296,351617.75
965,1265668,8477.596,345083.78
966,1265669,9247.759,284255.2
967,1265670,9368.084,207388.7
968,1265671,10931.976,183383.2
969,1265672,12140.646,144775.31
970,1265673,13288.399,137080.9
971,1265674,11138.053,120143.2
972,1265675,12391.18,92579.04
973,1267247,7157.0415,460459.53
974,1267248,7459.2246,383634.0
975,1267249,8949.264,347084.47
976,1267250,9532.383,342247.25
977,1267251,10841.285,302275.4
978,1267252,12502.216,256695.77
979,1267253,12383.214,191472.11
980,1267254,12694.288,182325.11
981,1267255,13551.3545,148001.77
982,1267257,13119.262,42065.89
983,1269167,16283.573,629271.4
984,1269168,9432.859,392905.78
985,1269169,9866.126,303615.34
986,1269170,10455.55,240503.39
987,1269171,10993.432,208822.4
988,1269172,12022.319,206176.4
989,1269173,9081.193,163106.84
990,1269174,10374.872,116030.03
991,1269175,11741.283,88206.64
992,1269176,11058.745,56217.652
993,1269177,11016.465,54039.695
994,1269178,10855.005,39271.605
995,1270752,5608.2285,549432.3
996,1270753,5845.3696,523072.7
997,1270754,6655.2144,517703.3
998,1270755,6755.7383,506470.0
999,1270756,7027.797,486633.2
1000,1270757,8922.305,482906.38
1001,1270758,11185.291,486785.12
1002,1270759,15417.313,502469.72
1003,1270760,14450.507,460490.25
1004,1270761,18414.625,394609.94
1005,1270762,13717.624,229148.62
1006,1270763,13803.26,155245.38
1007,1270764,16271.817,159373.72
1008,1270765,13857.398,169519.89
1009,1270766,12128.666,91227.7
1010,1272611,7272.315,492645.7
1011,1272612,6756.424,500031.38
1012,1272613,7768.3867,456030.22
1013,1272614,7409.996,370872.94
1014,1272615,18251.44,307798.38
1015,1272616,11498.315,324258.94
1016,1272617,11918.791,305799.25
1017,1272618,10998.571,308188.9
1018,1272619,13207.136,208996.38
1019,1272620,12097.802,172358.72
1020,1272621,12900.829,154266.2
1021,1272622,12527.56,102972.07
1022,1272623,10558.857,56592.645
1023,1272624,15346.872,48138.72
1024,1276919,9588.769,560153.94
1025,1276920,9464.566,496999.12
1026,1276921,7758.435,435008.75
1027,1276922,8337.305,421747.5
1028,1276923,8618.849,388340.84
1029,1276924,9653.911,354916.12
1030,1276925,18159.242,308032.25
1031,1276926,12692.813,263695.3
1032,1276927,15095.485,202703.94
1033,1276928,11632.118,154129.02
1034,1276929,25381.506,116025.74
1035,1276930,12476.6455,114672.0
1036,1278811,11883.431,309474.16
1037,1278812,9706.621,301595.0
1038,1278813,13038.533,291600.75
1039,1278814,8935.971,236080.62
1040,1278815,13419.23,186681.56
1041,1278816,10623.098,178931.75
1042,1278817,10348.716,101689.914
1043,1278818,12818.015,74733.7
1044,1278819,11479.004,64107.258
1045,1278820,10301.84,59625.777
1046,1278821,11451.913,47234.164
1047,1278822,10871.3545,40110.957
1048,1279991,6810.813,436550.16
1049,1279992,6058.824,375765.1
1050,1279993,6631.6987,358264.44
1051,1279994,7240.725,349385.25
1052,1279995,9966.473,313872.72
1053,1279996,8967.535,283613.44
1054,1279997,9675.747,223375.88
1055,1279998,12320.66,188515.61
1056,1279999,13189.341,166225.47
1057,1280000,11800.351,173274.9
1058,1280001,13449.254,141255.69
1059,1280002,11833.79,77967.734
1060,1280003,12892.948,72928.0
1061,1280004,11763.203,54857.06
1062,1282459,9935.314,644381.94
1063,1282460,11057.392,623413.94
1064,1282461,13354.624,668579.5
1065,1282462,14793.785,653214.8
1066,1282465,8367.982,228504.19
1067,1282466,9806.133,172160.58
1068,1282467,9327.464,151508.25
1069,1282469,11526.631,85697.7
1070,1282471,10376.453,53084.383
1071,1282472,10020.507,47192.254
1072,1282473,15002.283,50583.72
1073,1284998,20567.67,68952.67
1074,1284999,9852.628,68339.13
1075,1285000,9002.763,83817.664
1076,1285001,10654.764,71186.02
1077,1285002,13173.504,59525.35
1078,1285003,17892.059,81745.016
1079,1285004,13622.821,64552.44
1080,1285005,11464.965,50300.324
1081,1285418,6572.6035,528492.8
1082,1285419,7373.4766,337552.22
1083,1285420,7366.2085,371948.1
1084,1285421,8210.682,449901.94
1085,1285422,6457.7925,421325.47
1086,1285423,6918.57,250124.27
1087,1285424,8601.013,179357.98
1088,1285425,8011.6543,151721.52
1089,1285426,9168.305,151925.39
1090,1285427,8855.273,139971.67
1091,1285428,9374.551,155102.56
1092,1285429,11845.921,153378.22
1093,1285430,9459.42,84019.26
1094,1285431,10923.116,67657.75
1095,1285432,12437.858,57019.19
1096,1285433,10759.185,54950.547
1097,1286743,11239.299,302198.38
1098,1286744,8910.112,293706.97
1099,1286745,8897.364,238484.5
1100,1286746,9533.624,195664.66
1101,1286747,10643.392,163762.2
1102,1286748,10241.41,124602.4
1103,1286749,10426.162,110342.2
1104,1286750,11598.298,93876.26
1105,1286751,10619.509,87650.836
1106,1286752,12819.154,90782.5
1107,1286753,11096.791,112926.5
1108,1286754,11071.567,59801.49
1109,1288285,12630.024,239959.17
1110,1288287,12203.189,109990.22
1111,1288288,10971.343,60187.03
1112,1288290,17183.07,54775.883
1113,1288292,12063.904,39681.773
1114,1288293,10064.561,36389.953
1115,1289454,6017.186,255090.33
1116,1289455,7699.718,281687.9
1117,1289456,10349.598,343393.56
1118,1289457,14627.95,401021.62
1119,1289458,11380.905,360458.22
1120,1289459,8172.5107,363406.62
1121,1289460,10950.143,374336.94
1122,1289461,12479.5,304334.34
1123,1289462,15495.315,282259.06
1124,1289463,11229.769,243435.52
1125,1289465,10892.401,94663.734
1126,1289466,9900.791,77675.09
1127,1289467,10767.6045,60277.723
1128,1289468,12518.399,41232.633
1129,1289469,10199.652,36336.715
1130,1291125,10407.538,272009.06
1131,1291126,10980.097,241428.78
1132,1291127,11839.894,229334.56
1133,1291128,12589.518,230036.44
1134,1291129,9776.061,212422.53
1135,1291130,8911.121,148801.45
1136,1291131,8850.624,111681.68
1137,1291132,9186.569,98061.72
1138,1291133,8963.716,90355.766
1139,1291134,10098.395,88701.99
1140,1291135,10581.741,70037.6
1141,1291136,10461.44,75277.95
1142,1291137,9903.255,55453.46
1143,1292259,5049.6973,279946.16
1144,1292260,5695.46,245063.8
1145,1292261,5687.632,225864.2
1146,1292262,5073.446,222244.73
1147,1292263,5667.51,168429.33
1148,1292264,5896.8936,181136.86
1149,1292265,6511.8086,163188.36
1150,1292266,7198.7563,138149.12
1151,1292267,7060.364,121697.39
1152,1292268,8620.398,97436.84
1153,1292269,9454.124,91183.52
1154,1292270,10254.501,87660.21
1155,1292271,10579.847,78341.52
1156,1292272,10799.422,64929.734
1157,1292273,10020.223,51924.395
1158,1294100,10822.275,323042.94
1159,1294101,9514.549,327648.22
1160,1294102,7671.4937,286740.75
1161,1294103,7963.072,243078.31
1162,1294104,9930.453,218351.62
1163,1294105,9893.989,221691.95
1164,1294106,10939.244,208372.1
1165,1294107,13844.97,196453.5
1166,1294108,11797.7,165558.95
1167,1294109,10770.307,105641.375
1168,1294110,10851.418,71406.96
1169,1294111,11107.244,75263.61
1170,1294112,11383.028,62838.363
1171,1294113,11435.436,62227.617
1172,1296351,7720.0083,581122.2
1173,1296352,10710.875,513633.94
1174,1296353,10164.556,507827.6
1175,1296354,10996.187,377888.12
1176,1296355,8699.006,344132.66
1177,1296356,7679.9634,337184.62
1178,1296357,8507.073,320622.1
1179,1296358,9002.636,270965.84
1180,1296359,10520.841,255434.88
1181,1296360,9675.103,245759.62
1182,1296361,10217.291,176382.81
1183,1296363,13345.417,217933.0
1184,1296364,11115.195,62745.63
1185,1296365,10096.594,49718.117
1186,1296366,11445.992,49213.83
1187,1298133,5068.2173,530057.75
1188,1298134,5505.9575,514034.44
1189,1298135,5904.3564,516636.44
1190,1298136,6919.8467,525025.4
1191,1298137,9525.189,547596.0
1192,1298138,8676.14,610143.1
1193,1298139,7984.458,592457.4
1194,1298142,8190.167,158910.14
1195,1298143,9363.874,160306.83
1196,1298144,10809.53,163981.77
1197,1298145,12890.104,116909.64
1198,1298146,10880.1045,109181.17
1199,1298147,11339.628,91491.83
1200,1298148,10874.415,86997.086
1201,1299998,6245.6943,541301.06
1202,1299999,5889.3945,396771.66
1203,1300000,6186.268,292887.72
1204,1300001,7600.299,262070.56
1205,1300002,5937.787,255465.44
1206,1300003,6978.5103,220107.89
1207,1300004,7597.2744,208945.19
1208,1300005,8197.383,217361.56
1209,1300006,8938.95,197202.75
1210,1300007,8049.4414,154066.03
1211,1300008,8726.208,153249.56
1212,1300009,9087.833,144015.25
1213,1300010,11395.27,115886.8
1214,1300011,11327.234,94678.3
1215,1300012,11486.552,72044.52
1216,1300013,11107.851,61334.066
1217,1301768,5045.7256,420506.72
1218,1301769,5159.8354,365963.75
1219,1301770,5634.0234,340150.22
1220,1301771,5926.7607,360503.38
1221,1301772,6653.853,373982.62
1222,1301773,7311.672,320074.88
1223,1301774,8693.128,281552.97
1224,1301775,11076.369,328825.34
1225,1301776,10925.732,322516.22
1226,1301777,11238.294,279488.3
1227,1301778,14488.699,213790.73
1228,1301779,9132.394,188786.56
1229,1301780,12277.502,164171.14
1230,1301781,10485.536,161747.06
1231,1301782,13906.096,127982.3
1232,1301783,10593.973,71483.29
1233,1303173,4984.2363,407595.84
1234,1303174,5464.894,409741.88
1235,1303175,6263.599,370317.38
1236,1303176,6100.018,274433.3
1237,1303177,6839.5806,224795.66
1238,1303178,6728.6772,174802.39
1239,1303179,7282.2593,127502.72
1240,1303180,8517.299,106425.3
1241,1303181,7867.107,84228.586
1242,1303182,7904.323,73752.43
1243,1303183,8749.706,94652.96
1244,1303184,11149.012,99684.5
1245,1303185,13244.676,88092.09
1246,1303186,9724.617,60481.0
1247,1303187,10257.973,55951.273
1248,1303188,10855.34,50590.67
1249,1304142,5706.9336,237099.38
1250,1304143,5793.852,384270.56
1251,1304144,6310.371,375151.94
1252,1304145,6352.1235,366151.94
1253,1304146,6913.697,365621.84
1254,1304147,8597.728,332598.78
1255,1304148,16955.105,321988.62
1256,1304149,9894.451,281195.44
1257,1304150,12098.011,246241.34
1258,1304152,8794.866,94758.83
1259,1304153,9409.37,97968.37
1260,1304154,9757.74,53205.266
1261,1304155,12595.65,51137.83
1262,1304156,11450.303,43698.473
1263,1304157,10421.934,43003.707
1264,1305519,4907.2026,454483.56
1265,1305520,5201.8315,451191.38
1266,1305521,5634.3936,467980.53
1267,1305522,6338.4795,455101.53
1268,1305523,7279.945,434330.53
1269,1305524,7444.5522,383719.9
1270,1305525,7430.125,337744.12
1271,1305526,9223.254,281814.2
1272,1305527,9810.799,259986.22
1273,1305528,13846.461,254167.11
1274,1305529,22751.828,238169.78
1275,1305530,10493.8955,244133.06
1276,1305531,10703.644,178235.39
1277,1305532,10367.681,131951.53
1278,1305533,11781.76,85541.445
1279,1305534,10225.946,50392.066
1280,1308772,5717.424,422711.44
1281,1308773,5784.291,454280.94
1282,1308774,11051.796,440491.4
1283,1308775,13735.592,430588.9
1284,1308776,9404.087,425617.28
1285,1308777,12469.051,357716.06
1286,1308778,10876.335,244844.62
1287,1308779,15738.926,139307.62
1288,1308780,13240.732,93940.625
1289,1308781,12044.121,77318.67
1290,1308782,9504.371,61628.844
1291,1308783,11644.443,57503.777
1292,1308784,10816.284,64941.785
1293,1308785,10807.417,54319.746
1294,1308786,11359.877,36734.297
1295,1308787,10119.347,34689.01
1296,1310395,9040.49,570217.6
1297,1310396,6732.594,636375.7
1298,1310397,7200.1567,658491.7
1299,1310398,6368.648,512818.38
1300,1310399,7307.385,382986.8
1301,1310400,8469.598,281591.88
1302,1310401,14174.49,245734.64
1303,1310402,18463.465,240227.56
1304,1310403,8063.287,227343.08
1305,1310404,7939.6978,212739.88
1306,1310406,9370.499,73610.3
1307,1310407,10644.929,62474.95
1308,1310408,11508.238,54596.29
1309,1310409,10173.161,60034.594
1310,1310410,12193.909,48692.65
1311,1313449,5661.4644,526923.06
1312,1313450,5847.9775,512943.7
1313,1313451,6206.4097,481648.56
1314,1313452,6614.867,454640.25
1315,1313453,7219.7603,470601.78
1316,1313454,8780.991,455598.34
1317,1313455,12243.538,444824.47
1318,1313456,8299.958,423175.28
1319,1313457,8959.925,481457.2
1320,1313458,8411.92,432449.5
1321,1313459,10053.527,286997.34
1322,1313460,12476.411,207317.33
1323,1313461,11904.488,136105.03
1324,1313462,10454.324,111133.7
1325,1313463,11429.753,148835.61
1326,1313464,11777.696,103345.54
1327,1315366,4765.133,524027.5
1328,1315367,4882.364,585808.4
1329,1315368,5517.3135,671527.3
1330,1315369,5675.545,614225.0
1331,1315370,6305.485,456430.78
1332,1315371,6793.705,378612.16
1333,1315372,7580.0703,364308.84
1334,1315373,8070.882,351125.22
1335,1315374,9210.262,364708.75
1336,1315375,9509.513,321024.9
1337,1315376,10360.925,262602.2
1338,1315377,10476.266,232220.61
1339,1315378,12067.015,149252.83
1340,1315379,11970.772,112827.74
1341,1315380,10795.16,68960.336
1342,1315381,11259.533,74313.05
1343,1317107,6151.134,601241.6
1344,1317108,6550.7163,561357.9
1345,1317109,8232.008,564888.3
1346,1317110,7675.6772,575504.94
1347,1317111,7737.666,548029.0
1348,1317112,8104.805,466563.53
1349,1317113,7750.1523,449911.34
1350,1317114,7965.4717,381144.25
1351,1317115,9497.24,282165.84
1352,1317116,9491.091,211502.11
1353,1317117,10878.483,180890.52
1354,1317118,10633.517,125469.05
1355,1317119,13104.19,85200.48
1356,1317120,9737.842,78425.5
1357,1317121,10805.497,87467.97
1358,1317122,12836.667,111050.2
1359,1318446,5100.512,449315.8
1360,1318447,5900.6724,455208.38
1361,1318448,6255.8467,416548.78
1362,1318449,6290.105,352811.03
1363,1318450,6003.293,285182.94
1364,1318451,6966.2007,249637.31
1365,1318452,6469.7646,256084.73
1366,1318453,7034.284,246072.1
1367,1318454,14954.225,291111.88
1368,1318455,7253.3853,313067.1
1369,1318456,17817.84,229889.05
1370,1318457,14770.086,126087.74
1371,1318458,12457.784,73374.945
1372,1318459,11375.629,76800.555
1373,1318460,13866.62,72466.97
1374,1318461,13782.365,53881.77
1375,1319910,5269.0234,386674.12
1376,1319911,6213.0938,365853.25
1377,1319912,7865.4546,365540.47
1378,1319913,7570.382,377586.28
1379,1319914,7987.6304,388445.72
1380,1319915,8153.5454,322568.94
1381,1319916,7000.9795,278469.47
1382,1319917,8767.37,206796.25
1383,1319919,9378.597,100059.664
1384,1319920,8874.392,116417.71
1385,1319921,9396.834,112390.37
1386,1319922,15795.453,91456.87
1387,1319923,9740.13,90756.24
1388,1319924,10075.955,122408.91
1389,1319925,11191.676,54635.617
1390,1321633,6052.878,391041.5
1391,1321634,6139.3857,388837.7
1392,1321635,5722.136,374346.78
1393,1321636,5602.0283,313310.16
1394,1321637,6145.487,239187.47
1395,1321638,6561.704,182806.25
1396,1321639,7360.868,163150.73
1397,1321640,8338.538,166860.44
1398,1321641,8634.671,171662.25
1399,1321642,9011.371,167417.53
1400,1321643,11968.0,171198.05
1401,1321644,13255.835,142641.4
1402,1321645,12252.712,87541.99
1403,1321646,12882.303,68616.4
1404,1321647,11553.074,91501.914
1405,1321648,11544.561,69126.59
1406,1323006,4988.7773,758751.1
1407,1323007,5222.999,824431.2
1408,1323008,5992.743,749116.7
1409,1323009,5922.2314,532072.25
1410,1323010,6128.3,514952.56
1411,1323011,6538.0776,497483.62
1412,1323012,7548.3706,487441.06
1413,1323013,8571.772,466341.7
1414,1323014,11136.895,441157.22
1415,1323015,14063.093,393764.84
1416,1323016,9548.276,250637.62
1417,1323017,10829.7705,173119.98
1418,1323018,12898.424,117935.664
1419,1323021,11534.9795,72973.59
1420,1324458,5384.7964,632905.8
1421,1324459,5834.1387,647716.44
1422,1324460,6688.0903,638159.3
1423,1324461,7217.911,584206.5
1424,1324462,7654.393,540131.3
1425,1324463,7228.682,525309.9
1426,1324464,8493.333,453938.44
1427,1324465,8027.8853,396013.03
1428,1324466,8736.946,360959.9
1429,1324467,9224.157,324996.5
1430,1324468,10007.25,251609.3
1431,1324469,13488.362,237663.98
1432,1324470,23798.596,208985.58
1433,1324471,13791.518,151073.14
1434,1324472,14539.449,136125.81
1435,1324473,11646.35,120263.4
1436,1326297,5874.842,668404.4
1437,1326298,6019.636,646370.0
1438,1326299,6166.4463,647367.06
1439,1326300,5864.096,623985.6
1440,1326301,6285.821,557073.3
1441,1326302,6468.2266,529596.2
1442,1326303,7308.1743,510003.88
1443,1326304,8283.673,479537.47
1444,1326305,9046.383,438512.1
1445,1326306,10098.427,443640.1
1446,1326307,14455.1455,491627.53
1447,1326308,13573.863,432599.22
1448,1326309,13479.811,319230.84
1449,1326310,14588.717,252876.97
1450,1326311,12375.478,180629.89
1451,1326312,14303.476,179954.61
1452,1328207,6027.0024,312319.44
1453,1328208,5087.769,313568.2
1454,1328209,7609.2476,337755.75
1455,1328210,18922.123,388774.75
1456,1328211,8583.023,356008.5
1457,1328212,7441.5747,201293.05
1458,1328213,7527.4595,156769.02
1459,1328214,8067.1694,127024.2
1460,1328215,8787.636,130317.99
1461,1328216,9240.436,137869.97
1462,1328217,8447.859,101819.836
1463,1328218,8867.281,106455.375
1464,1328219,11094.936,83745.15
1465,1328220,10447.025,77831.72
1466,1328221,12088.027,76716.75
1467,1328222,12314.572,49233.867
1468,1329643,5705.6875,483111.84
1469,1329644,6782.665,506052.06
1470,1329645,6134.875,389234.7
1471,1329646,7279.9316,368101.7
1472,1329647,7344.4746,356877.44
1473,1329648,7371.038,299217.8
1474,1329649,8046.393,277742.44
1475,1329650,8076.755,243888.67
1476,1329651,8987.191,215276.27
1477,1329652,10164.999,185642.1
1478,1329653,11570.212,170725.61
1479,1329654,13217.688,160328.52
1480,1329655,16873.51,150391.1
1481,1329656,10197.654,149025.19
1482,1329657,13994.305,135443.84
1483,1329658,12277.706,80512.22
1484,1330646,5124.632,351832.53
1485,1330647,6652.5156,378097.16
1486,1330648,6739.1978,390564.16
1487,1330649,10564.208,415795.78
1488,1330650,10421.926,432082.03
1489,1330651,12767.071,451134.25
1490,1330652,13829.173,423571.56
1491,1330653,9778.859,431739.44
1492,1330654,9417.713,469572.12
1493,1330656,10255.615,187231.67
1494,1330657,13536.062,169266.47
1495,1330658,12481.344,131590.53
1496,1330659,9981.911,90934.914
1497,1330660,11785.676,84218.26
1498,1330661,10625.092,88947.01
1499,1332620,5717.6196,351950.88
1500,1332628,8323.868,116056.55
1501,1332629,7556.6787,106871.25
1502,1332630,8599.828,83149.21
1503,1332631,9012.789,71284.055
1504,1332632,10700.096,76825.62
1505,1332633,9902.92,56138.41
1506,1332634,10736.112,58798.156
1507,1332635,10870.855,50808.336
1508,1335280,7275.83,442959.03
1509,1335281,6385.752,476463.84
1510,1335282,8083.752,587794.9
1511,1335283,10358.46,654621.25
1512,1335284,8365.114,742494.3
1513,1335285,7722.0435,822896.5
1514,1335286,7973.362,678909.0
1515,1335287,7802.374,535176.3
1516,1335288,9122.437,437989.06
1517,1335289,8850.6045,346935.5
1518,1335290,10084.627,273247.62
1519,1335291,11609.433,209804.56
1520,1335292,12779.589,165151.98
1521,1335293,12252.596,110148.305
1522,1335294,18645.652,88757.68
1523,1335295,13225.758,73400.47
1524,1337479,9811.007,742631.9
1525,1337480,9735.095,560632.7
1526,1337481,8469.839,555422.3
1527,1337482,9248.327,533225.0
1528,1337483,9584.672,447630.5
1529,1337484,14683.362,430445.22
1530,1337485,8785.484,415540.66
1531,1337486,8394.425,237980.38
1532,1337487,7654.1035,146274.39
1533,1337488,7936.3857,113064.02
1534,1337489,7755.981,111396.71
1535,1337490,9780.475,99003.7
1536,1337491,14546.939,117179.88
1537,1337492,11660.325,83681.54
1538,1337493,10256.973,80645.43
1539,1337494,10628.107,92000.695
1540,1339145,10214.587,333346.94
1541,1339146,7009.65,289747.53
1542,1339147,8296.35,245707.08
1543,1339148,7865.7173,208353.31
1544,1339149,7896.8345,207545.75
1545,1339150,8902.052,176232.86
1546,1339151,11156.667,166356.55
1547,1339152,10849.6,138653.78
1548,1339153,9561.313,120011.24
1549,1339154,10536.697,89753.27
1550,1339155,10221.708,83841.22
1551,1339156,8531.284,77201.13
1552,1339157,8926.877,53108.836
1553,1339158,10473.89,58035.676
1554,1339159,10060.778,54686.434
1555,1339160,10099.979,58905.504
1556,1340561,5435.757,451913.22
1557,1340562,5278.0493,496977.5
1558,1340563,7791.9614,463429.8
1559,1340564,9053.37,440840.47
1560,1340565,9230.821,416097.62
1561,1340566,11102.525,523098.8
1562,1340567,10110.132,516031.06
1563,1340568,9364.972,474726.6
1564,1340569,11837.06,399042.84
1565,1340570,9987.584,146841.1
1566,1340571,9944.882,92905.57
1567,1340572,9903.513,61431.176
1568,1340573,13020.628,33438.54
1569,1340574,11365.637,31537.262
1570,1340575,10529.157,34028.156
1571,1340576,10703.194,33034.39
1572,1342257,5822.961,180894.98
1573,1342258,6101.6807,182866.2
1574,1342259,6187.7017,182674.8
1575,1342260,6190.198,177951.27
1576,1342261,6015.4097,156921.75
1577,1342262,7755.193,165640.05
1578,1342263,10825.689,177085.22
1579,1342264,9620.726,188402.6
1580,1342265,10571.55,189011.03
1581,1342266,12324.004,196486.4
1582,1342267,10439.065,207354.4
1583,1342268,11780.591,137364.47
1584,1342269,9899.705,95558.91
1585,1342270,10999.566,84795.96
1586,1342271,11006.427,76877.3
1587,1342272,11900.914,59071.266
1588,1343641,5638.3145,483778.25
1589,1343642,6210.659,477433.56
1590,1343643,6406.2305,464404.22
1591,1343644,6076.8193,461708.44
1592,1343645,7018.8306,443372.75
1593,1343646,7489.0283,469607.84
1594,1343647,8241.832,455795.06
1595,1343648,9323.708,408572.84
1596,1343649,10213.272,344303.8
1597,1343650,12091.934,263227.84
1598,1343651,11356.559,208738.3
1599,1343652,12562.602,179893.58
1600,1343653,16214.631,143440.61
1601,1343654,11463.29,117492.0
1602,1343655,10474.208,98822.13
1603,1343656,14666.009,109395.27
1604,1347069,5807.503,253743.44
1605,1347070,5444.1406,165012.83
1606,1347071,5031.362,114019.72
1607,1347072,6200.925,202479.86
1608,1347073,5341.747,194481.58
1609,1347074,6957.6216,169611.53
1610,1347075,7196.8994,147231.08
1611,1347076,7367.551,143733.52
1612,1347077,8685.495,119125.15
1613,1347078,9059.811,133471.53
1614,1347079,13445.322,168040.48
1615,1347080,20209.61,172883.95
1616,1347081,10961.029,183347.95
1617,1347082,16068.742,167032.61
1618,1347083,10755.646,69810.86
1619,1347084,19698.975,73097.42
1620,1348196,5297.2056,382901.38
1621,1348197,5256.4663,346417.12
1622,1348198,5988.779,323732.34
1623,1348199,6202.973,316410.3
1624,1348200,6830.5864,325576.84
1625,1348201,6789.422,288721.56
1626,1348202,9192.824,294570.4
1627,1348203,9143.135,363572.44
1628,1348204,11807.867,424321.3
1629,1348205,25157.506,383621.22
1630,1348206,9600.86,162993.8
1631,1348207,9267.099,112543.69
1632,1348208,9277.915,78166.27
1633,1348209,10475.439,82448.72
1634,1348210,10113.157,74247.65
1635,1348211,10328.108,70125.27
1636,1351451,6419.636,432577.78
1637,1351452,7183.683,437409.62
1638,1351456,7166.9253,140015.58
1639,1351457,7794.749,127027.3
1640,1351458,7942.7764,128269.07
1641,1351459,8612.513,113204.13
1642,1351460,8989.187,105768.41
1643,1351461,11925.427,90143.914
1644,1351462,10407.193,106903.414
1645,1351463,14449.328,111060.7
1646,1351464,9836.878,73387.46
1647,1351465,10215.701,41403.918
1648,1351466,10949.027,42652.76
1649,1355100,5316.9346,387786.72
1650,1355101,5213.36,392617.16
1651,1355102,5684.418,399946.7
1652,1355103,6499.5303,396917.84
1653,1355104,6614.6167,360839.16
1654,1355105,6766.0596,353085.4
1655,1355106,11635.681,369833.38
1656,1355107,8861.832,351834.4
1657,1355108,8137.347,359435.0
1658,1355109,9672.853,347157.03
1659,1355110,25809.408,435499.94
1660,1355111,14464.824,364215.94
1661,1355112,18455.434,211688.27
1662,1355113,16615.85,134660.98
1663,1355114,14017.185,113752.29
1664,1355115,11342.505,79621.11
1665,1356612,5636.492,424830.56
1666,1356613,5490.002,456502.9
1667,1356614,5952.676,379840.4
1668,1356615,6138.3887,324149.34
1669,1356616,6519.2246,244506.7
1670,1356617,6564.6597,192048.66
1671,1356618,6791.405,190962.56
1672,1356619,7311.244,194807.48
1673,1356620,7868.31,202550.58
1674,1356621,8753.204,219784.38
1675,1356622,10404.75,198735.16
1676,1356623,12721.248,204291.38
1677,1356624,13770.935,168566.14
1678,1356625,9148.488,147406.25
1679,1356626,15500.429,130855.19
1680,1356627,11407.986,112669.69
1681,1365291,5739.982,628145.7
1682,1365292,5891.2095,645363.44
1683,1365293,6148.78,537344.3
1684,1365294,5724.7275,459943.47
1685,1365295,6447.9146,356221.97
1686,1365296,6253.052,282242.53
1687,1365297,7316.769,270135.72
1688,1365298,7818.9575,254997.62
1689,1365299,7767.9014,232266.38
1690,1365300,8651.054,209803.34
1691,1365301,10271.836,170037.98
