,Unnamed: 0,z,Z,face,mass,DiscToTotal,HalfMassRadius,VelDisp,BHmass,SFR,name1,filename,image,bthradius,bthintensity,n_total,n_haloa,n_bulgea,n_halo,n_bulge,n_bulge_exp,n_total_error,n_haloa_error,n_bulgea_error,n_halo_error,n_bulge_error,n_bulge_exp_error,star_count,haloradius,bulgeradius,halo_intensity,bulge_intensity,btotalintensity,btotalradius
0,0,2.220446e-16,0.01593308,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_971267.png,10051157000.0,0.5923171453743077,6.3165154,70.62631,2449352.8,0.77674705,galface_971267.png,RecalL0025N0752galface_971267.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_971267.png,0.13597507107786616,0.328637487375491,0.8753273878464813,0.48420854496530424,0.280722962225859,0.657150543681877,0.5344513228333994,0.5344513228333994,0.00042320175200032107,0.07253919406466892,0.06605552569718351,0.0005336377808809432,0.009412485930463852,0.0,67,76.52433013916016,10.405401229858398,5552.631533886774,1824.8028756184679,0.28061476432817084,0.04064609855413437
1,1,2.220446e-16,0.02203542,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_1033394.png,10099614000.0,0.2627137698379327,1.8267650000000002,74.22707,4040950.2,0.5385541,galface_1033394.png,RecalL0025N0752galface_1033394.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_1033394.png,0.18258916517922336,0.6454967006314623,1.4637018348575817,0.8978564161972771,0.49120223249914285,1.361446659572564,2.6502361942633526,2.6502361942633526,0.0034685133637255157,1.3890552221784276,0.11883390116724396,0.017875745773649192,56.55846702386375,0.015116033540252278,65,72.62092590332031,13.259794235229492,2578.8193551969584,1664.6193853041916,0.48200976282232705,0.051796071231365204
2,2,2.220446e-16,0.016808622,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_950105.png,10503151000.0,0.4940024053314816,3.1080685000000003,73.2605,1855553.0,1.1127219,galface_950105.png,RecalL0025N0752galface_950105.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_950105.png,0.185455585822413,0.43699699252749297,1.1585327124382538,0.6141571076763923,0.3782032447629298,0.964021559644291,0.4805582992011797,0.4805582992011797,0.0009842646113108848,0.4136404549957814,0.07395972747873833,0.005514913895172645,0.016932168424081365,0.025125092636278656,75,68.7369384765625,12.747649192810059,4426.242799534874,1934.254791593211,0.38489137877895746,0.04979550465941429
3,3,2.220446e-16,0.0112411,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_789657.png,10769044000.0,0.4221701745379094,10.126999,74.02821,682009.0,2.4336564999999997,galface_789657.png,RecalL0025N0752galface_789657.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_789657.png,0.1966267877949329,0.6497371389023944,1.534992237785347,1.3991605630558188,0.19952733312818993,1.8348527077399446,4.0,4.0,0.0021146007558786087,27.407399210111475,1.0004020353159009,0.02102610725338827,0.0,2.4046848959915104,71,82.00619506835938,16.124614715576172,3884.5666923388285,2523.947248555768,0.41135575942848085,0.06298677623271942
4,4,2.220446e-16,0.016895300000000002,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_697075.png,10813851000.0,0.6317563449150654,4.484118,72.945076,2175677.8,1.0821466,galface_697075.png,RecalL0025N0752galface_697075.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_697075.png,0.14663367167651675,0.37337492684743123,0.9922076571344833,0.5079763336668852,0.4976864357036813,0.7645637736674883,0.7501187644775292,0.7501187644775292,0.0013301025344882639,0.12825878286512862,0.1442152912850922,0.0014697746266074437,0.012913431597428703,58566.3210193941,104,76.6277084350586,11.236202239990234,4482.916490971512,1673.8086168796315,0.33042111388120693,0.04389141499996185
5,5,2.220446e-16,0.018719481,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_924755.png,10890967000.0,0.6046255121266044,4.088323,72.19497,732329.4,0.7303419,galface_924755.png,RecalL0025N0752galface_924755.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_924755.png,0.172967216871526,0.43198088184513184,1.3433555437474818,1.0398939285089157,0.3857844008376975,1.236171489638476,0.38005248155966964,0.38005248155966964,0.0011008475326545859,2.1209996755596072,0.21640296097273892,0.0013075182856532388,0.023915210395206533,0.0027669957510502094,77,72.67736053466797,12.57080078125,4517.462851996501,1951.4575865080728,0.32663078659129674,0.04910469055175781
6,6,2.220446e-16,0.01917366,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_955249.png,10925215000.0,0.6177685691555361,4.9083223,69.59666999999999,686290.75,0.45169637,galface_955249.png,RecalL0025N0752galface_955249.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_955249.png,0.21897075077636863,0.4870862559760526,1.5052516911315794,1.2782366038810467,0.16675338710718707,1.4938045865492071,0.07330516297337583,0.07330516297337583,0.0009336305067400568,8.342066945370535,0.10347363087999148,0.002035225059028821,0.014191133062767768,0.0005627713084887913,54,65.64453125,14.374232292175293,4735.95593875497,2306.8190466757096,0.3651549251500797,0.05614934489130974
7,7,2.220446e-16,0.020258628,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_929556.png,11192997000.0,0.2392135981279253,3.025543,79.06789,7246551.0,0.37377185,galface_929556.png,RecalL0025N0752galface_929556.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_929556.png,0.1940687519581077,0.5406726919383945,1.4966971023639968,1.1974088135983378,0.29209484952703646,2.174990451749784,4.0,4.0,0.0020214446787616114,2.4035354642893525,0.1428645470143849,0.04577305001732041,0.0,0.000903082093688623,33,69.54913330078125,13.497313499450684,3272.8062521348943,1769.5169665345811,0.466241468709611,0.05272388085722923
8,8,2.220446e-16,0.020322498,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_959840.png,11710979000.0,0.4641904239406261,3.3265915,76.03416,2530905.2,0.8099814999999999,galface_959840.png,RecalL0025N0752galface_959840.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_959840.png,0.3216695780139575,0.6443475205577973,1.8861708373774182,1.9999999999999998,0.23274651320383738,9.999999999999819,0.14982855071946002,0.14982855071946002,0.006050768208593471,201.89181888207798,0.7281617156162221,216.5674260886986,0.07009658892060365,0.00037707367937596365,14,49.485130310058594,15.917860984802246,3001.078386007865,1933.737417023764,0.5631483538055101,0.062179144471883774
9,9,2.220446e-16,0.019762667,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_907304.png,11939100000.0,0.5951749246570408,3.5904214,73.90108000000001,1527795.9,1.0577374,galface_907304.png,RecalL0025N0752galface_907304.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_907304.png,0.13919653277184707,0.6072167048284952,1.5162795759196954,1.2651601831402495,9.999999914670424,1.9172072719531157,4.0,4.0,0.0038333991588667556,2.1978334871420317,1944550.0487928668,0.015076001548275686,0.0,0.0006957572171742564,67,101.66252899169922,14.151071548461914,2946.6509599357573,1789.2556861719129,0.43112088828086437,0.05527762323617935
