,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,Gasmass,DMmass,M200,R200,SF_MassFromSNII,NSF_MassFromSNII,Stars_MassFromSNII,SF_MassFromSNIa,NSF_MassFromSNIa,Stars_MassFromSNIa,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,KappaCoRot,DMEllipticity,StellarEllipticity,name1,filename,image
82,2.220446e-16,0.020850122,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1454804.png,5.283226,76.538155,13230972000.0,10847776.0,5201892400.0,688328900000.0,680553200000.0,185.40097,365166460.0,391721760.0,2679117000.0,5917095.5,4796575.0,27257108.0,0.7628569,24165580000.0,6.8170334e-07,154.47424,14.009978,0.4760261155632114,0.43058249262478204,0.19350166937850322,0.4226728318911346,galface_1454804.png,RefL0050N0752galface_1454804.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1454804.png
83,2.220446e-16,0.019069081,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1527451.png,6.3491154,81.79849,13241200000.0,12656115.0,2420063000.0,564096500000.0,542307980000.0,171.88327,301796670.0,238761710.0,2561158100.0,3875577.5,3225378.0,25666052.0,0.66328466,25051847000.0,7.965859e-06,154.45433,13.230577,0.2508836893752958,0.3305348188259035,0.46467915487481504,0.6542523181476456,galface_1527451.png,RefL0050N0752galface_1527451.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1527451.png
84,2.220446e-16,0.0187741,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1414223.png,8.958881,75.39615,13258429000.0,11040893.0,6722011000.0,836750340000.0,878782100000.0,201.88554,590247100.0,710180400.0,2601941800.0,8164239.0,8251442.5,25269366.0,1.0380672,25578270000.0,0.0011238556,160.93703,50.150394,0.5707316675680199,0.5759844168858866,0.23790018066897067,0.6475418227678151,galface_1414223.png,RefL0050N0752galface_1414223.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1414223.png
85,2.220446e-16,0.023218062,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1485132.png,3.0449274,72.47295,13394643000.0,13018540.0,5670757400.0,678662960000.0,636970530000.0,181.35396,341942500.0,334611100.0,2989340700.0,5921723.0,3450172.0,30332796.0,0.89841026,24352424000.0,1.4276257e-05,151.30121,21.310976,0.29659628350814105,0.3160405383450433,0.3094114090403155,0.41634064109964264,galface_1485132.png,RefL0050N0752galface_1485132.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1485132.png
86,2.220446e-16,0.025791304,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_509908.png,2.2913287,74.774315,13441167000.0,10945920.0,1804100600.0,79179440000.0,2673829200000.0,292.55402,185716800.0,51430470.0,3219640600.0,3169731.0,696769.9,33872876.0,0.4509144,24035640000.0,2.5211335e-05,151.81093,3.8169906,0.23780998962290345,0.30154630783273445,0.19946194623346414,0.36890130177775937,galface_509908.png,RefL0050N0752galface_509908.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_509908.png
87,2.220446e-16,0.018997233,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1494786.png,4.6953144,80.81555,13552605000.0,11366343.0,760368100.0,729775200000.0,689694240000.0,186.22517,49502670.0,171372580.0,2763658500.0,964276.3,2883637.2,30715414.0,0.31872427,27404184000.0,0.00025564348,158.12596,18.179832,0.12512100782417745,0.23840964159102557,0.526845244731645,0.5939114946525785,galface_1494786.png,RefL0050N0752galface_1494786.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1494786.png
88,2.220446e-16,0.01787777,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1504238.png,4.1143136,83.54582,13566105000.0,20249448.0,1789012400.0,706138700000.0,686157100000.0,185.91011,131568870.0,222926400.0,2400311300.0,2316818.0,4773283.0,24792994.0,0.19240251,24658473000.0,3.174763e-05,170.68343,17.94126,0.356605089307409,0.48148510758381774,0.36554697061126074,0.5233642285500699,galface_1504238.png,RefL0050N0752galface_1504238.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1504238.png
89,2.220446e-16,0.01785436,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1410040.png,4.1537504,76.19718,13569339000.0,10892574.0,3547551700.0,889365400000.0,856296000000.0,200.14651,421041600.0,931461760.0,2387443500.0,5176178.5,10006117.0,21819798.0,1.3573276,24488985000.0,0.00012984565,148.29816,6.4303827,0.4517542550231707,0.33926479224824707,0.249971214644358,0.2875871787483356,galface_1410040.png,RefL0050N0752galface_1410040.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1410040.png
90,2.220446e-16,0.02250463,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1589879.png,2.9993005,75.19601,13621979000.0,15737659.0,1434254800.0,480088980000.0,481328300000.0,165.18204,81060760.0,119334500.0,2953976600.0,1853206.2,2018844.1,31442020.0,0.22829692,24890774000.0,8.5715016e-08,157.49376,23.11067,-0.0679895134789903,0.2172818941823614,0.3671395556673346,0.46588220555714666,galface_1589879.png,RefL0050N0752galface_1589879.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1589879.png
91,2.220446e-16,0.017798716,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1339145.png,5.890594,84.5561,13679415000.0,7234903.0,4988284000.0,747420200000.0,656782300000.0,183.21368,451108800.0,498216960.0,2489459500.0,5527758.5,6000508.0,23367272.0,1.9721006,25501989000.0,2.8056449e-05,153.25787,10.070436,0.5243444296320672,0.3955904742019002,0.5338816102793298,0.696400082963029,galface_1339145.png,RefL0050N0752galface_1339145.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1339145.png
92,2.220446e-16,0.019442042,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1463917.png,8.284271,80.01788,13689020000.0,10976570.0,3239422500.0,737230650000.0,657605700000.0,183.2934,450100060.0,269142750.0,2570289700.0,6502847.0,4093953.8,27558088.0,0.78348416,24963822000.0,9.422643e-09,154.45195,20.728836,0.6104568032620943,0.5874408662683063,0.3710413187815733,0.6955582095262343,galface_1463917.png,RefL0050N0752galface_1463917.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1463917.png
93,2.220446e-16,0.020541672,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1132749.png,4.8723793,76.476204,13743923000.0,7279279.0,3448984600.0,607637000000.0,19410438000000.0,566.44763,329494900.0,263404160.0,2665370000.0,4752847.5,3242490.0,27268448.0,1.0648056,24444365000.0,1.035207e-08,148.06519,50194.207,0.739756509426744,0.5817135609403193,0.30170259090341645,0.6450287416110329,galface_1132749.png,RefL0050N0752galface_1132749.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1132749.png
94,2.220446e-16,0.01687637,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2266198.png,7.732429,98.45161,13781475000.0,16312058.0,6232705500.0,1604917900000.0,1243683000000.0,226.67386,566450600.0,2271311400.0,2588054300.0,5884091.0,25588240.0,24158478.0,1.7732637,28028125000.0,0.00025092385,151.04977,10.0510235,0.616065921702818,0.3852220205150905,0.2963810608170364,0.4248966198501727,galface_2266198.png,RefL0050N0752galface_2266198.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_2266198.png
95,2.220446e-16,0.018059177,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1462653.png,8.176204,76.81717,13812944000.0,7298543.5,6668700700.0,696249700000.0,654222100000.0,182.9818,553297150.0,548742460.0,2539455200.0,6822507.5,6876305.0,25242598.0,1.2959307,26086009000.0,1.507193e-05,148.69154,25.058514,0.7350864600434095,0.5328207486188675,0.2856503680940453,0.619885287878533,galface_1462653.png,RefL0050N0752galface_1462653.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1462653.png
96,2.220446e-16,0.022647478,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1555275.png,4.201042,80.50713,13971126000.0,12818930.0,1049263040.0,495310200000.0,515781430000.0,169.03142,161853840.0,45930810.0,2957669400.0,3468271.0,1190886.8,33453568.0,0.26518384,25580739000.0,2.6323903e-09,161.23804,15.106154,0.5791632177862278,0.5037564188643299,0.3624220391714106,0.6242449544389043,galface_1555275.png,RefL0050N0752galface_1555275.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1555275.png
97,2.220446e-16,0.019672228,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1517468.png,6.4977274,79.055176,13978490000.0,10869239.0,3275556600.0,598417000000.0,591485100000.0,176.93713,216523330.0,308443970.0,2643317000.0,3963995.0,5331812.5,29553482.0,0.3360784,25447060000.0,6.8731515e-06,161.13884,20.205826,0.5334955639586383,0.5629146046283443,0.3077390159829906,0.626909818373026,galface_1517468.png,RefL0050N0752galface_1517468.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1517468.png
98,2.220446e-16,0.020404879,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1256607.png,3.4426777,72.54988,14240656000.0,14586465.0,3050047000.0,140684820000.0,6909987400000.0,401.47327,499443100.0,83194370.0,2783094300.0,6982741.0,995914.5,24868920.0,1.4175467,25014550000.0,0.0021752513,142.73979,6.3243637,0.2939520675724079,0.309984686829325,0.2957234910730625,0.41956185487559616,galface_1256607.png,RefL0050N0752galface_1256607.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1256607.png
99,2.220446e-16,0.017159352,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1433982.png,4.4622903,78.06074,14323252000.0,16527851.0,2709860600.0,873145600000.0,796877460000.0,195.41582,157579460.0,304824830.0,2507369200.0,3782858.5,4496606.0,24967622.0,0.34946594,26651329000.0,0.0031336758,154.73225,15.694853,0.20424394799503853,0.317002532843667,0.45996456467253743,0.550747635960978,galface_1433982.png,RefL0050N0752galface_1433982.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1433982.png
100,2.220446e-16,0.01919457,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1538264.png,5.529954,72.82703,14369695000.0,9107732.0,7867099600.0,411477180000.0,430906150000.0,159.20016,599430340.0,380496320.0,2607841300.0,7098952.0,4047452.8,26221178.0,1.8162003,25225843000.0,4.5536872e-08,140.84453,14.597872,0.7462315816078506,0.6405800054343576,0.28727032279693954,0.6895092530793399,galface_1538264.png,RefL0050N0752galface_1538264.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1538264.png
101,2.220446e-16,0.017189382,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1303173.png,11.561927,76.072525,14445760000.0,5434892.5,6999811000.0,812464200000.0,744761460000.0,191.05957,586397400.0,1160269300.0,2744659000.0,7134501.0,13164105.0,26350782.0,1.0510375,29178698000.0,4.9297512e-08,147.9628,30.286642,0.8352510902829278,0.7271964948895955,0.4011318251244429,0.7677389866774972,galface_1303173.png,RefL0050N0752galface_1303173.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1303173.png
102,2.220446e-16,0.017940694,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1135064.png,7.52538,75.92977,14774785000.0,7293093.0,6508423700.0,433572150000.0,19410438000000.0,566.44763,694731300.0,507527680.0,2620240000.0,8146963.0,6068810.5,24207448.0,1.9802912,26802690000.0,0.0007448532,144.44838,50207.695,0.7282117532721695,0.5685997463525413,0.3367972567944886,0.6883879884904105,galface_1135064.png,RefL0050N0752galface_1135064.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1135064.png
103,2.220446e-16,0.018814422,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1310395.png,5.496734,84.184074,14810350000.0,14576655.0,3709493800.0,1263584400000.0,1034773700000.0,213.18996,444079260.0,742937400.0,2824745000.0,5215421.5,8902221.0,28413130.0,1.3154411,27906870000.0,3.1342275e-05,160.69366,14.649012,0.4669742273430382,0.3867351112091618,0.24871880371232524,0.5217575351954014,galface_1310395.png,RefL0050N0752galface_1310395.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1310395.png
104,2.220446e-16,0.023416376,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_78308.png,2.949686,72.378586,14872353000.0,10916734.0,293222820.0,117862670000.0,24837504000000.0,614.9662,2565748.0,24676926.0,3351837700.0,637211.2,3336199.5,32239654.0,0.13159882,26879015000.0,2.0885136e-07,142.6487,5.457773,0.14530465791949465,0.20282366948806826,0.19376921831949956,0.18457011583276017,galface_78308.png,RefL0050N0752galface_78308.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_78308.png
105,2.220446e-16,0.014440535,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1318446.png,5.3942184,82.80529,14913312000.0,17959830.0,6759240000.0,1354000400000.0,1229282700000.0,225.7876,201871650.0,520200800.0,2384313900.0,2230575.0,7379437.0,21057490.0,0.57930523,29257091000.0,0.00011013321,172.36179,45.482384,0.4316004314552776,0.35021469484775447,0.44722612315508903,0.5667404722732364,galface_1318446.png,RefL0050N0752galface_1318446.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1318446.png
106,2.220446e-16,0.019273609,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1498636.png,3.9562597,76.93112,14953488000.0,15682210.0,940185800.0,527449300000.0,630607000000.0,180.74956,121541384.0,331194100.0,2799538700.0,3264187.0,3371020.2,30435336.0,0.37418133,27195746000.0,0.00015933478,152.67938,7.8003573,0.1870307340323214,0.32823069489348755,0.3366017285695486,0.5510556470159924,galface_1498636.png,RefL0050N0752galface_1498636.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1498636.png
107,2.220446e-16,0.020401089,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1329643.png,5.2188754,84.77793,14982937000.0,9058485.0,4894200300.0,962369000000.0,1232805400000.0,225.99916,454341280.0,272275650.0,2918014000.0,6817885.5,3258036.5,31219968.0,1.1132147,27045320000.0,4.0540505e-07,165.71785,12.027181,0.519014890866245,0.5639565984889232,0.4591177068499134,0.6748284735906659,galface_1329643.png,RefL0050N0752galface_1329643.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1329643.png
108,2.220446e-16,0.018147891,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1401413.png,7.9153943,80.75153,14986728000.0,10891354.0,5376536000.0,917994860000.0,893682450000.0,203.02844,384189540.0,761736600.0,2777988000.0,6426565.0,10356575.0,28456958.0,0.5572456,28301478000.0,7.8926996e-07,165.61713,36.762947,0.5308668296824999,0.48887520760514813,0.31257875670770396,0.5891377583604112,galface_1401413.png,RefL0050N0752galface_1401413.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1401413.png
109,2.220446e-16,0.018897131,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1470434.png,7.6837506,82.60044,15040258000.0,16308599.0,6389385000.0,716696650000.0,733135500000.0,190.053,395708860.0,444762500.0,2929201700.0,6099206.0,6374463.0,31797428.0,0.8028345,29161769000.0,7.971093e-09,162.05588,35.010113,0.6191394561764749,0.5343690142352001,0.4508137561521277,0.6740361591717325,galface_1470434.png,RefL0050N0752galface_1470434.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1470434.png
110,2.220446e-16,0.0259424,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_485410.png,3.9705546,69.16255,15088291000.0,7352276.0,967119170.0,29511720000.0,4960301000000.0,359.46744,248472590.0,25046026.0,3565721000.0,4514733.0,463104.0,37388490.0,0.64177734,26618737000.0,1.0226106e-05,131.67078,6.94551,0.5820826931094059,0.4954012748743915,0.29253862350426907,0.6121877548235513,galface_485410.png,RefL0050N0752galface_485410.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_485410.png
111,2.220446e-16,0.029269913,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_401581.png,2.6297903,72.239136,15435836000.0,17955162.0,384645150.0,12409658000.0,16262709000000.0,534.0196,89284100.0,0.0,4120096000.0,4066381.8,0.0,41418164.0,0.34043375,27265909000.0,0.0009554616,137.5555,3.3203409,0.5008796784947145,0.3942603353464379,0.06475207250325488,0.49055092223650465,galface_401581.png,RefL0050N0752galface_401581.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_401581.png
112,2.220446e-16,0.021414662,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1189603.png,5.4760284,81.44233,15462495000.0,10966470.0,2286401300.0,293788980000.0,9687586000000.0,449.31094,446567680.0,62168500.0,3141202000.0,6506406.0,1005212.06,30866368.0,0.87611055,27534068000.0,1.8425042e-07,157.40079,10.155723,0.7376351810878479,0.6215953555080476,0.24579219470863423,0.6262067794667119,galface_1189603.png,RefL0050N0752galface_1189603.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1189603.png
113,2.220446e-16,0.020275818,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1435208.png,3.3304389,82.564476,15607482000.0,17009380.0,5186876400.0,822741040000.0,799343500000.0,195.61069,142182560.0,334849120.0,3148803600.0,3404236.8,4218449.0,31397716.0,0.31815553,28666593000.0,8.800244e-06,167.78427,8.205016,0.5022275352745417,0.42186233102078474,0.3294210681007811,0.5051324129886701,galface_1435208.png,RefL0050N0752galface_1435208.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1435208.png
114,2.220446e-16,0.02147129,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1122235.png,5.578274,74.55787,15762098000.0,10860040.0,679792640.0,215549970000.0,24837504000000.0,614.9662,139196130.0,32699002.0,3260474000.0,4485495.0,1109693.0,33098976.0,0.22818969,28739381000.0,1.3943358e-06,142.80472,10.588437,0.7826169572511412,0.5916806853187155,0.3365346162804025,0.6504434269234165,galface_1122235.png,RefL0050N0752galface_1122235.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1122235.png
115,2.220446e-16,0.020625886,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1249866.png,5.4184375,75.86869,15808059000.0,9141939.0,4877867000.0,220096940000.0,7972095000000.0,421.05655,625458100.0,231092940.0,3106789400.0,7395595.5,2688485.2,31346902.0,1.3802049,28303830000.0,1.3347218e-06,148.78821,21.011612,0.48924426987108494,0.4984336585561425,0.19572755825561938,0.5425437476559625,galface_1249866.png,RefL0050N0752galface_1249866.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1249866.png
116,2.220446e-16,0.018990602,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1289454.png,4.147494,81.36254,15834126000.0,16461614.0,1217987600.0,1008721100000.0,938841300000.0,206.39224,28689206.0,599315650.0,3041954300.0,785903.4,8435121.0,30320304.0,0.13542038,29462532000.0,5.032739e-07,158.98225,12.119461,0.5602421834666562,0.43122186364681003,0.3506107190700496,0.5736936211933781,galface_1289454.png,RefL0050N0752galface_1289454.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1289454.png
117,2.220446e-16,0.01898404,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2307141.png,6.6783023,102.629974,15860588000.0,23587996.0,9707324000.0,1699696600000.0,1980883500000.0,264.71292,864415700.0,1171219700.0,3148724700.0,10456619.0,12609892.0,30268410.0,2.1803648,30467690000.0,7.2550947e-06,176.35078,136.97275,0.561668519743846,0.5676070507045157,0.3166559384495391,0.6425926869101353,galface_2307141.png,RefL0050N0752galface_2307141.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_2307141.png
118,2.220446e-16,0.013724243,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2270397.png,3.2440333,96.06187,15916101000.0,86851360.0,8295880000.0,2458082000000.0,1740843800000.0,253.55492,326151600.0,631527300.0,2949538000.0,2855131.2,11372489.0,14317855.0,1.2001975,34431940000.0,0.00033154275,211.7673,43.769302,-0.09991106210857503,0.1597063093283301,0.07635411387513247,0.39499207091984534,galface_2270397.png,RefL0050N0752galface_2270397.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_2270397.png
119,2.220446e-16,0.021632131,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1514900.png,3.4002528,78.52652,15978795000.0,13210019.0,1803147600.0,611883500000.0,575506550000.0,175.32732,205714160.0,225610850.0,3398181000.0,4643420.5,3751255.5,34505880.0,0.3644209,29470648000.0,1.4240446e-06,154.06424,8.157218,0.4926385186593585,0.44784056488054924,0.2579178723527573,0.508541645926829,galface_1514900.png,RefL0050N0752galface_1514900.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1514900.png
120,2.220446e-16,0.02152259,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1453628.png,4.7806735,81.30747,16017033000.0,12784047.0,4846720500.0,741971600000.0,730082900000.0,189.79626,413175360.0,421885440.0,3263517400.0,6298374.5,5107296.5,35277310.0,1.1358538,28957219000.0,1.4761768e-05,161.68399,17.379189,0.6026811101088424,0.5557651653028577,0.29606305765570085,0.6493736105172463,galface_1453628.png,RefL0050N0752galface_1453628.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1453628.png
121,2.220446e-16,0.02172418,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1495827.png,5.670174,84.99105,16024020000.0,10883419.0,1565535100.0,720642440000.0,684630700000.0,185.77667,322815230.0,114236590.0,3327883000.0,5266856.0,1471568.5,37566856.0,0.72273946,29522686000.0,7.092929e-05,162.94586,9.75077,0.6473409373998447,0.5666092160637091,0.36998287427171794,0.6882967973184646,galface_1495827.png,RefL0050N0752galface_1495827.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1495827.png
122,2.220446e-16,0.021222355,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1379599.png,4.5001183,79.69243,16029183000.0,9039921.0,6211091500.0,758055630000.0,733239200000.0,190.06479,464884670.0,826766200.0,3321289700.0,6876134.5,9026495.0,33651010.0,1.1398857,29359102000.0,7.3789975e-06,150.04486,19.360212,0.7350212694654872,0.5659985397496109,0.23677175220919133,0.579853249067223,galface_1379599.png,RefL0050N0752galface_1379599.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1379599.png
123,2.220446e-16,0.020251587,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1480774.png,5.846166,83.71765,16073016000.0,9093256.0,5223933400.0,679477300000.0,662317800000.0,183.73254,464544060.0,347894050.0,3138801000.0,6165539.5,4146385.5,32957558.0,1.249801,29091146000.0,1.175135e-05,160.90514,11.067541,0.7260019662279383,0.6350785496253063,0.347604832005735,0.6735639748211026,galface_1480774.png,RefL0050N0752galface_1480774.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1480774.png
