,Unnamed: 0,z,Z,face,mass,DiscToTotal,HalfMassRadius,VelDisp,BHmass,SFR,name1,filename,image,btdradius,btdintensity,n_total,n_disca,n_bulgea,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disca_error,n_bulgea_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm
26,26,2.220446e-16,0.013023905,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_1797050.png,15780059000.0,0.2020269035998763,6.423508999999999,89.44519,17390120.0,1.1389352,galface_1797050.png,RecalL0025N0752galface_1797050.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_1797050.png,0.3481900959110242,0.6581371709810904,2.0219549750871866,1.9999999999999745,0.2215480410914872,1.8589509991799198,0.3020955072451473,0.3020955072451473,0.00030094441930703157,91.78918072452569,1.90132687967062,0.0029859733100848886,0.004634759376479469,0.0,6,53.763946533203125,18.720073699951172,4111.780488763186,2706.1155785698484,0.537932688394568,0.07312528789043427,1.8645600148505328,117.35164835164835,49.72527472527473,0.15957327835322163
27,27,2.220446e-16,0.014319981,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_1266747.png,15807496000.0,0.12092430779792973,18.436375,100.0523,234929.3,1.8738074,galface_1266747.png,RecalL0025N0752galface_1266747.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_1266747.png,0.2500254767260687,0.46937487319420296,1.3682687497136494,1.4663728640118014,0.01000049245618429,1.4052176428053258,0.21589614822043646,0.21589614822043646,0.0001683111918824149,19.975072668404117,6.684627571642162e+18,0.0034107446525097366,19.17461464403827,0.0,46,69.85027313232422,17.46434783935547,6343.503900785531,2977.4813390381405,0.3707000459623179,0.0682201087474823,1.7121134041110313,120.34239130434783,54.701086956521735,0.23632712293563837
28,28,2.220446e-16,0.017662922,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_763033.png,16193163000.0,0.6261017175155097,6.3302135,89.67209,3788242.5,0.9702982,galface_763033.png,RecalL0025N0752galface_763033.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_763033.png,0.2422835235766752,0.5116625700881078,0.9207730440341139,0.692030813137495,0.7195876686347079,0.6594239404351379,0.8561957761510084,0.8561957761510084,7.785231879173151e-05,4.143963128935648,0.10193334180755634,0.00014395788712905056,0.0005798951549729255,0.0011933713286735041,121,63.5915412902832,15.407182693481445,4909.971715941417,2512.248747238502,0.328466675058399,0.060184307396411896,1.2935284047085005,126.30219780219781,69.61538461538461,0.21713778087095825
29,29,2.220446e-16,0.021061167000000002,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_1557597.png,16374937000.0,0.4716273793116385,2.1312835,94.942314,644198300.0,0.07343443,galface_1557597.png,RecalL0025N0752galface_1557597.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_1557597.png,0.3574028635772854,0.7465039836213584,1.5203686142773556,1.7275232701668544,1.362431982847564,1.4461009787650883,1.3233446139144047,1.3233446139144047,0.0006462206487643238,96.97065778831653,2.75922874425454,0.0006675436866031705,0.013480830283223583,0.012584747754276215,9,47.338802337646484,16.919023513793945,2215.004042200624,1653.5093412401773,0.5905780458436469,0.0660899356007576,1.6499684579964888,123.31868131868131,57.681318681318686,0.1877409364895038
30,30,2.220446e-16,0.023790357999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_866129.png,16757427000.0,0.6729904219746479,1.9136294999999999,87.32021,15261476.0,0.12633601,galface_866129.png,RecalL0025N0752galface_866129.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_866129.png,0.32156746010276976,0.8681378544588783,2.8180027615059435,1.9999999999999998,1.209283668151905,2.669629874042559,0.7296413191008974,0.7296413191008974,0.0014195109394948438,65.76883893258665,1.73528215103644,0.003995502642008262,0.08483423653622951,0.0,0,50.7667236328125,16.324926376342773,2101.5549476818164,1824.4394033079323,0.6262307417640312,0.06376924365758896,1.962946451439682,120.33516483516483,48.73076923076923,0.20987535169099514
31,31,2.220446e-16,0.017281816999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_817104.png,16822366000.0,0.6562007175741672,5.952875,82.07669,5499465.0,2.4903455,galface_817104.png,RecalL0025N0752galface_817104.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_817104.png,0.1529690518128662,0.37152859280912887,1.1918656701008217,0.8889089145096274,1.0615378713233972,0.8464078830065704,1.0742397214394575,1.0742397214394575,0.00015325435607398537,0.9243041830939871,0.9099879058136624,0.0007470364822315541,0.001972257990619495,0.00393927388991154,190,90.90802001953125,13.906113624572754,5861.541430779996,2177.7302394700996,0.31076673430204327,0.05432075634598732,1.4350964061058327,121.32967032967034,62.65384615384615,0.21805595724169577
32,32,2.220446e-16,0.02074496,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_825807.png,17293883000.0,0.4050341747843291,4.2948403,83.89428000000001,7593567.5,1.6998967,galface_825807.png,RecalL0025N0752galface_825807.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_825807.png,0.15454427319249336,0.48887970069077535,1.2148631844140807,1.092231773660654,1.018061244942784,1.0415453845103602,0.7752227491431327,0.7752227491431327,0.00022761388880355272,0.7656594520658455,1.0705186250457372,0.0006063326838980341,0.010871598987155826,0.01249211500864758,143,94.74449157714844,14.642218589782715,3884.3088385927654,1898.9597424017643,0.36371039502807756,0.05719616636633873,1.6165319518756671,119.34065934065934,56.68681318681319,0.24991527656558188
33,33,2.220446e-16,0.01636052,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_701288.png,17896090000.0,0.35232716265398045,6.7414380000000005,84.406525,13920364.0,1.1763643,galface_701288.png,RecalL0025N0752galface_701288.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_701288.png,0.23226943547412393,0.4872447452242016,1.143054037863962,0.8836108970556918,0.9158608641559884,0.8395041827877503,0.9099445495413185,0.9099445495413185,0.00021903657483377908,5.568278761837873,0.5241047878327023,0.0005533659291893004,0.001890976584430541,0.002887280652684684,136,65.0809555053711,15.116316795349121,4702.317677010459,2291.1795784982205,0.3404536775461218,0.059048112481832504,1.404133047878471,125.31147540983606,65.63934426229508,0.21695385912491974
34,34,2.220446e-16,0.025452628999999997,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_610028.png,18309910000.0,0.5395110917481846,1.6386763,94.41458,21087186.0,0.16034442,galface_610028.png,RecalL0025N0752galface_610028.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_610028.png,0.3465631861057986,0.7184586628556076,2.352913108817865,1.9999999999999836,2.129389415520966,2.114175014153074,2.057663200107097,2.057663200107097,0.0006385236936770489,59.49226899727617,11.153667332963568,0.002042870236181224,0.12690857397286764,0.0,1,48.519039154052734,16.814912796020508,2011.399950692136,1445.107719042107,0.5815846851949148,0.06568325310945511,1.8828847852825596,118.34615384615385,49.72527472527473,0.1683338776048589
35,35,2.220446e-16,0.021772452,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_616717.png,18388167000.0,0.7353631084481508,3.6619565,89.66717,5915743.5,0.24700254,galface_616717.png,RecalL0025N0752galface_616717.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_616717.png,0.3384548108062042,0.6191146897526792,2.391711590283058,1.9999999999999998,0.21123647147842645,8.85419468656286,0.003504496406598112,0.003504496406598112,0.0010429789029269914,67.83681446595344,974.7622071093385,1.1334915102904768,0.0,0.0,8,53.7139892578125,18.179758071899414,4025.5267881855834,2492.2627685586167,0.5551101635708643,0.07101467996835709,2.2614883549731513,101.43956043956044,35.8021978021978,0.1862971973449183
36,36,2.220446e-16,0.014225453999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_1785362.png,18594980000.0,0.503355833543987,10.633857,92.79753000000001,25779586.0,0.102983974,galface_1785362.png,RecalL0025N0752galface_1785362.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRecalL0025N0752/RecalL0025N0752galface_1785362.png,0.29376032682501935,0.7551465422396404,1.2280429811981552,0.9022781299097541,1.3240460187140926,0.8354549244327806,1.512008060385409,1.512008060385409,0.0001933916266074991,19.355066458286743,0.5465677785155345,0.0003028639521960797,0.0035897432276156926,0.003984122020225526,14,57.870643615722656,17.000099182128906,2884.0699735002763,2177.895468065905,0.4655407039868497,0.06640663743019104,1.4056758347352096,127.2967032967033,66.63186813186813,0.24573183916548508
