,Unnamed: 0,ProjGalaxyID,DescGalaxyID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
2134,50,860575,860576,0.10063854,0.015114535,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_860576.png,5.1984773,71.95238,11334367000.0,2418121.0,123936620000.0,8613252000.0,0.99445504,20245414000.0,4.5842356e-05,144.44199,20.949034,0.5040886780846325,0.5039851358429444,0.33635382788752266,0.6111766835119541,0.4614529930292766,0.3515280157981798,0.7119417853919549,0.21589351035329715,galface_860576.png,RecalL0025N0752galface_860576.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_860576.png,0.19641707084472726,0.457670389767545,1.198721719824745,0.9601685197754823,1.0967561630875944,1.0967561630875944,0.00018281646961149702,0.0004252078780597799,0.005715992222236382,0.006193315427146321,103,74.21697235107422,14.57748031616211,4339.0554216098235,1985.8571860311472,0.35795938673913635,0.05694328248500824,1.5231705996640321,120.33516483516483,59.67032967032967,0.20038405643733648,2.3402166355902567,0.0028073256336334923,,-0.018420057068356064,7.2660333053781105,128.22375827157367,127.20659395125723
2135,51,846421,846422,0.10063854,0.020152772,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_846422.png,6.542462,92.6418,21932251000.0,6010562.0,197231180000.0,6456727600.0,1.523267,40809026000.0,5.3964897e-07,180.89392,23.77121,0.8015955934112065,0.1716999438049922,0.38814839502139203,0.7403515641166613,0.6643052395658695,0.747984719554142,2.0755878825371497,0.04199468707357359,galface_846422.png,RecalL0025N0752galface_846422.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_846422.png,0.13266185145401715,0.34850361540475666,0.8005870713085242,0.6543628219766492,1.7282781457942027,1.7282781457942027,0.00011011670055715996,0.0002028922971645428,0.04746342698679545,67.29982849532331,143,88.00959014892578,11.675515174865723,4028.779275890605,1404.0441433156334,0.281871964458277,0.04560748115181923,1.431533694216374,115.36263736263737,59.67032967032967,0.20012301271396596,2.0281854097926106,-0.06528249992443398,,-0.07356892764087669,6.784308819114407,124.7273201329357,125.74577304092446
2136,52,833288,833289,0.10063854,0.024385562000000003,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_833289.png,1.7349099,80.88665,12920627000.0,4839457.0,142915900000.0,5708598000.0,0.5553615,22943128000.0,3.626489e-07,157.07793999999998,4.741569999999999,0.6536344314459572,-0.008269080827396191,0.2598717834884268,0.5857621772703019,0.5092046686601523,0.5032349996080852,1.3318570575623347,0.3747118975862777,galface_833289.png,RecalL0025N0752galface_833289.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_833289.png,0.2426131663331095,0.7361938608744327,1.4027239626697798,1.0522425614180106,1.2803114402471645,1.2803114402471645,0.0010449381994746447,0.001556482825182296,0.010801349901195448,0.01120039862445705,60,63.68175506591797,15.450032234191895,2360.3012768108206,1737.639309802211,0.5050412712714047,0.06035168841481209,1.6204764986633735,115.36612021857924,54.69945355191257,0.28267088950585695,2.785619828130633,0.06353803276543431,3.2783858815036466,-0.02123575810590943,24.886506909908867,127.27427971913148,127.23832311060707
2137,53,825807,825808,0.10063854,0.020142233,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_825808.png,3.8579686,83.90493000000001,16233629000.0,6721083.0,150438040000.0,8417182000.0,1.6104953000000002,29310165000.0,7.757446e-06,158.60801999999998,32.497425,0.3612188460599398,0.0927683002400772,0.25142477904403004,0.3980748037596569,0.3071760650230985,0.16937680848140396,0.5099329279538206,0.43146140314262005,galface_825808.png,RecalL0025N0752galface_825808.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_825808.png,0.20974361507811087,0.5397352630749676,1.4535466785973064,1.2029931302172143,0.9539093548713684,0.9539093548713684,0.00044996069225097606,0.0012021921098539828,0.006670531405530079,0.011118414478013433,131,81.54112243652344,17.10272979736328,4001.9918991378154,2160.016150505038,0.4365296305089184,0.06680753827095032,1.6367946719316517,118.34615384615385,55.69230769230769,0.23511421984618028,2.542543098511205,0.08443877294640116,2.133977123775189,-0.02795015181096308,17.48341310694715,127.22856785634474,127.25581305727407
2138,54,817104,817105,0.10063854,0.017270094,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_817105.png,4.71161,85.199936,14443397000.0,5274546.5,167097760000.0,11183067000.0,2.6278036,26632632000.0,1.7624954e-05,166.33444,28.941795000000003,0.6145726673394282,0.33376480072858217,0.49693958448424896,0.5956264242343383,0.4830879070635054,0.35353370865307376,0.9966158468932026,0.1257182649535931,galface_817105.png,RecalL0025N0752galface_817105.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_817105.png,0.13974082299272889,0.41399448933576927,1.3127614952593964,0.9954689263956948,3.935612230824938,3.935612230824938,0.00021888517174507892,0.0013665961118706253,0.019791301102373128,0.0212799446150864,202,93.94157409667969,13.127472877502441,4865.312578786606,2014.2125965136554,0.33152829831809794,0.05127919092774391,1.5605948391479671,118.34615384615385,57.681318681318686,0.4656054011448122,2.255406453519235,0.23135760000585914,2.000320651038992,-0.02500601664505118,21.77421373379712,130.750554810239,120.74277171744254
2139,55,809082,809083,0.10063854,0.013709918,,11.343958,69.062256,8572415000.0,1037992.25,119749575000.0,4125013200.0,0.5283897,19659622000.0,3.233941e-08,153.84149,76.62748,0.4621959400304679,0.5328758256202082,0.4319731511207465,0.6483039621701738,0.4714967397317555,0.3971716831902981,0.8140156804940302,0.17642042105681166,,RecalL0025N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2661,56,793490,793491,0.10063854,0.01837962,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_793491.png,4.937366,86.26583000000001,17871925000.0,912429.1,158014720000.0,9181513000.0,1.6455793,32386429000.0,4.4162302e-08,163.7873,20.273332999999997,0.7325990541193955,-0.1136738629290508,0.2094818180459269,0.6063442174737723,0.5880155584076604,0.6371530166866167,1.7773244656852856,0.09453978246430694,galface_793491.png,RecalL0025N0752galface_793491.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_793491.png,0.15365933457492323,0.3814802564797107,1.2269789696606763,1.0457813050512463,2.3505127816333244,2.3505127816333244,0.00017908548390804864,0.0009682932612373436,0.03521269198218622,0.015746660012535305,137,93.06593322753906,14.30044937133789,5824.240770360101,2221.832862876559,0.32549194108869334,0.055861130356788635,1.639115861259589,116.35714285714286,54.6978021978022,0.27363779674120126,2.3457269286883466,0.09995258525659606,1.4623262943700182,-0.06816080520046602,12.634954107037611,127.25457559997575,128.2390009454073
2662,57,763033,763034,0.10063854,0.0172721,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_763034.png,5.691358999999999,88.852646,15561585000.0,3788242.5,187171340000.0,6067447300.0,0.8425601,29466677000.0,3.1732217e-08,173.2211,34.262679999999996,0.6119855560467714,0.38021817779063705,0.2804529337333097,0.6855555160688416,0.5586238372783827,0.5864799717707104,1.343036369499135,0.023914379741797456,galface_763034.png,RecalL0025N0752galface_763034.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_763034.png,0.22698748616064485,0.4773230283014278,0.9835420635614308,0.7180389672581126,0.8317675265938786,0.8317675265938786,9.574892283067688e-05,0.00016914381776059745,0.0010450279232497948,0.002409169445804324,120,69.50983428955078,15.777862548828125,5188.7171534036415,2476.6941846621903,0.3317694330067395,0.06163227558135986,1.310559648168058,127.2967032967033,69.61538461538461,0.2060213017515533,2.334467767073887,0.13320977256091523,,-0.05591582934296433,7.460704808065488,127.80661101293714,128.22730491798382
2663,58,754151,754152,0.10063854,0.017371811,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_754152.png,4.3856173,75.47527,12196794000.0,3261094.5,139411130000.0,7570100000.0,1.1252358999999998,23758698000.0,6.508322e-07,152.03673999999998,40.984276,0.6402427299712476,0.20159450780826985,0.4616035783069409,0.6809340366214449,0.5635263939103093,0.4331453795726191,1.3925296104762397,0.4194219610472188,galface_754152.png,RecalL0025N0752galface_754152.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_754152.png,0.23687910095553696,0.5267478681105776,1.1106570988905489,0.7448850454716176,1.1055069285731467,1.1055069285731467,0.0003357324179055843,0.0008746925063902257,0.0031932829868182213,0.005844381934273669,127,63.617347717285156,15.069620132446289,4156.547556814646,2189.4525642523445,0.35929148959796037,0.05886570364236832,1.3587030978099681,128.2912087912088,68.62087912087912,0.35010324743585536,2.4937726555161426,0.20706746487540728,,-0.05311643287929674,8.564449020007842,127.75130854425123,127.23351137702642
2664,59,746518,746519,0.10063854,0.0149933025,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_746519.png,3.7174652000000004,76.84751,13033154000.0,3006527.0,109544325000.0,8458827300.0,2.5375342,22587490000.0,9.187565e-07,143.19086000000001,7.2510185,0.4516580833592283,0.2822777749508537,0.3413980450214017,0.5496359701393769,0.39905124446792817,0.24231032608312386,0.726682526660137,0.2319901559307912,galface_746519.png,RecalL0025N0752galface_746519.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_746519.png,0.2909125736231368,0.585145077279582,2.0837597076767183,2.6577543131422816,0.005670761840808752,0.005670761840808752,0.0008846071938909774,0.013038126587392344,0.0,0.0,72,61.009498596191406,17.748430252075195,3958.5245519563446,2316.311154867618,0.47980052895047526,0.06932980567216873,2.0085007877267227,115.36263736263737,45.747252747252745,0.23867604108901744,2.9593687585781914,0.10724022627842565,1.4114541408634833,-0.013004858962314262,6.978478748879858,127.73937688811347,127.7364092794293
2665,60,737885,737886,0.10063854,0.018846388999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_737886.png,7.788044,96.299835,24180662000.0,6057144.5,218675400000.0,9456849000.0,1.9504261000000003,45275280000.0,2.3727046000000003e-06,190.21974,29.12353,0.6565846945971454,0.09101401122877463,0.343844617583948,0.7069287457457263,0.6252969438631906,0.6883921856592029,2.012898641853536,0.03415754193956461,galface_737886.png,RecalL0025N0752galface_737886.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_737886.png,0.15141220728997312,0.4054385977684201,0.727698811157837,0.5705817209873039,1.1055660942885155,1.1055660942885155,0.000118158573760681,0.0001762167187829985,0.0025741019446336496,0.0678180696610384,242,81.84539031982422,12.392391204833984,4787.450427697262,1941.017188291401,0.2640599491105913,0.04840777814388275,1.2869809936658076,122.32417582417582,67.62637362637363,0.18911898957298207,2.0214974021171175,-0.026538234903147155,,-0.04907506757299248,6.795584384160829,129.27447618484948,126.7140429521329
2666,61,709787,709788,0.10063854,0.017735925,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_709788.png,5.199348400000001,86.55716,12695820000.0,2279797.2,158204970000.0,5705632000.0,0.8965337,22748525000.0,9.853038999999999e-07,160.06738,16.450346,0.5995639302844651,0.3330959238786533,0.34640746581345605,0.7107767007365309,0.6115010338133691,0.4338722956375326,1.6745151098320386,0.09190202527165964,galface_709788.png,RecalL0025N0752galface_709788.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_709788.png,0.15884684180343536,0.4188938147123575,1.2238684127768982,1.0088750106127586,2.118970166106681,2.118970166106681,0.00015877521288564243,0.0005888142326813025,0.004183242927471989,0.004042893188450722,82,83.81423950195312,13.313627243041992,4748.34213733816,1989.0511514690106,0.34208476762645945,0.05200635641813278,1.7466733761926811,113.37362637362638,50.71978021978022,0.2168140691775015,2.401080549442788,0.09029823434872432,1.1480766209287117,-0.013363658609575288,9.298428783320706,128.23691484697372,127.25848749619698
2667,62,697075,697076,0.10063854,0.015963012,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_697076.png,4.130273000000001,72.618835,10032054000.0,2175677.8,120774820000.0,6265648000.0,1.2939371000000002,17333348000.0,5.0528934e-07,145.11314,16.843989999999998,0.6054814616106328,0.4016481685027751,0.447502922873298,0.6709950560542964,0.5619077022008773,0.5913419406171427,1.3231833308357208,0.060749402721349814,galface_697076.png,RecalL0025N0752galface_697076.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_697076.png,0.19098060586123597,0.4332657577176007,1.295203244465501,1.0994298346283693,2.3582105512390235,2.3582105512390235,0.000302108454386623,0.0017746233957786723,0.018134486413596353,0.018126728371761016,97,77.13800048828125,14.73186206817627,4935.996270469115,2138.5981642160523,0.3799707869572277,0.05754633620381355,1.826643200024531,108.4010989010989,46.74175824175824,0.20863522402941492,2.4400931814971063,0.06775630214466612,1.168359697010569,-0.013949522901075788,7.868723429916564,126.28744436319924,127.75088420104626
2668,63,659536,659537,0.10063854,0.014102848000000001,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_659537.png,7.1961045,72.69637,10559930000.0,1130577.0,73540560000.0,6602500600.0,2.5338106,17800251000.0,3.368732e-11,138.45763,14.161685,0.8596182014175511,0.06265889355439314,0.3521535950758451,0.7057215498899293,0.6942522094101259,0.7046206769755774,2.137841432911628,0.15731236063707513,galface_659537.png,RecalL0025N0752galface_659537.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_659537.png,0.06911544110494523,0.15021178075391195,0.7908721706772678,0.7133419032415887,0.7068378362774919,0.7068378362774919,0.00010432078108808843,0.0002737161261006119,0.0084016178016313,0.0,145,92.07872009277344,6.36406135559082,8223.102336172306,1235.2068452380954,0.13775758614232345,0.024859614670276642,1.4824118395663026,94.47802197802199,47.73626373626374,0.2950273295400509,,,,,,,
2669,64,650554,650555,0.10063854,0.021510163,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_650555.png,5.272476999999999,99.75883499999999,25066099000.0,1576897.5,99282125000.0,9679015000.0,4.0623894,43439160000.0,7.070506999999999e-11,180.18524,8.450685,0.8124943560715014,-0.3088774701777166,0.2712528233441379,0.7183029644812757,0.7034255190027616,0.7877180384290533,2.7468055054027336,0.044535817438970934,galface_650555.png,RecalL0025N0752galface_650555.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_650555.png,0.10411025159843783,0.22799799107788168,0.7840199868709216,0.7179962747081156,2.145911658038861,2.145911658038861,0.00017457787422899874,0.00027262334023466113,0.07186436864589478,0.0,202,92.3808364868164,9.617792129516602,6565.1258795486865,1496.8355117105116,0.2141148103589215,0.037569500505924225,1.4819254530910881,92.49180327868852,46.743169398907106,0.3375864887343623,,,,,,,
2670,65,646493,646494,0.10063854,0.018739361,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_646494.png,5.2493739999999995,84.002525,14668238000.0,1138628.6,131393330000.0,1515515800.0,0.63325286,26621061000.0,3.6853056000000004e-08,163.95512,10.388058000000001,0.7823764682339565,0.38604409552404384,0.3296538944322189,0.7216755947740409,0.6408443381317219,0.6718220220036137,1.638595802784445,0.07371379098954244,galface_646494.png,RecalL0025N0752galface_646494.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_646494.png,0.2692439703207163,0.49998363984825267,1.6940718605835774,1.8422170593653826,9.740706359517154e-05,9.740706359517154e-05,0.00031423459558068036,0.0027571178951214925,0.0,0.0,40,59.894248962402344,16.12616539001465,4884.006744686193,2441.9234692516184,0.4028625741923912,0.06299283355474472,1.8580553497484422,119.34065934065934,50.71978021978022,0.1442074041221196,2.697259046095375,-0.010702906961965597,,-0.042902224976927056,6.360353898234663,127.76144510739839,127.2724244405227
2671,66,642129,642130,0.10063854,0.018290898,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_642130.png,5.1864433,78.349724,12730178000.0,1654445.1,133724980000.0,5491848000.0,1.2728218,22378742000.0,5.5224405e-07,150.3788,14.779226000000001,0.6727347357544928,-0.04394065509607481,0.26242354425504444,0.7045413089229526,0.6738782821743116,0.7740960836369934,2.4309038351074044,0.05775382602600431,galface_642130.png,RecalL0025N0752galface_642130.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_642130.png,0.17761155891198913,0.3919319754111337,1.2026525034094693,0.9831607065841879,1.4431509534641636,1.4431509534641636,0.00018241293393098378,0.0009094936500464066,0.0032345349123350897,0.002943185222581011,95,74.32218170166016,13.200478553771973,4748.1335037408235,1860.9453436369286,0.3501501491643954,0.05156436935067177,1.7036968338472742,102.43406593406594,46.74175824175824,0.19893586807551475,,,,,,,
2672,67,616717,616718,0.10063854,0.02107115,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_616718.png,3.7687182,88.791115,18382213000.0,5915743.5,147222900000.0,840994500.0,0.32957414,33268173000.0,1.9845996e-09,175.1256,22825.83,0.7377838232293257,0.11138153266941407,0.2622662174287743,0.7111731788434544,0.6434293161015611,0.6889104485390085,1.9582828324137869,0.12479219017318367,galface_616718.png,RecalL0025N0752galface_616718.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_616718.png,0.3485403570450614,0.5994016447960309,2.321039491080954,9.999999999999998,0.007611405127435732,0.007611405127435732,0.0008580473341275435,1.9820133926923045,0.0,0.0,6,53.397525787353516,18.61119270324707,4664.416768295898,2795.8590829307477,0.5276510645162575,0.07269997149705887,2.327696910849237,110.3901098901099,37.79120879120879,0.17707716909188329,2.911246325986339,-0.015700350382459767,1.0567561727992396,-0.06060835111243054,4.6345548920993815,127.7731435381775,128.2521268943467
2673,68,51604,51605,0.10063854,0.017422743,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_51605.png,4.4403205,71.17291999999999,11091292000.0,1658580.2,108921420000.0,8415000000.0,1.3805026000000002,19463154000.0,1.0980864e-10,142.35268,12.752203999999999,0.6326346348011163,0.2657274721132901,0.1726749506102101,0.6468824041125263,0.6107807359157228,0.6455052741310379,1.560870131460712,0.07186674963390985,galface_51605.png,RecalL0025N0752galface_51605.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_51605.png,0.20090673490401328,0.4915069827323114,1.2850294713355637,1.0299405249543183,1.5150952710718049,1.5150952710718049,0.00031473457370008104,0.0012681560502278673,0.010687398419004198,0.0110000448413367,135,69.98355865478516,14.060168266296387,3955.1435911250924,1943.9806927469328,0.3510535478799878,0.05492253229022026,1.5596667933715294,120.33516483516483,58.675824175824175,0.2360684017002519,2.4096209399426547,0.019565862470257017,,-0.014166173843344313,7.358722194340526,126.75378114332861,126.25002013424685
2674,69,4938,4939,0.10063854,0.024436256,,1.6793648,78.3216,8392166400.0,1580624.1,13016812000.0,418758620.0,0.27117579999999997,14921142000.0,4.924154e-10,142.0482,3.808904,0.5513874826823176,0.3100025251772061,0.3720575102798725,0.6282490330415672,0.5257252613973932,0.5014864081945112,1.1122354466945985,0.08934834577081589,,RecalL0025N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3196,70,4938,4940,0.18270987,0.020401761,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_4940.png,2.8931382,78.1933,12296890000.0,1809530.5,107724090000.0,756104300.0,0.32467905,21696248000.0,5.5336530000000004e-08,151.84383,10.285174000000001,0.5859286770976779,0.1570017101473833,0.1834438402732612,0.6285679934513608,0.5719650452921535,0.6424928264819327,1.5039192101398615,0.028509877333838814,galface_4940.png,RecalL0025N0752galface_4940.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_4940.png,0.3243504251896692,0.622942965265164,2.2375352183597643,5.505761914780177,4.740216874088432e-05,4.740216874088432e-05,0.0005194681614297392,0.14423624072345545,0.0,0.0,9,54.74385070800781,17.75619125366211,3666.905203865193,2284.272801042044,0.5551602971290776,0.06936012208461761,2.244158076158927,103.42857142857143,36.7967032967033,0.1773569235052523,,,,,,,
3197,71,51604,51606,0.18270987,0.016999576000000002,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_51606.png,4.2125306,70.28582,10365486000.0,1432421.5,108522710000.0,8572286000.0,1.3228121000000002,18184675000.0,3.9748321999999996e-08,142.23563000000001,12.4197855,0.6043899945835733,0.3392281837549161,0.1749395491048853,0.6260898000316654,0.5911197182572305,0.5927843721208905,1.351477068532538,0.09165644557949386,galface_51606.png,RecalL0025N0752galface_51606.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_51606.png,0.22271940617375816,0.5174286638369865,1.4306492816913619,1.113659170189759,1.8486650472450539,1.8486650472450539,0.0002798097228514409,0.0015701930064025173,0.006740180103241425,0.00814910269628062,106,66.05134582519531,14.710916519165039,3997.9921505039147,2068.6757364660007,0.3639583304524319,0.057464517652988434,1.5787662624234375,119.34065934065934,57.681318681318686,0.2690364355269288,2.4397947500526347,0.14803748769856367,,-0.0020237522686904074,6.526814513618345,127.76413844310355,125.78356178748106
3198,72,616717,616719,0.18270987,0.02060955,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_616719.png,3.7342459999999997,89.20506,18328257000.0,5689671.0,148581430000.0,1149294800.0,0.50730515,32903227000.0,2.3480652e-06,176.51105,21247.281000000003,0.7382152340870654,0.12795711066040816,0.2673714021915071,0.7109652412570935,0.6460365428570264,0.7014946974962992,1.9439920001935789,0.04627141419235168,galface_616719.png,RecalL0025N0752galface_616719.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_616719.png,0.3582509189536521,0.6233870297073066,2.2405164903620447,9.999999999999998,0.0047301083894481285,0.0047301083894481285,0.0002695687700858357,2.168087685265666,0.0,0.0,8,53.62016296386719,19.20947265625,4802.275120071222,2993.6760229384986,0.5424928908329181,0.07503700256347656,2.3471721302668573,111.38461538461539,37.79120879120879,0.1753345300249994,2.907372292622611,-0.0005824307999733988,1.032727679047109,-0.055930155987849985,4.641664643906314,127.71875079434315,127.76194920546698
3199,73,642129,642131,0.18270987,0.017694438,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_642131.png,4.9648123,77.03415,12140998000.0,1880439.6,133022100000.0,5895266000.0,1.264901,21198620000.0,1.6624409e-07,148.8906,14.120438,0.6610981645903945,-0.00773939716431804,0.27278886441722483,0.6989054237845425,0.6640910381924998,0.7493450235076172,2.329991951733746,0.010282063943311505,galface_642131.png,RecalL0025N0752galface_642131.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_642131.png,0.1596896364465184,0.3834503717170665,1.1316341995896084,0.968471562970457,2.6804118854287466,2.6804118854287466,0.0002863898295705993,0.0006563024393964077,0.012607070548427187,0.014379407062375676,107,80.31888580322266,12.826093673706055,4375.99775592526,1677.9779661425898,0.3260385678803197,0.050101928412914276,1.6549660952071221,104.42307692307692,48.73076923076923,0.20734982557447687,,,,,,,
3200,74,646493,646495,0.18270987,0.017976807,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_646495.png,5.2784457,84.145454,14454406000.0,1138628.6,133011180000.0,2261983200.0,0.8301794,26045882000.0,4.5179914e-07,164.81781,10.448649000000001,0.7806369799582893,0.4007071601119336,0.3304545007446773,0.7241583056538887,0.6366940974781895,0.6674397382630655,1.6061429406476846,0.1133552073835442,galface_646495.png,RecalL0025N0752galface_646495.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_646495.png,0.2459552566420071,0.4628034281751117,1.6611256148989428,1.7960155018107844,9.578742996498024e-05,9.578742996498024e-05,0.0002709845832241728,0.002498359962068912,0.0,0.0,51,62.06184768676758,15.264437675476074,5164.660624979931,2390.222642601727,0.37686536780746294,0.059626709669828415,1.90105620855803,119.34065934065934,49.72527472527473,0.1364012693643142,2.648215063452267,0.005955479441846166,1.3676802885344939,-0.041250789145752684,8.483423074141447,127.24952518927384,127.2592106479182
