,Unnamed: 0,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,Gasmass,DMmass,M200,R200,SF_MassFromSNII,NSF_MassFromSNII,Stars_MassFromSNII,SF_MassFromSNIa,NSF_MassFromSNIa,Stars_MassFromSNIa,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,KappaCoRot,DMEllipticity,StellarEllipticity,name1,filename,image,btdradius,btdintensity,n_total,n2d,n2d_error,n_disca,n_bulgea,n_disc,n_bulge,n_bulge_exp,n_total_error,n_total_error1,n_disca_error,n_bulgea_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,asymmerror
10,10,2.220446e-16,0.019294979,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1524095.png,5.6490836,74.614334,10297497000.0,1807953.0,5049633000.0,576341400000.0,527441130000.0,170.29756,226446600.0,315218080.0,1853401100.0,3606448.0,4867342.5,22315764.0,0.42087054,18643694000.0,3.3778003e-09,149.3364,13.441115,0.577980190129956,0.5890635360867705,0.429471888786185,0.6883334017619948,galface_1524095.png,RefL0050N0752galface_1524095.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1524095.png,0.29977457634739507,0.6366312854121262,1.1520804038400405,2.03471604816612,468.90681699052965,0.7112220800250737,0.9538764633762657,0.6644804260078581,0.9515037911614663,0.9515037911614663,20.846376829523116,[0.01042542],5.988704035962742,62.8301094695284,6.187120140360534,62.45042342555789,77.70524773812629,51,76.52623748779297,22.94062042236328,5085.150977671776,3237.366203429913,0.46889624660052925,0.08961179852485657,1.4339477827468547,119.34065934065934,61.65934065934066,0.18228094909320566,0.0016676713484887762
11,11,2.220446e-16,0.02164936,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1166619.png,3.3693150999999997,65.418175,10427516000.0,3672540.0,456436100.0,165174510000.0,16262709000000.0,534.0196,101672160.0,4786062.5,2148335000.0,3348359.2,114147.52,21942908.0,0.2375929,18648025000.0,4.3247644e-05,130.4581,12.977135,0.3159793847565148,0.3430320863084402,0.20191598565761196,0.4310540427882967,galface_1166619.png,RefL0050N0752galface_1166619.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1166619.png,0.27445413081232245,0.5982398020608114,2.058764192016229,1.492333870450712,235.92900437476877,1.9999999999996165,0.010001343440279942,2.67688412784662,4.0,4.0,4.08074675144719,[0.01843516],4.5856823928107255,7.323214999375189,0.47339375634704484,46.25435057115887,29.960286096108337,3,54.805912017822266,15.041708946228027,4042.0387923715066,2418.1084870704512,0.5107966334256699,0.05875667557120323,2.0396211478931927,109.3956043956044,42.76373626373626,0.18894481681274752,0.0009815937597446658
12,12,2.220446e-16,0.021974617999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_6520.png,3.8069877999999995,62.672585,10569543000.0,12819760.0,264805780.0,129642160000.0,160973300000000.0,1146.5822,66152456.0,3040747.8,2227222300.0,2253632.5,117808.77,22324996.0,0.12682359,19149902000.0,4.8242345e-07,123.48498500000001,11.942946000000001,0.021048010125654715,0.17579604131958915,0.1909503544461925,0.2278217804635855,galface_6520.png,RefL0050N0752galface_6520.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_6520.png,0.2498511917546321,0.5886923503496126,2.032902618441982,1.8670004038738273,273.66691927599777,1.9999999999999998,0.27041135837233615,1.9105332627740828,0.3587377591864686,0.3587377591864686,2.30588687564723,[0.02234593],2.1942790146497817,10.083823324704637,2.270632841771823,12.275596426945784,7.762461984109237,0,57.72357940673828,14.4223051071167,3571.21363454535,2102.3461481210848,0.481688717695109,0.056337129324674606,1.8645600148505328,117.3551912568306,49.72677595628415,0.22632363258864122,0.03597712488394669
13,13,2.220446e-16,0.017045656,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1524816.png,6.721692999999999,77.39835,10605858000.0,16488027.0,2909667800.0,584940900000.0,529124000000.0,170.48119,341725600.0,361398180.0,1884427800.0,3626119.5,4903545.5,19308808.0,1.163746,20401547000.0,9.722283000000002e-05,142.93143999999998,22.77368,0.2360926734025909,0.17397062621213527,0.31301128430904546,0.3734781327346427,galface_1524816.png,RefL0050N0752galface_1524816.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1524816.png,0.37324455343289364,0.6892377392972365,1.6431814399197395,1.823099350139608,410.39567426379733,1.254152959709169,0.6803743693758549,1.1556009695489957,0.7036848535277711,0.7036848535277711,8.11487017365626,[0.00897926],2.7705775095203515,26.973901521679423,2.5641360933494797,27.420619027619413,24.37330126982337,2,64.49816131591797,24.07358741760254,4986.956981586555,3437.198955961288,0.5638317064935439,0.09403745085000992,1.6729867165512482,120.33879781420765,55.69398907103825,0.2218106699200021,0.03268576553264843
14,14,2.220446e-16,0.021464285,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1492806.png,4.4557943,65.99284,10639548000.0,12945435.0,2785459200.0,671924900000.0,655755200000.0,183.1167,155195570.0,392795620.0,2193705200.0,3107015.0,5266113.5,22803620.0,0.4609571,19444658000.0,7.644627e-06,140.72898999999998,52.229279999999996,0.623793854744322,0.4985928047778472,0.2910984390943877,0.5586599988818131,galface_1492806.png,RefL0050N0752galface_1492806.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1492806.png,0.2407497086994979,0.5158770109804072,2.2516394535155686,1.3657447527324238,244.79722085074567,1.9999999999999998,0.010003709994298334,3.6128089534793206,0.00018171302072641365,0.00018171302072641365,12.72020914404361,[0.02007577],15.741838042114694,4.552515325312646,3.9996424789913116,7.289358293122916,24.398350374539458,4,57.84239196777344,13.925539016723633,3818.392018470362,1969.8206612399342,0.4446541726471664,0.05439663678407669,2.1682778046928606,113.37362637362638,41.769230769230774,0.20450271268740194,0.005887850760342651
15,15,2.220446e-16,0.01924241,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1500716.png,3.889792,73.659035,10750492000.0,5426273.0,5470521000.0,618262760000.0,634747750000.0,181.1471,305507500.0,323378720.0,1996141600.0,5031018.0,3927366.2,20946550.0,0.6103937,19472157000.0,5.3099750000000006e-05,147.10117,25.798014000000002,0.3919622128728013,0.4600971882592812,0.4636307548920585,0.6031262035241903,galface_1500716.png,RefL0050N0752galface_1500716.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1500716.png,0.17036996862692744,0.5132482247222065,1.6696859122291388,1.7401449436598606,377.16942919921536,1.4934630641972768,1.5418399356212646,1.4811896621679945,5.0283589479030155,5.0283589479030155,5.108578427553212,[0.01799885],1.284237737526754,52.20910159026635,1.1992663460647788,103.67504637695039,90.17799878245113,49,72.69223022460938,12.384572982788086,3771.598839999946,1935.766408994306,0.3817315647776293,0.04837723821401596,1.8086391800879642,114.36813186813187,49.72527472527473,0.2534301547995643,0.0032259885863986566
16,16,2.220446e-16,0.019069433,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1572034.png,5.2823367,67.406235,10806876000.0,10848737.0,2126355500.0,515369270000.0,511571400000.0,168.56905,317936580.0,184581330.0,1986884400.0,5151087.5,2670672.2,19951324.0,0.6691437,19337322000.0,1.1441532500000001e-05,134.10098,39.699946999999995,0.5191966712835514,0.5380645894264074,0.2894051376854749,0.5842707400280256,galface_1572034.png,RefL0050N0752galface_1572034.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1572034.png,0.4099952722632226,0.6520244702833514,1.562334825376504,1.2304535090068298,314.38773731457087,1.7960284711252905,0.010000000000000002,2.2556522177790836,0.007422756205167821,0.007422756205167821,3.58767953366488,[0.01215911],2.4901404877112965,9.613721499985704,2.1121565835613554,9.958883467846865,3.1807397701070426,27,65.1955795288086,26.72987937927246,5370.037842422366,3501.396079606995,0.5706474386822412,0.10441359132528305,1.9128257355254163,110.39344262295081,45.74863387978142,0.19370491603062842,0.0022140980054528247
17,17,2.220446e-16,0.021543019,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1112713.png,4.368638,70.32432,10840405000.0,10886848.0,368847360.0,215181560000.0,44326650000000.0,745.9659,104659380.0,5354070.5,2177813200.0,2572496.2,152390.8,24547760.0,0.18418358,19629440000.0,3.2560918000000005e-05,140.80338,11.31485,0.4008796823081556,0.4588990228865736,0.3029537087250158,0.6192283807001109,galface_1112713.png,RefL0050N0752galface_1112713.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1112713.png,0.41246972728049075,0.6925164267331118,1.7065718989119514,1.363301659570754,241.24262960122684,1.8797882870086606,0.1778424794069465,2.5218807987886875,0.008101418537771026,0.008101418537771026,3.8700203957080768,[0.01535659],2.786981350255094,12.031525038627922,1.1864971978260417,10.807782223603887,2.859024192422317,1,61.06338119506836,25.186796188354492,4904.379920837212,3396.3636581198075,0.5954153767492865,0.09838592261075974,1.9516030590092281,112.38586956521739,45.75,0.17761738069545926,0.0052151534015787
18,18,2.220446e-16,0.020662656,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1294098.png,3.196252,75.14151,10846905000.0,11873784.0,779314560.0,276783860000.0,2164492000000.0,272.64477999999997,76110870.0,31438314.0,2115561000.0,1757746.6,648610.3,23035600.0,0.33735442,19460063000.0,3.4657944e-07,147.90223999999998,8.3197975,0.4668551314385171,0.4563586035769961,0.3707536583005665,0.5943850241542528,galface_1294098.png,RefL0050N0752galface_1294098.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1294098.png,0.28933284254127045,0.6382880419850019,2.4228975870216187,1.7072664148110084,209.23794718948557,1.9999999999999998,0.9161343465448858,3.441068253011185,0.004449876177884284,0.004449876177884284,9.345629258398386,[0.01764896],14.89604522829473,15.808204680237807,2.3265441531197477,8.045493315307239,25.266233969677298,1,49.51103210449219,14.325167655944824,3428.864958823233,2188.6035007982655,0.5498874701183496,0.05595768615603447,2.117181978784431,113.37362637362638,42.76373626373626,0.1956330122557984,0.00153376961036018
19,19,2.220446e-16,0.021726022,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_126881.png,2.475013,76.36922,10915303000.0,23576200.0,251402320.0,21920500000.0,12407162000000.0,487.9541,28569744.0,4524059.0,2312206300.0,1028418.56,205448.52,22125470.0,0.10394404,19514720000.0,3.65819e-05,145.30061,4.596475,0.08163273156962403,0.18094557153500304,0.23764299434643846,0.1994585072120053,galface_126881.png,RefL0050N0752galface_126881.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_126881.png,0.40837111238798307,0.780073242233461,1.274253572190833,0.7871595758157448,119.9507600169551,1.9999999999999998,0.010000000002272412,9.197926446898508,0.005099688701904109,0.005099688701904109,2.3990330585590347,[0.00891208],1.539273699634851,18.647461016154107,0.6202046829024591,21.186274219420977,19.74964658353801,0,38.71842956542969,15.811488151550293,2901.4971870023824,2263.380317996215,0.7523652905618634,0.06176362559199333,1.90105620855803,35.8021978021978,14.917582417582418,0.14410608381618636,0.005997856686750677
20,20,2.220446e-16,0.019362956,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1539474.png,6.7522364,69.450096,10929239000.0,7262316.5,3747540700.0,566219800000.0,545100000000.0,172.17397,323354800.0,265548960.0,2030683300.0,4951645.0,3911134.0,21539304.0,0.5949321999999999,19696919000.0,1.2147708999999998e-07,148.34015,25.940552,0.5430360594434211,0.5107835669006894,0.4652134226023276,0.6609986133471666,galface_1539474.png,RefL0050N0752galface_1539474.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1539474.png,0.29174068618201193,0.5280865451245366,1.06883875455582,1.0064740894212743,519.0326052461008,0.7395952103919289,0.8936719513558287,0.7147366763733899,0.8500873427999546,0.8500873427999546,10.015173945315587,[0.00729855],1.8717912669891428,50.53705343679403,1.6644420428043574,49.383925454576065,57.16927916455419,57,87.2124252319336,25.44341278076172,6518.7819795635305,3442.481054007792,0.4668579484177832,0.09938833117485046,1.5646460948184449,110.3901098901099,53.7032967032967,0.20738700266163215,0.0011723720889569166
21,21,2.220446e-16,0.018511923,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1296351.png,4.9367056,74.86997,10935161000.0,18146094.0,3249150000.0,1070129500000.0,985278450000.0,209.73608,216173250.0,352418620.0,2030760100.0,3250775.2,4270356.5,21581150.0,0.74512434,20439124000.0,2.971521e-06,158.085,26.163189000000003,0.30242541180371585,0.28859249991770675,0.4108089763390359,0.590476118217397,galface_1296351.png,RefL0050N0752galface_1296351.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1296351.png,0.18660736135273034,0.7771324396174374,1.9465973775726826,1.909396595699853,436.0994777408964,1.9999999999999996,0.11901694178638186,1.9371973185711076,0.2514842970727898,0.2514842970727898,4.966594740763604,[0.01287745],4.873913386456074,11.417321223298341,4.991220702269527,14.545319058796427,13.008059474039104,16,77.28690338134766,14.4223051071167,2981.8197095713176,2317.2688253985166,0.4653648103244955,0.056337129324674606,1.9084296363880586,117.35164835164835,48.73076923076923,0.4136279257876694,0.02535992109039126
22,22,2.220446e-16,0.018984403,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1523160.png,6.249502,62.864475,10952012000.0,9066719.0,4514958300.0,544444680000.0,501754820000.0,167.4902,453268450.0,481147360.0,2025075800.0,5459031.5,5950139.0,19110260.0,1.1510593999999998,19561343000.0,3.92128e-09,134.38727,26.737447999999997,0.21988194999335964,0.2832131902482692,0.2974866606186441,0.4171395217701896,galface_1523160.png,RefL0050N0752galface_1523160.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1523160.png,0.4150941828905877,0.6518669210705554,1.4252782356391709,1.1116080454823336,370.8828930184396,1.6147662986591227,0.010000000000000002,2.0431225602742464,0.00023129237298008531,0.00023129237298008531,4.120254082356538,[0.0084156],2.9105310251768532,9.503316910147893,2.364632718814795,10.153165840279666,1.7848033607153928,45,65.89891815185547,27.354257583618164,6320.512000301905,4120.1326972263005,0.5580236170982193,0.10685256868600845,1.8856008236723207,111.39130434782608,46.744565217391305,0.22283886604106876,0.003011170000644881
