,Unnamed: 0,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,Gasmass,DMmass,M200,R200,SF_MassFromSNII,NSF_MassFromSNII,Stars_MassFromSNII,SF_MassFromSNIa,NSF_MassFromSNIa,Stars_MassFromSNIa,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,KappaCoRot,DMEllipticity,StellarEllipticity,name1,filename,image,btdradius,btdintensity,n_total,n2d,n2d_error,n_disca,n_bulgea,n_disc,n_bulge,n_bulge_exp,n_total_error,n_total_error1,n_disca_error,n_bulgea_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,asymmerror
0,0,2.220446e-16,0.016751316999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1262322.png,9.257972,71.433495,10031502000.0,14622960.0,5541668400.0,584950600000.0,4666846000000.0,352.2351,352874020.0,419895420.0,1684124000.0,5070633.0,6110508.0,16417565.0,0.6755194,18367721000.0,6.3634e-08,144.72633000000002,31.655546,0.7134337553310931,0.5643035736982391,0.2656586275846513,0.6546503441158752,galface_1262322.png,RefL0050N0752galface_1262322.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1262322.png,0.24961298666468054,0.4967124288642951,0.9375323664460354,1.2945791329097245,516.759550927596,0.698719502786619,0.890188948300133,0.6581916156902814,0.8823086894125824,0.8823086894125824,13.180641533343772,[0.01181708],4.153343607589042,60.74679920676939,3.800020349289029,60.38173180941068,75.5121975628537,78,86.25157165527344,21.529512405395508,5177.500881733396,2571.729038412825,0.39185751445341005,0.0840996578335762,1.4686537846124086,117.35164835164835,59.67032967032967,0.2242697184676098,0.004142673842452482
1,1,2.220446e-16,0.01703286,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1342257.png,5.995696,72.68951,10114554000.0,9044271.0,7475155500.0,765394800000.0,754816060000.0,191.91661000000002,274847780.0,513668860.0,1769696500.0,3279477.5,5939821.5,18446682.0,0.8066555999999999,19107880000.0,3.9090429999999995e-06,151.43855,25.121838,0.505114225751903,0.4579702739430231,0.4315502733151222,0.6166706416684536,galface_1342257.png,RefL0050N0752galface_1342257.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1342257.png,0.14609185277727088,0.3939153565096891,1.0161985811731693,1.6459052730374044,454.9003442899012,0.8904733934468244,0.9240330576483129,0.8438357617649802,0.936034342144153,0.936034342144153,13.176528610345777,[0.01330317],8.583859465360598,66.4764562175791,8.203001761885828,67.1304981635065,76.59347056393709,95,77.17848205566406,11.275147438049316,3754.645688369808,1479.01259490176,0.29319128346358964,0.04404354467988014,1.4199832818260045,124.31318681318682,64.64285714285714,0.2537698708469984,0.012632371896009952
2,2,2.220446e-16,0.019406741,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1573529.png,6.5445485,70.63662,10134920000.0,5515284.0,4656265700.0,424856300000.0,412018250000.0,156.83807,273684500.0,322034370.0,1890860300.0,3867074.8,4472170.5,20163714.0,0.487871,18307817000.0,4.0516056e-08,138.39571999999998,16.34615,0.7913137158557491,0.6390584667855661,0.39876603068721583,0.6947846509558355,galface_1573529.png,RefL0050N0752galface_1573529.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1573529.png,0.26809890495976185,0.5267643679973005,1.217270214092783,1.1739975444463584,476.97540209596656,0.8923701975013941,1.2512777259061694,0.8396830561465365,1.3503184595101358,1.3503184595101358,9.504449370383147,[0.00777333],1.482161839115219,52.32365984403017,0.8286880179715316,54.34639293195079,58.614696785912145,62,88.83702850341797,23.817110061645508,5742.607625725114,3025.0010766215687,0.4338592394517172,0.09303558617830276,1.5422700687159405,117.35164835164835,57.681318681318686,0.22390581874493587,0.013192362840674031
3,3,2.220446e-16,0.02059844,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_436444.png,3.7196171000000002,62.566475,10155730000.0,7259802.5,834722500.0,39129207000.0,13538888000000.0,502.36273,176591660.0,30812382.0,1937128400.0,2218033.5,418304.25,19231064.0,0.46726096,17633870000.0,4.5314007000000004e-07,119.48111000000002,6.732802,0.499326996390794,0.418686046294948,0.17533238020308328,0.43649208955681773,galface_436444.png,RefL0050N0752galface_436444.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_436444.png,0.4255841448417591,0.7742565085773911,1.8994540371733992,1.240979787527641,275.62407017943383,1.9999999999999998,0.3408435853613606,3.4741298146542534,0.001170457736440457,0.001170457736440457,9.81268808989734,[0.01153492],8.912899903654397,28.209179337689964,2.483027219749852,20.813147484907084,7.194758671695626,1,57.12937545776367,24.313356399536133,4314.087840214642,3340.2105888607666,0.6914104990243308,0.09497404843568802,2.050872325445246,89.50819672131148,34.80874316939891,0.2541317215391956,0.00848167496869659
4,4,2.220446e-16,0.02033393,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1284990.png,2.926891,73.19454,10184499000.0,1808640.1,1714836200.0,181636700000.0,2072893200000.0,268.7541,210637000.0,73696180.0,1943357300.0,3675564.0,1255348.8,21101074.0,0.5111551,18132214000.0,0.00088023546,145.75843999999998,6.563394000000001,0.222492809188775,0.3599446051826666,0.21691258856491724,0.5429334813916139,galface_1284990.png,RefL0050N0752galface_1284990.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1284990.png,0.4749948924902268,0.7654218582902658,1.899608892277446,1.1345794299573473,235.17736752210521,1.9999999999999998,0.09805716022376715,9.999999986867266,0.00310442201371087,0.00310442201371087,7.379965373626037,[0.01985671],7.174371293438401,4.109721036901673,3.397073974851616,3.324525274390118,4.259914923280101,15,54.783653259277344,26.021955490112305,4530.3888759042475,3467.6586721721774,0.6914995176935805,0.10164826363325119,2.3226606370582097,101.44565217391305,34.80978260869565,0.20821714348533535,0.0009460638371302392
5,5,2.220446e-16,0.023005867000000003,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_547615.png,3.4397924,69.992645,10237993000.0,3617358.2,2354523600.0,59808740000.0,1137226700000.0,220.01352000000003,203372510.0,61647560.0,2178783700.0,3736607.5,878469.06,23559688.0,0.5458821,18135950000.0,7.691591e-09,137.95827,6.6233106,0.5426792359391923,0.4901125879131305,0.2614202980824719,0.5427536353777538,galface_547615.png,RefL0050N0752galface_547615.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_547615.png,0.39415751112165964,0.7299969983351622,1.5263869847702956,1.1649913025197884,327.066039644825,1.3273667457008544,0.846564538933584,1.36014204178355,0.8803176501330796,0.8803176501330796,1.2596382485248612,[0.02050835],0.56767165665934,31.525241863101407,0.526840603274801,31.91747705172197,28.96622156423101,23,66.09040069580078,26.05002784729004,4342.360723082596,3169.9102935388,0.677022348582833,0.10175792127847672,1.848729040167205,81.55191256830601,34.80874316939891,0.20276149630449178,0.017796533318209608
6,6,2.220446e-16,0.020985369,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1545157.png,4.9432364,73.35641,10250369000.0,16298289.0,2037195400.0,579560200000.0,540304870000.0,171.66907,222053280.0,148858460.0,2054893700.0,4235687.5,2422007.0,22495472.0,0.3721642,18636920000.0,2.7566978e-06,151.73648,18.212877,0.4901454444769415,0.4890092155898851,0.2866220969326128,0.6138907778531149,galface_1545157.png,RefL0050N0752galface_1545157.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1545157.png,0.4652692187776284,0.7192856094448168,1.5016333334949181,1.0350883852572823,321.1474961430011,1.9999999999999998,0.010000000922221837,5.603653020453289,0.00013900825258779392,0.00013900825258779392,6.881653379674867,[0.00973383],5.0904519333355065,6.4971396440649904,2.2448142942511864,7.95582935219079,2.62194387487449,21,63.8797492980957,29.721281051635742,5838.962221707223,4199.881500165941,0.6283535857997298,0.11609875410795212,2.070886037713616,108.40760869565217,41.77173913043478,0.2072567287915317,0.0034839899433640855
7,7,2.220446e-16,0.022694877999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1087959.png,3.0158882,67.301575,10263982000.0,16449031.0,450526800.0,385009680000.0,160973300000000.0,1146.5822,131457260.0,1044175.56,2238233600.0,2562733.8,38513.027,22590842.0,0.36497217,18770100000.0,1.5045443000000001e-05,134.81288,7.390500500000001,0.2811116990425774,0.2846971958223787,0.20825228102592688,0.1990912813681418,galface_1087959.png,RefL0050N0752galface_1087959.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1087959.png,0.2932962854978664,0.6117397872711035,2.330158186656316,1.6448664879163706,254.26016921566466,1.9999999999999998,0.4461534552963481,3.3856988984347662,0.007558290587737895,0.007558290587737895,7.664618944744474,[0.02445122],11.034377559794912,9.24280418698156,0.9710076948388905,7.908135278742614,17.908928384737642,0,49.797149658203125,14.605319023132324,3771.384449981163,2307.105921149024,0.5224897064011329,0.05705202743411064,2.0862258193371215,114.37158469945355,43.759562841530055,0.21479164269245002,0.0014758403547440965
8,8,2.220446e-16,0.018189253,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1554434.png,5.659142500000001,67.39936,10265245000.0,10876969.0,4322547700.0,487515360000.0,465473340000.0,163.34448,391785540.0,239210450.0,1804791600.0,5596904.5,2907027.0,18931996.0,0.8610161,18491757000.0,1.9854348e-05,136.29927,19.294708,0.5167750444120991,0.5154088519787623,0.3805710826409042,0.6230887101635694,galface_1554434.png,RefL0050N0752galface_1554434.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1554434.png,0.29532598714333796,0.5654581192587239,1.1918139838491746,1.0461955482568874,434.05242048383974,1.016871160454531,0.9204249556001978,1.0041209201553587,0.9476258680223144,0.9476258680223144,3.83038071312787,[0.00797393],0.8130247539821994,38.81562068685913,0.7470058014031035,39.42049901478936,39.338092378794535,85,84.30474090576172,24.897380828857422,6118.809575380461,3459.9305545969064,0.48005960366297984,0.0972553938627243,1.6887640134436055,110.3901098901099,50.71978021978022,0.22810367965799658,0.010103270329796148
9,9,2.220446e-16,0.020915492,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1508221.png,3.7233021,72.34991,10269966000.0,10866442.0,3530864600.0,641831400000.0,583859960000.0,176.16846,229591980.0,174828020.0,2068909000.0,4171641.8,2145936.2,22161630.0,0.48277159999999997,18712082000.0,3.4663986e-05,150.87152,20.439331,0.3028521647448835,0.38284303375815054,0.3984756348127488,0.4388153648857184,galface_1508221.png,RefL0050N0752galface_1508221.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\galaxyimagebinRefL0050N0752/RefL0050N0752galface_1508221.png,0.3628905923763985,0.6939051075860975,1.8142367660083092,1.4117777247926033,331.80154825831295,1.9999999999999998,0.07873420520192567,2.669218850181999,0.0031744946610711535,0.0031744946610711535,4.52390846170787,[0.01430114],3.3624302035250837,13.518307840459936,1.2012843475480142,12.63339151690692,4.796498566206433,32,68.51402282714844,24.863094329833984,4835.283605430329,3355.2279904354255,0.6015372242234507,0.097121462225914,1.960552325056569,110.3901098901099,44.752747252747255,0.242578532289259,0.007247298701440635
